flyID,in:H,in:Typology,in:Conf,in:FlC,in:Str,in:Sides,in:MF,out:ApartmentCount,out:SocialCount,out:MidCount,out:FreeCount,out:SocialRatio,out:MidRatio,out:FreeRatio,out:TotalBVO,out:TotalGO,out:Efficiency,out:ParkingRequired,out:GroundFloorBVO,out:FSI,out:GSI,out:TotalPotentialRevenue,out:ResidentialPotentialRevenue,out:ParkingPotentialRevenue,out:TotalCost,out:ResidentialCost,out:ParkingCost,out:ProjectDevelopmentCost,out:UnforseenCost,out:ResidualValue
H30_TypologyL_ConfZig_FlCNo_StrWide_SidesMixed_MFMid,30,L,Zig,No,Wide,Mixed,Mid,54,15,22,17,0.28,0.41,0.31,4784.17,4347.39,0.91,33,516.53,6.64,0.72,14.856,14.196,0.66,8.469,6.362,0.412,1.016,0.677,6.388
H30_TypologyL_ConfZig_FlCNo_StrWide_SidesMixed_MFFree,30,L,Zig,No,Wide,Mixed,Free,54,15,12,27,0.28,0.22,0.5,4784.17,4347.39,0.91,35,516.53,6.64,0.72,15.196,14.496,0.7,8.5,6.362,0.438,1.02,0.68,6.697
H30_TypologyL_ConfZig_FlCNo_StrMix_SidesNarrow_MFMid,30,L,Zig,No,Mix,Narrow,Mid,72,15,37,20,0.21,0.51,0.28,6386.17,5817.23,0.91,45,701.17,8.87,0.97,20.284,19.384,0.9,11.566,8.69,0.562,1.388,0.925,8.718
H30_TypologyL_ConfZig_FlCNo_StrMix_SidesNarrow_MFFree,30,L,Zig,No,Mix,Narrow,Free,72,15,12,45,0.21,0.17,0.62,6386.17,5817.23,0.91,50,701.17,8.87,0.97,21.134,20.134,1,11.644,8.69,0.625,1.397,0.932,9.49
H30_TypologyL_ConfZig_FlCNo_StrMix_SidesWide_MFMid,30,L,Zig,No,Mix,Wide,Mid,72,20,35,17,0.28,0.49,0.24,5977.8,5434.93,0.91,43,641.28,8.3,0.89,18.756,17.896,0.86,10.823,8.121,0.538,1.299,0.866,7.932
H30_TypologyL_ConfZig_FlCNo_StrMix_SidesWide_MFFree,30,L,Zig,No,Mix,Wide,Free,72,20,25,27,0.28,0.35,0.38,5977.8,5434.93,0.91,45,641.28,8.3,0.89,19.096,18.196,0.9,10.855,8.121,0.562,1.303,0.868,8.241
H30_TypologyL_ConfZig_FlCNo_StrMix_SidesMixed_MFMid,30,L,Zig,No,Mix,Mixed,Mid,63,15,31,17,0.24,0.49,0.27,5433.3,4940.3,0.91,39,581.38,7.55,0.81,16.992,16.212,0.78,9.726,7.294,0.488,1.167,0.778,7.266
H30_TypologyL_ConfZig_FlCNo_StrMix_SidesMixed_MFFree,30,L,Zig,No,Mix,Mixed,Free,63,15,21,27,0.24,0.33,0.43,5433.3,4940.3,0.91,41,581.38,7.55,0.81,17.332,16.512,0.82,9.758,7.294,0.512,1.171,0.781,7.575
H30_TypologyL_ConfGalStep_FlCYes_StrNarrow_SidesNarrow_MFMid,30,L,GalStep,Yes,Narrow,Narrow,Mid,45,25,20,0,0.56,0.44,0,3587.57,3205.07,0.89,22,391.43,4.98,0.54,8.857,8.417,0.44,5.516,4.138,0.275,0.662,0.441,3.34
H30_TypologyL_ConfGalStep_FlCYes_StrNarrow_SidesNarrow_MFFree,30,L,GalStep,Yes,Narrow,Narrow,Free,45,25,20,0,0.56,0.44,0,3587.57,3205.07,0.89,22,391.43,4.98,0.54,8.857,8.417,0.44,5.516,4.138,0.275,0.662,0.441,3.34
H30_TypologyL_ConfGalStep_FlCYes_StrNarrow_SidesWide_MFMid,30,L,GalStep,Yes,Narrow,Wide,Mid,36,0,28,8,0,0.78,0.22,3696.47,3327.88,0.9,24,391.43,5.13,0.54,10.245,9.765,0.48,5.806,4.345,0.3,0.697,0.465,4.439
H30_TypologyL_ConfGalStep_FlCYes_StrNarrow_SidesWide_MFFree,30,L,GalStep,Yes,Narrow,Wide,Free,36,0,18,18,0,0.5,0.5,3696.47,3327.88,0.9,26,391.43,5.13,0.54,10.585,10.065,0.52,5.838,4.345,0.325,0.701,0.467,4.747
H30_TypologyL_ConfGalStep_FlCYes_StrNarrow_SidesMixed_MFMid,30,L,GalStep,Yes,Narrow,Mixed,Mid,45,10,31,4,0.22,0.69,0.09,3995.94,3587.87,0.9,26,424.1,5.55,0.59,10.785,10.265,0.52,6.355,4.759,0.325,0.763,0.508,4.43
H30_TypologyL_ConfGalStep_FlCYes_StrNarrow_SidesMixed_MFFree,30,L,GalStep,Yes,Narrow,Mixed,Free,45,10,26,9,0.22,0.58,0.2,3995.94,3587.87,0.9,27,424.1,5.55,0.59,10.955,10.415,0.54,6.371,4.759,0.338,0.764,0.51,4.584
H30_TypologyL_ConfGalStep_FlCYes_StrWide_SidesNarrow_MFMid,30,L,GalStep,Yes,Wide,Narrow,Mid,36,10,18,8,0.28,0.5,0.22,3587.57,3223.93,0.9,22,391.43,4.98,0.54,9.54,9.1,0.44,5.516,4.138,0.275,0.662,0.441,4.024
H30_TypologyL_ConfGalStep_FlCYes_StrWide_SidesNarrow_MFFree,30,L,GalStep,Yes,Wide,Narrow,Free,36,10,8,18,0.28,0.22,0.5,3587.57,3223.93,0.9,24,391.43,4.98,0.54,9.88,9.4,0.48,5.548,4.138,0.3,0.666,0.444,4.333
H30_TypologyL_ConfGalStep_FlCYes_StrWide_SidesWide_MFMid,30,L,GalStep,Yes,Wide,Wide,Mid,27,0,10,17,0,0.37,0.63,3369.77,3043.13,0.9,20,358.76,4.68,0.5,9.546,9.146,0.4,5.162,3.88,0.25,0.619,0.413,4.384
H30_TypologyL_ConfGalStep_FlCYes_StrWide_SidesWide_MFFree,30,L,GalStep,Yes,Wide,Wide,Free,27,0,0,27,0,0,1,3369.77,3043.13,0.9,22,358.76,4.68,0.5,9.886,9.446,0.44,5.193,3.88,0.275,0.623,0.415,4.693
H30_TypologyL_ConfGalStep_FlCYes_StrWide_SidesMixed_MFMid,30,L,GalStep,Yes,Wide,Mixed,Mid,27,5,9,13,0.19,0.33,0.48,3070.29,2764.28,0.9,18,326.09,4.26,0.45,8.323,7.963,0.36,4.613,3.466,0.225,0.554,0.369,3.71
H30_TypologyL_ConfGalStep_FlCYes_StrWide_SidesMixed_MFFree,30,L,GalStep,Yes,Wide,Mixed,Free,27,5,4,18,0.19,0.15,0.67,3070.29,2764.28,0.9,19,326.09,4.26,0.45,8.493,8.113,0.38,4.629,3.466,0.238,0.555,0.37,3.864
H30_TypologyL_ConfGalStep_FlCYes_StrMix_SidesNarrow_MFMid,30,L,GalStep,Yes,Mix,Narrow,Mid,45,15,22,8,0.33,0.49,0.18,4186.52,3762.77,0.9,26,456.77,5.81,0.63,11.304,10.784,0.52,6.614,4.966,0.325,0.794,0.529,4.69
H30_TypologyL_ConfGalStep_FlCYes_StrMix_SidesNarrow_MFFree,30,L,GalStep,Yes,Mix,Narrow,Free,45,15,12,18,0.33,0.27,0.4,4186.52,3762.77,0.9,28,456.77,5.81,0.63,11.644,11.084,0.56,6.645,4.966,0.35,0.797,0.532,4.999
H30_TypologyL_ConfGalStep_FlCYes_StrMix_SidesWide_MFMid,30,L,GalStep,Yes,Mix,Wide,Mid,36,0,19,17,0,0.53,0.47,4023.17,3633.95,0.9,25,424.1,5.59,0.59,11.662,11.162,0.5,6.404,4.811,0.312,0.768,0.512,5.258
H30_TypologyL_ConfGalStep_FlCYes_StrMix_SidesWide_MFFree,30,L,GalStep,Yes,Mix,Wide,Free,36,0,9,27,0,0.25,0.75,4023.17,3633.95,0.9,27,424.1,5.59,0.59,12.002,11.462,0.54,6.435,4.811,0.338,0.772,0.515,5.567
H30_TypologyL_ConfGalStep_FlCYes_StrMix_SidesMixed_MFMid,30,L,GalStep,Yes,Mix,Mixed,Mid,36,5,18,13,0.14,0.5,0.36,3723.69,3355.1,0.9,24,391.43,5.17,0.54,10.459,9.979,0.48,5.871,4.397,0.3,0.705,0.47,4.588
H30_TypologyL_ConfGalStep_FlCYes_StrMix_SidesMixed_MFFree,30,L,GalStep,Yes,Mix,Mixed,Free,36,5,13,18,0.14,0.36,0.5,3723.69,3355.1,0.9,25,391.43,5.17,0.54,10.629,10.129,0.5,5.887,4.397,0.312,0.706,0.471,4.742
H30_TypologyL_ConfGalStep_FlCNo_StrNarrow_SidesNarrow_MFMid,30,L,GalStep,No,Narrow,Narrow,Mid,45,25,20,0,0.56,0.44,0,3588.69,3204.58,0.89,22,391.54,4.98,0.54,8.857,8.417,0.44,5.516,4.138,0.275,0.662,0.441,3.34
H30_TypologyL_ConfGalStep_FlCNo_StrNarrow_SidesNarrow_MFFree,30,L,GalStep,No,Narrow,Narrow,Free,45,25,20,0,0.56,0.44,0,3588.69,3204.58,0.89,22,391.54,4.98,0.54,8.857,8.417,0.44,5.516,4.138,0.275,0.662,0.441,3.34
H30_TypologyL_ConfGalStep_FlCNo_StrNarrow_SidesWide_MFMid,30,L,GalStep,No,Narrow,Wide,Mid,36,0,28,8,0,0.78,0.22,3697.59,3327.39,0.9,24,391.54,5.14,0.54,10.245,9.765,0.48,5.806,4.345,0.3,0.697,0.465,4.439
H30_TypologyL_ConfGalStep_FlCNo_StrNarrow_SidesWide_MFFree,30,L,GalStep,No,Narrow,Wide,Free,36,0,18,18,0,0.5,0.5,3697.59,3327.39,0.9,26,391.54,5.14,0.54,10.585,10.065,0.52,5.838,4.345,0.325,0.701,0.467,4.747
H30_TypologyL_ConfGalStep_FlCNo_StrNarrow_SidesMixed_MFMid,30,L,GalStep,No,Narrow,Mixed,Mid,45,10,31,4,0.22,0.69,0.09,3997.07,3587.38,0.9,26,424.21,5.55,0.59,10.785,10.265,0.52,6.355,4.759,0.325,0.763,0.508,4.43
H30_TypologyL_ConfGalStep_FlCNo_StrNarrow_SidesMixed_MFFree,30,L,GalStep,No,Narrow,Mixed,Free,45,10,26,9,0.22,0.58,0.2,3997.07,3587.38,0.9,27,424.21,5.55,0.59,10.955,10.415,0.54,6.371,4.759,0.338,0.764,0.51,4.584
H30_TypologyL_ConfGalStep_FlCNo_StrWide_SidesNarrow_MFMid,30,L,GalStep,No,Wide,Narrow,Mid,36,10,18,8,0.28,0.5,0.22,3591.17,3222.37,0.9,22,391.79,4.99,0.54,9.54,9.1,0.44,5.516,4.138,0.275,0.662,0.441,4.024
H30_TypologyL_ConfGalStep_FlCNo_StrWide_SidesNarrow_MFFree,30,L,GalStep,No,Wide,Narrow,Free,36,10,8,18,0.28,0.22,0.5,3591.17,3222.37,0.9,24,391.79,4.99,0.54,9.88,9.4,0.48,5.548,4.138,0.3,0.666,0.444,4.333
H30_TypologyL_ConfGalStep_FlCNo_StrWide_SidesWide_MFMid,30,L,GalStep,No,Wide,Wide,Mid,27,0,10,17,0,0.37,0.63,3373.37,3041.57,0.9,20,359.12,4.69,0.5,9.546,9.146,0.4,5.162,3.88,0.25,0.619,0.413,4.384
H30_TypologyL_ConfGalStep_FlCNo_StrWide_SidesWide_MFFree,30,L,GalStep,No,Wide,Wide,Free,27,0,0,27,0,0,1,3373.37,3041.57,0.9,22,359.12,4.69,0.5,9.886,9.446,0.44,5.193,3.88,0.275,0.623,0.415,4.693
H30_TypologyL_ConfGalStep_FlCNo_StrWide_SidesMixed_MFMid,30,L,GalStep,No,Wide,Mixed,Mid,27,5,9,13,0.19,0.33,0.48,3073.89,2762.72,0.9,18,326.45,4.27,0.45,8.323,7.963,0.36,4.613,3.466,0.225,0.554,0.369,3.71
H30_TypologyL_ConfGalStep_FlCNo_StrWide_SidesMixed_MFFree,30,L,GalStep,No,Wide,Mixed,Free,27,5,4,18,0.19,0.15,0.67,3073.89,2762.72,0.9,19,326.45,4.27,0.45,8.493,8.113,0.38,4.629,3.466,0.238,0.555,0.37,3.864
H30_TypologyL_ConfGalStep_FlCNo_StrMix_SidesNarrow_MFMid,30,L,GalStep,No,Mix,Narrow,Mid,45,15,22,8,0.33,0.49,0.18,4185.84,3763.31,0.9,26,456.64,5.81,0.63,11.304,10.784,0.52,6.614,4.966,0.325,0.794,0.529,4.69
H30_TypologyL_ConfGalStep_FlCNo_StrMix_SidesNarrow_MFFree,30,L,GalStep,No,Mix,Narrow,Free,45,15,12,18,0.33,0.27,0.4,4185.84,3763.31,0.9,28,456.64,5.81,0.63,11.644,11.084,0.56,6.645,4.966,0.35,0.797,0.532,4.999
H30_TypologyL_ConfGalStep_FlCNo_StrMix_SidesWide_MFMid,30,L,GalStep,No,Mix,Wide,Mid,36,0,19,17,0,0.53,0.47,4022.49,3634.49,0.9,25,423.97,5.59,0.59,11.662,11.162,0.5,6.404,4.811,0.312,0.768,0.512,5.258
H30_TypologyL_ConfGalStep_FlCNo_StrMix_SidesWide_MFFree,30,L,GalStep,No,Mix,Wide,Free,36,0,9,27,0,0.25,0.75,4022.49,3634.49,0.9,27,423.97,5.59,0.59,12.002,11.462,0.54,6.435,4.811,0.338,0.772,0.515,5.567
H30_TypologyL_ConfGalStep_FlCNo_StrMix_SidesMixed_MFMid,30,L,GalStep,No,Mix,Mixed,Mid,36,5,18,13,0.14,0.5,0.36,3723.02,3355.64,0.9,24,391.3,5.17,0.54,10.459,9.979,0.48,5.871,4.397,0.3,0.705,0.47,4.588
H30_TypologyL_ConfGalStep_FlCNo_StrMix_SidesMixed_MFFree,30,L,GalStep,No,Mix,Mixed,Free,36,5,13,18,0.14,0.36,0.5,3723.02,3355.64,0.9,25,391.3,5.17,0.54,10.629,10.129,0.5,5.887,4.397,0.312,0.706,0.471,4.742
H30_TypologyL_ConfGalZig_FlCYes_StrNarrow_SidesNarrow_MFMid,30,L,GalZig,Yes,Narrow,Narrow,Mid,45,25,20,0,0.56,0.44,0,3587.57,3205.07,0.89,22,391.43,4.98,0.54,8.857,8.417,0.44,5.516,4.138,0.275,0.662,0.441,3.34
H30_TypologyL_ConfGalZig_FlCYes_StrNarrow_SidesNarrow_MFFree,30,L,GalZig,Yes,Narrow,Narrow,Free,45,25,20,0,0.56,0.44,0,3587.57,3205.07,0.89,22,391.43,4.98,0.54,8.857,8.417,0.44,5.516,4.138,0.275,0.662,0.441,3.34
H30_TypologyL_ConfGalZig_FlCYes_StrNarrow_SidesWide_MFMid,30,L,GalZig,Yes,Narrow,Wide,Mid,36,0,28,8,0,0.78,0.22,3696.47,3327.88,0.9,24,391.43,5.13,0.54,10.245,9.765,0.48,5.806,4.345,0.3,0.697,0.465,4.439
H30_TypologyL_ConfGalZig_FlCYes_StrNarrow_SidesWide_MFFree,30,L,GalZig,Yes,Narrow,Wide,Free,36,0,18,18,0,0.5,0.5,3696.47,3327.88,0.9,26,391.43,5.13,0.54,10.585,10.065,0.52,5.838,4.345,0.325,0.701,0.467,4.747
H30_TypologyL_ConfGalZig_FlCYes_StrNarrow_SidesMixed_MFMid,30,L,GalZig,Yes,Narrow,Mixed,Mid,45,10,31,4,0.22,0.69,0.09,3995.94,3587.87,0.9,26,424.1,5.55,0.59,10.785,10.265,0.52,6.355,4.759,0.325,0.763,0.508,4.43
H30_TypologyL_ConfGalZig_FlCYes_StrNarrow_SidesMixed_MFFree,30,L,GalZig,Yes,Narrow,Mixed,Free,45,10,26,9,0.22,0.58,0.2,3995.94,3587.87,0.9,27,424.1,5.55,0.59,10.955,10.415,0.54,6.371,4.759,0.338,0.764,0.51,4.584
H30_TypologyL_ConfGalZig_FlCYes_StrWide_SidesNarrow_MFMid,30,L,GalZig,Yes,Wide,Narrow,Mid,36,10,18,8,0.28,0.5,0.22,3587.57,3223.93,0.9,22,391.43,4.98,0.54,9.54,9.1,0.44,5.516,4.138,0.275,0.662,0.441,4.024
H30_TypologyL_ConfGalZig_FlCYes_StrWide_SidesNarrow_MFFree,30,L,GalZig,Yes,Wide,Narrow,Free,36,10,8,18,0.28,0.22,0.5,3587.57,3223.93,0.9,24,391.43,4.98,0.54,9.88,9.4,0.48,5.548,4.138,0.3,0.666,0.444,4.333
H30_TypologyL_ConfGalZig_FlCYes_StrWide_SidesWide_MFMid,30,L,GalZig,Yes,Wide,Wide,Mid,27,0,10,17,0,0.37,0.63,3369.77,3043.13,0.9,20,358.76,4.68,0.5,9.546,9.146,0.4,5.162,3.88,0.25,0.619,0.413,4.384
H30_TypologyL_ConfGalZig_FlCYes_StrWide_SidesWide_MFFree,30,L,GalZig,Yes,Wide,Wide,Free,27,0,0,27,0,0,1,3369.77,3043.13,0.9,22,358.76,4.68,0.5,9.886,9.446,0.44,5.193,3.88,0.275,0.623,0.415,4.693
H30_TypologyL_ConfGalZig_FlCYes_StrWide_SidesMixed_MFMid,30,L,GalZig,Yes,Wide,Mixed,Mid,27,5,9,13,0.19,0.33,0.48,3070.29,2764.28,0.9,18,326.09,4.26,0.45,8.323,7.963,0.36,4.613,3.466,0.225,0.554,0.369,3.71
H30_TypologyL_ConfGalZig_FlCYes_StrWide_SidesMixed_MFFree,30,L,GalZig,Yes,Wide,Mixed,Free,27,5,4,18,0.19,0.15,0.67,3070.29,2764.28,0.9,19,326.09,4.26,0.45,8.493,8.113,0.38,4.629,3.466,0.238,0.555,0.37,3.864
H30_TypologyL_ConfGalZig_FlCYes_StrMix_SidesNarrow_MFMid,30,L,GalZig,Yes,Mix,Narrow,Mid,45,15,22,8,0.33,0.49,0.18,4186.52,3762.77,0.9,26,456.77,5.81,0.63,11.304,10.784,0.52,6.614,4.966,0.325,0.794,0.529,4.69
H30_TypologyL_ConfGalZig_FlCYes_StrMix_SidesNarrow_MFFree,30,L,GalZig,Yes,Mix,Narrow,Free,45,15,12,18,0.33,0.27,0.4,4186.52,3762.77,0.9,28,456.77,5.81,0.63,11.644,11.084,0.56,6.645,4.966,0.35,0.797,0.532,4.999
H30_TypologyL_ConfGalZig_FlCYes_StrMix_SidesWide_MFMid,30,L,GalZig,Yes,Mix,Wide,Mid,36,0,19,17,0,0.53,0.47,4023.17,3633.95,0.9,25,424.1,5.59,0.59,11.662,11.162,0.5,6.404,4.811,0.312,0.768,0.512,5.258
H30_TypologyL_ConfGalZig_FlCYes_StrMix_SidesWide_MFFree,30,L,GalZig,Yes,Mix,Wide,Free,36,0,9,27,0,0.25,0.75,4023.17,3633.95,0.9,27,424.1,5.59,0.59,12.002,11.462,0.54,6.435,4.811,0.338,0.772,0.515,5.567
H30_TypologyL_ConfGalZig_FlCYes_StrMix_SidesMixed_MFMid,30,L,GalZig,Yes,Mix,Mixed,Mid,36,5,18,13,0.14,0.5,0.36,3723.69,3355.1,0.9,24,391.43,5.17,0.54,10.459,9.979,0.48,5.871,4.397,0.3,0.705,0.47,4.588
H30_TypologyL_ConfGalZig_FlCYes_StrMix_SidesMixed_MFFree,30,L,GalZig,Yes,Mix,Mixed,Free,36,5,13,18,0.14,0.36,0.5,3723.69,3355.1,0.9,25,391.43,5.17,0.54,10.629,10.129,0.5,5.887,4.397,0.312,0.706,0.471,4.742
H30_TypologyL_ConfGalZig_FlCNo_StrNarrow_SidesNarrow_MFMid,30,L,GalZig,No,Narrow,Narrow,Mid,45,25,20,0,0.56,0.44,0,3588.69,3204.58,0.89,22,391.54,4.98,0.54,8.857,8.417,0.44,5.516,4.138,0.275,0.662,0.441,3.34
H30_TypologyL_ConfGalZig_FlCNo_StrNarrow_SidesNarrow_MFFree,30,L,GalZig,No,Narrow,Narrow,Free,45,25,20,0,0.56,0.44,0,3588.69,3204.58,0.89,22,391.54,4.98,0.54,8.857,8.417,0.44,5.516,4.138,0.275,0.662,0.441,3.34
H30_TypologyL_ConfGalZig_FlCNo_StrNarrow_SidesWide_MFMid,30,L,GalZig,No,Narrow,Wide,Mid,36,0,28,8,0,0.78,0.22,3697.59,3327.39,0.9,24,391.54,5.14,0.54,10.245,9.765,0.48,5.806,4.345,0.3,0.697,0.465,4.439
H30_TypologyL_ConfGalZig_FlCNo_StrNarrow_SidesWide_MFFree,30,L,GalZig,No,Narrow,Wide,Free,36,0,18,18,0,0.5,0.5,3697.59,3327.39,0.9,26,391.54,5.14,0.54,10.585,10.065,0.52,5.838,4.345,0.325,0.701,0.467,4.747
H30_TypologyL_ConfGalZig_FlCNo_StrNarrow_SidesMixed_MFMid,30,L,GalZig,No,Narrow,Mixed,Mid,45,10,31,4,0.22,0.69,0.09,3997.07,3587.38,0.9,26,424.21,5.55,0.59,10.785,10.265,0.52,6.355,4.759,0.325,0.763,0.508,4.43
H30_TypologyL_ConfGalZig_FlCNo_StrNarrow_SidesMixed_MFFree,30,L,GalZig,No,Narrow,Mixed,Free,45,10,26,9,0.22,0.58,0.2,3997.07,3587.38,0.9,27,424.21,5.55,0.59,10.955,10.415,0.54,6.371,4.759,0.338,0.764,0.51,4.584
H30_TypologyL_ConfGalZig_FlCNo_StrWide_SidesNarrow_MFMid,30,L,GalZig,No,Wide,Narrow,Mid,36,10,18,8,0.28,0.5,0.22,3591.17,3222.37,0.9,22,391.79,4.99,0.54,9.54,9.1,0.44,5.516,4.138,0.275,0.662,0.441,4.024
H30_TypologyL_ConfGalZig_FlCNo_StrWide_SidesNarrow_MFFree,30,L,GalZig,No,Wide,Narrow,Free,36,10,8,18,0.28,0.22,0.5,3591.17,3222.37,0.9,24,391.79,4.99,0.54,9.88,9.4,0.48,5.548,4.138,0.3,0.666,0.444,4.333
H30_TypologyL_ConfGalZig_FlCNo_StrWide_SidesWide_MFMid,30,L,GalZig,No,Wide,Wide,Mid,27,0,10,17,0,0.37,0.63,3373.37,3041.57,0.9,20,359.12,4.69,0.5,9.546,9.146,0.4,5.162,3.88,0.25,0.619,0.413,4.384
H30_TypologyL_ConfGalZig_FlCNo_StrWide_SidesWide_MFFree,30,L,GalZig,No,Wide,Wide,Free,27,0,0,27,0,0,1,3373.37,3041.57,0.9,22,359.12,4.69,0.5,9.886,9.446,0.44,5.193,3.88,0.275,0.623,0.415,4.693
H30_TypologyL_ConfGalZig_FlCNo_StrWide_SidesMixed_MFMid,30,L,GalZig,No,Wide,Mixed,Mid,27,5,9,13,0.19,0.33,0.48,3073.89,2762.72,0.9,18,326.45,4.27,0.45,8.323,7.963,0.36,4.613,3.466,0.225,0.554,0.369,3.71
H30_TypologyL_ConfGalZig_FlCNo_StrWide_SidesMixed_MFFree,30,L,GalZig,No,Wide,Mixed,Free,27,5,4,18,0.19,0.15,0.67,3073.89,2762.72,0.9,19,326.45,4.27,0.45,8.493,8.113,0.38,4.629,3.466,0.238,0.555,0.37,3.864
H30_TypologyL_ConfGalZig_FlCNo_StrMix_SidesNarrow_MFMid,30,L,GalZig,No,Mix,Narrow,Mid,45,15,22,8,0.33,0.49,0.18,4185.84,3763.31,0.9,26,456.64,5.81,0.63,11.304,10.784,0.52,6.614,4.966,0.325,0.794,0.529,4.69
H30_TypologyL_ConfGalZig_FlCNo_StrMix_SidesNarrow_MFFree,30,L,GalZig,No,Mix,Narrow,Free,45,15,12,18,0.33,0.27,0.4,4185.84,3763.31,0.9,28,456.64,5.81,0.63,11.644,11.084,0.56,6.645,4.966,0.35,0.797,0.532,4.999
H30_TypologyL_ConfGalZig_FlCNo_StrMix_SidesWide_MFMid,30,L,GalZig,No,Mix,Wide,Mid,36,0,19,17,0,0.53,0.47,4022.49,3634.49,0.9,25,423.97,5.59,0.59,11.662,11.162,0.5,6.404,4.811,0.312,0.768,0.512,5.258
H30_TypologyL_ConfGalZig_FlCNo_StrMix_SidesWide_MFFree,30,L,GalZig,No,Mix,Wide,Free,36,0,9,27,0,0.25,0.75,4022.49,3634.49,0.9,27,423.97,5.59,0.59,12.002,11.462,0.54,6.435,4.811,0.338,0.772,0.515,5.567
H30_TypologyL_ConfGalZig_FlCNo_StrMix_SidesMixed_MFMid,30,L,GalZig,No,Mix,Mixed,Mid,36,5,18,13,0.14,0.5,0.36,3723.02,3355.64,0.9,24,391.3,5.17,0.54,10.459,9.979,0.48,5.871,4.397,0.3,0.705,0.47,4.588
H30_TypologyL_ConfGalZig_FlCNo_StrMix_SidesMixed_MFFree,30,L,GalZig,No,Mix,Mixed,Free,36,5,13,18,0.14,0.36,0.5,3723.02,3355.64,0.9,25,391.3,5.17,0.54,10.629,10.129,0.5,5.887,4.397,0.312,0.706,0.471,4.742
H45_TypologyI_ConfL_FlCYes_StrNarrow_SidesNarrow_MFMid,45,I,L,Yes,Narrow,Narrow,Mid,140,0,112,28,0,0.8,0.2,10781.1,9799.93,0.91,90,718.74,14.97,1,37.502,35.702,1.8,21.321,15.932,1.125,2.559,1.706,16.18
H45_TypologyI_ConfL_FlCYes_StrNarrow_SidesNarrow_MFFree,45,I,L,Yes,Narrow,Narrow,Free,140,0,112,28,0,0.8,0.2,10781.1,9799.93,0.91,90,718.74,14.97,1,37.502,35.702,1.8,21.321,15.932,1.125,2.559,1.706,16.18
H45_TypologyI_ConfL_FlCYes_StrNarrow_SidesWide_MFMid,45,I,L,Yes,Narrow,Wide,Mid,140,0,112,28,0,0.8,0.2,10781.1,9799.93,0.91,90,718.74,14.97,1,37.502,35.702,1.8,21.321,15.932,1.125,2.559,1.706,16.18
H45_TypologyI_ConfL_FlCYes_StrNarrow_SidesWide_MFFree,45,I,L,Yes,Narrow,Wide,Free,140,0,112,28,0,0.8,0.2,10781.1,9799.93,0.91,90,718.74,14.97,1,37.502,35.702,1.8,21.321,15.932,1.125,2.559,1.706,16.18
H45_TypologyI_ConfL_FlCYes_StrNarrow_SidesMixed_MFMid,45,I,L,Yes,Narrow,Mixed,Mid,126,0,98,28,0,0.78,0.22,9882.67,8982.2,0.91,82,658.84,13.73,0.92,34.206,32.566,1.64,19.386,14.484,1.025,2.326,1.551,14.82
H45_TypologyI_ConfL_FlCYes_StrNarrow_SidesMixed_MFFree,45,I,L,Yes,Narrow,Mixed,Free,126,0,98,28,0,0.78,0.22,9882.67,8982.2,0.91,82,658.84,13.73,0.92,34.206,32.566,1.64,19.386,14.484,1.025,2.326,1.551,14.82
H45_TypologyI_ConfL_FlCYes_StrWide_SidesNarrow_MFMid,45,I,L,Yes,Wide,Narrow,Mid,112,0,28,84,0,0.25,0.75,10781.1,9866.29,0.92,84,718.74,14.97,1,39.804,38.124,1.68,21.228,15.932,1.05,2.547,1.698,18.576
H45_TypologyI_ConfL_FlCYes_StrWide_SidesNarrow_MFFree,45,I,L,Yes,Wide,Narrow,Free,112,0,28,84,0,0.25,0.75,10781.1,9866.29,0.92,84,718.74,14.97,1,39.804,38.124,1.68,21.228,15.932,1.05,2.547,1.698,18.576
H45_TypologyI_ConfL_FlCYes_StrWide_SidesWide_MFMid,45,I,L,Yes,Wide,Wide,Mid,112,0,56,56,0,0.5,0.5,9882.67,9015.38,0.91,79,658.84,13.73,0.92,35.357,33.777,1.58,19.339,14.484,0.988,2.321,1.547,16.018
H45_TypologyI_ConfL_FlCYes_StrWide_SidesWide_MFFree,45,I,L,Yes,Wide,Wide,Free,112,0,56,56,0,0.5,0.5,9882.67,9015.38,0.91,79,658.84,13.73,0.92,35.357,33.777,1.58,19.339,14.484,0.988,2.321,1.547,16.018
H45_TypologyI_ConfL_FlCYes_StrWide_SidesMixed_MFMid,45,I,L,Yes,Wide,Mixed,Mid,98,0,42,56,0,0.43,0.57,8984.25,8197.66,0.91,70,598.95,12.48,0.83,32.042,30.642,1.4,17.388,13.035,0.875,2.087,1.391,14.654
H45_TypologyI_ConfL_FlCYes_StrWide_SidesMixed_MFFree,45,I,L,Yes,Wide,Mixed,Free,98,0,42,56,0,0.43,0.57,8984.25,8197.66,0.91,70,598.95,12.48,0.83,32.042,30.642,1.4,17.388,13.035,0.875,2.087,1.391,14.654
H45_TypologyI_ConfL_FlCYes_StrMix_SidesNarrow_MFMid,45,I,L,Yes,Mix,Narrow,Mid,112,0,56,56,0,0.5,0.5,9882.67,9015.38,0.91,79,658.84,13.73,0.92,35.357,33.777,1.58,19.339,14.484,0.988,2.321,1.547,16.018
