flyID,in:H,in:Typology,in:Conf,in:FlC,in:Str,in:Sides,in:MF,out:ApartmentCount,out:SocialCount,out:MidCount,out:FreeCount,out:SocialRatio,out:MidRatio,out:FreeRatio,out:TotalBVO,out:TotalGO,out:Efficiency,out:ParkingRequired,out:GroundFloorBVO,out:FSI,out:GSI,out:TotalPotentialRevenue,out:ResidentialPotentialRevenue,out:ParkingPotentialRevenue,out:TotalCost,out:ResidentialCost,out:ParkingCost,out:ProjectDevelopmentCost,out:UnforseenCost,out:ResidualValue
H45_TypologyI_ConfStep_FlCNo_StrMix_SidesNarrow_MFFree,45,I,Step,No,Mix,Narrow,Free,112,28,28,56,0.25,0.25,0.5,9044.14,8211.5,0.91,73,658.84,12.56,0.92,31.159,29.699,1.46,17.435,13.035,0.912,2.092,1.395,13.724
H45_TypologyI_ConfStep_FlCNo_StrMix_SidesWide_MFMid,45,I,Step,No,Mix,Wide,Mid,112,28,56,28,0.25,0.5,0.25,9044.14,8211.5,0.91,68,658.84,12.56,0.92,30.219,28.859,1.36,17.357,13.035,0.85,2.083,1.389,12.862
H45_TypologyI_ConfStep_FlCNo_StrMix_SidesWide_MFFree,45,I,Step,No,Mix,Wide,Free,112,28,28,56,0.25,0.25,0.5,9044.14,8211.5,0.91,73,658.84,12.56,0.92,31.159,29.699,1.46,17.435,13.035,0.912,2.092,1.395,13.724
H45_TypologyI_ConfStep_FlCNo_StrMix_SidesMixed_MFMid,45,I,Step,No,Mix,Mixed,Mid,126,35,63,28,0.28,0.5,0.22,9866.34,8956.46,0.91,75,718.74,13.7,1,33.029,31.529,1.5,19.095,14.339,0.938,2.291,1.528,13.933
H45_TypologyI_ConfStep_FlCNo_StrMix_SidesMixed_MFFree,45,I,Step,No,Mix,Mixed,Free,126,35,35,56,0.28,0.28,0.44,9866.34,8956.46,0.91,80,718.74,13.7,1,33.969,32.369,1.6,19.174,14.339,1,2.301,1.534,14.795
H45_TypologyI_ConfZig_FlCYes_StrNarrow_SidesNarrow_MFMid,45,I,Zig,Yes,Narrow,Narrow,Mid,140,56,70,14,0.4,0.5,0.1,9866.34,8926.75,0.9,76,718.74,13.7,1,31.971,30.451,1.52,19.111,14.339,0.95,2.293,1.529,12.86
H45_TypologyI_ConfZig_FlCYes_StrNarrow_SidesNarrow_MFFree,45,I,Zig,Yes,Narrow,Narrow,Free,140,56,56,28,0.4,0.4,0.2,9866.34,8926.75,0.9,79,718.74,13.7,1,32.451,30.871,1.58,19.158,14.339,0.988,2.299,1.533,13.293
H45_TypologyI_ConfZig_FlCYes_StrNarrow_SidesWide_MFMid,45,I,Zig,Yes,Narrow,Wide,Mid,140,56,70,14,0.4,0.5,0.1,9866.34,8926.75,0.9,76,718.74,13.7,1,31.971,30.451,1.52,19.111,14.339,0.95,2.293,1.529,12.86
H45_TypologyI_ConfZig_FlCYes_StrNarrow_SidesWide_MFFree,45,I,Zig,Yes,Narrow,Wide,Free,140,56,56,28,0.4,0.4,0.2,9866.34,8926.75,0.9,79,718.74,13.7,1,32.451,30.871,1.58,19.158,14.339,0.988,2.299,1.533,13.293
H45_TypologyI_ConfZig_FlCYes_StrNarrow_SidesMixed_MFMid,45,I,Zig,Yes,Narrow,Mixed,Mid,126,49,63,14,0.39,0.5,0.11,9044.14,8181.79,0.9,69,658.84,12.56,0.92,29.161,27.781,1.38,17.372,13.035,0.862,2.085,1.39,11.788
H45_TypologyI_ConfZig_FlCYes_StrNarrow_SidesMixed_MFFree,45,I,Zig,Yes,Narrow,Mixed,Free,126,49,49,28,0.39,0.39,0.22,9044.14,8181.79,0.9,72,658.84,12.56,0.92,29.641,28.201,1.44,17.419,13.035,0.9,2.09,1.394,12.221
H45_TypologyI_ConfZig_FlCYes_StrWide_SidesNarrow_MFMid,45,I,Zig,Yes,Wide,Narrow,Mid,112,14,56,42,0.12,0.5,0.38,9866.34,8986.18,0.91,73,718.74,13.7,1,34.067,32.607,1.46,19.064,14.339,0.912,2.288,1.525,15.003
H45_TypologyI_ConfZig_FlCYes_StrWide_SidesNarrow_MFFree,45,I,Zig,Yes,Wide,Narrow,Free,112,14,14,84,0.12,0.12,0.75,9866.34,8986.18,0.91,82,718.74,13.7,1,35.507,33.867,1.64,19.205,14.339,1.025,2.305,1.536,16.302
H45_TypologyI_ConfZig_FlCYes_StrWide_SidesWide_MFMid,45,I,Zig,Yes,Wide,Wide,Mid,112,28,56,28,0.25,0.5,0.25,9044.14,8211.5,0.91,68,658.84,12.56,0.92,30.219,28.859,1.36,17.357,13.035,0.85,2.083,1.389,12.862
H45_TypologyI_ConfZig_FlCYes_StrWide_SidesWide_MFFree,45,I,Zig,Yes,Wide,Wide,Free,112,28,28,56,0.25,0.25,0.5,9044.14,8211.5,0.91,73,658.84,12.56,0.92,31.159,29.699,1.46,17.435,13.035,0.912,2.092,1.395,13.724
H45_TypologyI_ConfZig_FlCYes_StrWide_SidesMixed_MFMid,45,I,Zig,Yes,Wide,Mixed,Mid,98,21,49,28,0.21,0.5,0.29,8221.95,7466.54,0.91,61,598.95,11.42,0.83,27.408,26.188,1.22,15.618,11.732,0.762,1.874,1.249,11.79
H45_TypologyI_ConfZig_FlCYes_StrWide_SidesMixed_MFFree,45,I,Zig,Yes,Wide,Mixed,Free,98,21,21,56,0.21,0.21,0.57,8221.95,7466.54,0.91,66,598.95,11.42,0.83,28.348,27.028,1.32,15.696,11.732,0.825,1.884,1.256,12.652
H45_TypologyI_ConfZig_FlCYes_StrMix_SidesNarrow_MFMid,45,I,Zig,Yes,Mix,Narrow,Mid,112,28,56,28,0.25,0.5,0.25,9044.14,8211.5,0.91,68,658.84,12.56,0.92,30.219,28.859,1.36,17.357,13.035,0.85,2.083,1.389,12.862
H45_TypologyI_ConfZig_FlCYes_StrMix_SidesNarrow_MFFree,45,I,Zig,Yes,Mix,Narrow,Free,112,28,28,56,0.25,0.25,0.5,9044.14,8211.5,0.91,73,658.84,12.56,0.92,31.159,29.699,1.46,17.435,13.035,0.912,2.092,1.395,13.724
H45_TypologyI_ConfZig_FlCYes_StrMix_SidesWide_MFMid,45,I,Zig,Yes,Mix,Wide,Mid,112,28,56,28,0.25,0.5,0.25,9044.14,8211.5,0.91,68,658.84,12.56,0.92,30.219,28.859,1.36,17.357,13.035,0.85,2.083,1.389,12.862
H45_TypologyI_ConfZig_FlCYes_StrMix_SidesWide_MFFree,45,I,Zig,Yes,Mix,Wide,Free,112,28,28,56,0.25,0.25,0.5,9044.14,8211.5,0.91,73,658.84,12.56,0.92,31.159,29.699,1.46,17.435,13.035,0.912,2.092,1.395,13.724
H45_TypologyI_ConfZig_FlCYes_StrMix_SidesMixed_MFMid,45,I,Zig,Yes,Mix,Mixed,Mid,126,35,63,28,0.28,0.5,0.22,9866.34,8956.46,0.91,75,718.74,13.7,1,33.029,31.529,1.5,19.095,14.339,0.938,2.291,1.528,13.933
H45_TypologyI_ConfZig_FlCYes_StrMix_SidesMixed_MFFree,45,I,Zig,Yes,Mix,Mixed,Free,126,35,35,56,0.28,0.28,0.44,9866.34,8956.46,0.91,80,718.74,13.7,1,33.969,32.369,1.6,19.174,14.339,1,2.301,1.534,14.795
H45_TypologyI_ConfZig_FlCNo_StrNarrow_SidesNarrow_MFMid,45,I,Zig,No,Narrow,Narrow,Mid,140,56,70,14,0.4,0.5,0.1,9866.34,8926.75,0.9,76,718.74,13.7,1,31.971,30.451,1.52,19.111,14.339,0.95,2.293,1.529,12.86
H45_TypologyI_ConfZig_FlCNo_StrNarrow_SidesNarrow_MFFree,45,I,Zig,No,Narrow,Narrow,Free,140,56,56,28,0.4,0.4,0.2,9866.34,8926.75,0.9,79,718.74,13.7,1,32.451,30.871,1.58,19.158,14.339,0.988,2.299,1.533,13.293
H45_TypologyI_ConfZig_FlCNo_StrNarrow_SidesWide_MFMid,45,I,Zig,No,Narrow,Wide,Mid,140,56,70,14,0.4,0.5,0.1,9866.34,8926.75,0.9,76,718.74,13.7,1,31.971,30.451,1.52,19.111,14.339,0.95,2.293,1.529,12.86
H45_TypologyI_ConfZig_FlCNo_StrNarrow_SidesWide_MFFree,45,I,Zig,No,Narrow,Wide,Free,140,56,56,28,0.4,0.4,0.2,9866.34,8926.75,0.9,79,718.74,13.7,1,32.451,30.871,1.58,19.158,14.339,0.988,2.299,1.533,13.293
H45_TypologyI_ConfZig_FlCNo_StrNarrow_SidesMixed_MFMid,45,I,Zig,No,Narrow,Mixed,Mid,126,49,63,14,0.39,0.5,0.11,9044.14,8181.79,0.9,69,658.84,12.56,0.92,29.161,27.781,1.38,17.372,13.035,0.862,2.085,1.39,11.788
H45_TypologyI_ConfZig_FlCNo_StrNarrow_SidesMixed_MFFree,45,I,Zig,No,Narrow,Mixed,Free,126,49,49,28,0.39,0.39,0.22,9044.14,8181.79,0.9,72,658.84,12.56,0.92,29.641,28.201,1.44,17.419,13.035,0.9,2.09,1.394,12.221
H45_TypologyI_ConfZig_FlCNo_StrWide_SidesNarrow_MFMid,45,I,Zig,No,Wide,Narrow,Mid,112,14,56,42,0.12,0.5,0.38,9866.34,8986.18,0.91,73,718.74,13.7,1,34.067,32.607,1.46,19.064,14.339,0.912,2.288,1.525,15.003
H45_TypologyI_ConfZig_FlCNo_StrWide_SidesNarrow_MFFree,45,I,Zig,No,Wide,Narrow,Free,112,14,14,84,0.12,0.12,0.75,9866.34,8986.18,0.91,82,718.74,13.7,1,35.507,33.867,1.64,19.205,14.339,1.025,2.305,1.536,16.302
H45_TypologyI_ConfZig_FlCNo_StrWide_SidesWide_MFMid,45,I,Zig,No,Wide,Wide,Mid,112,28,56,28,0.25,0.5,0.25,9044.14,8211.5,0.91,68,658.84,12.56,0.92,30.219,28.859,1.36,17.357,13.035,0.85,2.083,1.389,12.862
H45_TypologyI_ConfZig_FlCNo_StrWide_SidesWide_MFFree,45,I,Zig,No,Wide,Wide,Free,112,28,28,56,0.25,0.25,0.5,9044.14,8211.5,0.91,73,658.84,12.56,0.92,31.159,29.699,1.46,17.435,13.035,0.912,2.092,1.395,13.724
H45_TypologyI_ConfZig_FlCNo_StrWide_SidesMixed_MFMid,45,I,Zig,No,Wide,Mixed,Mid,98,21,49,28,0.21,0.5,0.29,8221.95,7466.54,0.91,61,598.95,11.42,0.83,27.408,26.188,1.22,15.618,11.732,0.762,1.874,1.249,11.79
H45_TypologyI_ConfZig_FlCNo_StrWide_SidesMixed_MFFree,45,I,Zig,No,Wide,Mixed,Free,98,21,21,56,0.21,0.21,0.57,8221.95,7466.54,0.91,66,598.95,11.42,0.83,28.348,27.028,1.32,15.696,11.732,0.825,1.884,1.256,12.652
H45_TypologyI_ConfZig_FlCNo_StrMix_SidesNarrow_MFMid,45,I,Zig,No,Mix,Narrow,Mid,112,28,56,28,0.25,0.5,0.25,9044.14,8211.5,0.91,68,658.84,12.56,0.92,30.219,28.859,1.36,17.357,13.035,0.85,2.083,1.389,12.862
H45_TypologyI_ConfZig_FlCNo_StrMix_SidesNarrow_MFFree,45,I,Zig,No,Mix,Narrow,Free,112,28,28,56,0.25,0.25,0.5,9044.14,8211.5,0.91,73,658.84,12.56,0.92,31.159,29.699,1.46,17.435,13.035,0.912,2.092,1.395,13.724
H45_TypologyI_ConfZig_FlCNo_StrMix_SidesWide_MFMid,45,I,Zig,No,Mix,Wide,Mid,112,28,56,28,0.25,0.5,0.25,9044.14,8211.5,0.91,68,658.84,12.56,0.92,30.219,28.859,1.36,17.357,13.035,0.85,2.083,1.389,12.862
H45_TypologyI_ConfZig_FlCNo_StrMix_SidesWide_MFFree,45,I,Zig,No,Mix,Wide,Free,112,28,28,56,0.25,0.25,0.5,9044.14,8211.5,0.91,73,658.84,12.56,0.92,31.159,29.699,1.46,17.435,13.035,0.912,2.092,1.395,13.724
H45_TypologyI_ConfZig_FlCNo_StrMix_SidesMixed_MFMid,45,I,Zig,No,Mix,Mixed,Mid,126,35,63,28,0.28,0.5,0.22,9866.34,8956.46,0.91,75,718.74,13.7,1,33.029,31.529,1.5,19.095,14.339,0.938,2.291,1.528,13.933
H45_TypologyI_ConfZig_FlCNo_StrMix_SidesMixed_MFFree,45,I,Zig,No,Mix,Mixed,Free,126,35,35,56,0.28,0.28,0.44,9866.34,8956.46,0.91,80,718.74,13.7,1,33.969,32.369,1.6,19.174,14.339,1,2.301,1.534,14.795
H45_TypologyI_ConfGalStep_FlCYes_StrNarrow_SidesNarrow_MFMid,45,I,GalStep,Yes,Narrow,Narrow,Mid,70,35,35,0,0.5,0.5,0,5423.22,4829.54,0.89,35,392.04,7.53,0.54,14.051,13.351,0.7,8.694,6.518,0.438,1.043,0.696,5.357
H45_TypologyI_ConfGalStep_FlCYes_StrNarrow_SidesNarrow_MFFree,45,I,GalStep,Yes,Narrow,Narrow,Free,70,35,35,0,0.5,0.5,0,5423.22,4829.54,0.89,35,392.04,7.53,0.54,14.051,13.351,0.7,8.694,6.518,0.438,1.043,0.696,5.357
H45_TypologyI_ConfGalStep_FlCYes_StrNarrow_SidesWide_MFMid,45,I,GalStep,Yes,Narrow,Wide,Mid,56,14,28,14,0.25,0.5,0.25,5423.22,4859.26,0.9,34,392.04,7.53,0.54,15.109,14.429,0.68,8.678,6.518,0.425,1.041,0.694,6.431
H45_TypologyI_ConfGalStep_FlCYes_StrNarrow_SidesWide_MFFree,45,I,GalStep,Yes,Narrow,Wide,Free,56,14,14,28,0.25,0.25,0.5,5423.22,4859.26,0.9,37,392.04,7.53,0.54,15.589,14.849,0.74,8.725,6.518,0.462,1.047,0.698,6.864
H45_TypologyI_ConfGalStep_FlCYes_StrNarrow_SidesMixed_MFMid,45,I,GalStep,Yes,Narrow,Mixed,Mid,56,21,28,7,0.38,0.5,0.12,4971.28,4438.67,0.89,31,359.37,6.9,0.5,13.175,12.555,0.62,7.817,5.866,0.388,0.938,0.625,5.358
H45_TypologyI_ConfGalStep_FlCYes_StrNarrow_SidesMixed_MFFree,45,I,GalStep,Yes,Narrow,Mixed,Free,56,21,21,14,0.38,0.38,0.25,4971.28,4438.67,0.89,33,359.37,6.9,0.5,13.425,12.765,0.66,7.848,5.866,0.412,0.942,0.628,5.577
H45_TypologyI_ConfGalStep_FlCYes_StrWide_SidesNarrow_MFMid,45,I,GalStep,Yes,Wide,Narrow,Mid,56,14,28,14,0.25,0.5,0.25,5423.22,4859.26,0.9,34,392.04,7.53,0.54,15.109,14.429,0.68,8.678,6.518,0.425,1.041,0.694,6.431
H45_TypologyI_ConfGalStep_FlCYes_StrWide_SidesNarrow_MFFree,45,I,GalStep,Yes,Wide,Narrow,Free,56,14,14,28,0.25,0.25,0.5,5423.22,4859.26,0.9,37,392.04,7.53,0.54,15.589,14.849,0.74,8.725,6.518,0.462,1.047,0.698,6.864
H45_TypologyI_ConfGalStep_FlCYes_StrWide_SidesWide_MFMid,45,I,GalStep,Yes,Wide,Wide,Mid,42,0,21,21,0,0.5,0.5,4971.28,4468.39,0.9,30,359.37,6.9,0.5,14.233,13.633,0.6,7.801,5.866,0.375,0.936,0.624,6.432
H45_TypologyI_ConfGalStep_FlCYes_StrWide_SidesWide_MFFree,45,I,GalStep,Yes,Wide,Wide,Free,42,0,0,42,0,0,1,4971.28,4468.39,0.9,34,359.37,6.9,0.5,14.943,14.263,0.68,7.864,5.866,0.425,0.944,0.629,7.08
H45_TypologyI_ConfGalStep_FlCYes_StrWide_SidesMixed_MFMid,45,I,GalStep,Yes,Wide,Mixed,Mid,42,7,21,14,0.17,0.5,0.33,4519.35,4047.8,0.9,27,326.7,6.28,0.45,12.299,11.759,0.54,6.94,5.214,0.338,0.833,0.555,5.36
H45_TypologyI_ConfGalStep_FlCYes_StrWide_SidesMixed_MFFree,45,I,GalStep,Yes,Wide,Mixed,Free,42,7,7,28,0.17,0.17,0.67,4519.35,4047.8,0.9,30,326.7,6.28,0.45,12.779,12.179,0.6,6.986,5.214,0.375,0.838,0.559,5.793
H45_TypologyI_ConfGalStep_FlCYes_StrMix_SidesNarrow_MFMid,45,I,GalStep,Yes,Mix,Narrow,Mid,56,21,28,7,0.38,0.5,0.12,4971.28,4438.67,0.89,31,359.37,6.9,0.5,13.175,12.555,0.62,7.817,5.866,0.388,0.938,0.625,5.358
H45_TypologyI_ConfGalStep_FlCYes_StrMix_SidesNarrow_MFFree,45,I,GalStep,Yes,Mix,Narrow,Free,56,21,21,14,0.38,0.38,0.25,4971.28,4438.67,0.89,33,359.37,6.9,0.5,13.425,12.765,0.66,7.848,5.866,0.412,0.942,0.628,5.577
H45_TypologyI_ConfGalStep_FlCYes_StrMix_SidesWide_MFMid,45,I,GalStep,Yes,Mix,Wide,Mid,42,0,21,21,0,0.5,0.5,4971.28,4468.39,0.9,30,359.37,6.9,0.5,14.233,13.633,0.6,7.801,5.866,0.375,0.936,0.624,6.432
H45_TypologyI_ConfGalStep_FlCYes_StrMix_SidesWide_MFFree,45,I,GalStep,Yes,Mix,Wide,Free,42,0,0,42,0,0,1,4971.28,4468.39,0.9,34,359.37,6.9,0.5,14.943,14.263,0.68,7.864,5.866,0.425,0.944,0.629,7.08
H45_TypologyI_ConfGalStep_FlCYes_StrMix_SidesMixed_MFMid,45,I,GalStep,Yes,Mix,Mixed,Mid,56,14,28,14,0.25,0.5,0.25,5423.22,4859.26,0.9,34,392.04,7.53,0.54,15.109,14.429,0.68,8.678,6.518,0.425,1.041,0.694,6.431
H45_TypologyI_ConfGalStep_FlCYes_StrMix_SidesMixed_MFFree,45,I,GalStep,Yes,Mix,Mixed,Free,56,14,14,28,0.25,0.25,0.5,5423.22,4859.26,0.9,37,392.04,7.53,0.54,15.589,14.849,0.74,8.725,6.518,0.462,1.047,0.698,6.864
H45_TypologyI_ConfGalStep_FlCNo_StrNarrow_SidesNarrow_MFMid,45,I,GalStep,No,Narrow,Narrow,Mid,70,35,35,0,0.5,0.5,0,5423.22,4829.54,0.89,35,392.04,7.53,0.54,14.051,13.351,0.7,8.694,6.518,0.438,1.043,0.696,5.357
H45_TypologyI_ConfGalStep_FlCNo_StrNarrow_SidesNarrow_MFFree,45,I,GalStep,No,Narrow,Narrow,Free,70,35,35,0,0.5,0.5,0,5423.22,4829.54,0.89,35,392.04,7.53,0.54,14.051,13.351,0.7,8.694,6.518,0.438,1.043,0.696,5.357
H45_TypologyI_ConfGalStep_FlCNo_StrNarrow_SidesWide_MFMid,45,I,GalStep,No,Narrow,Wide,Mid,56,14,28,14,0.25,0.5,0.25,5423.22,4859.26,0.9,34,392.04,7.53,0.54,15.109,14.429,0.68,8.678,6.518,0.425,1.041,0.694,6.431
H45_TypologyI_ConfGalStep_FlCNo_StrNarrow_SidesWide_MFFree,45,I,GalStep,No,Narrow,Wide,Free,56,14,14,28,0.25,0.25,0.5,5423.22,4859.26,0.9,37,392.04,7.53,0.54,15.589,14.849,0.74,8.725,6.518,0.462,1.047,0.698,6.864
H45_TypologyI_ConfGalStep_FlCNo_StrNarrow_SidesMixed_MFMid,45,I,GalStep,No,Narrow,Mixed,Mid,56,21,28,7,0.38,0.5,0.12,4971.28,4438.67,0.89,31,359.37,6.9,0.5,13.175,12.555,0.62,7.817,5.866,0.388,0.938,0.625,5.358
H45_TypologyI_ConfGalStep_FlCNo_StrNarrow_SidesMixed_MFFree,45,I,GalStep,No,Narrow,Mixed,Free,56,21,21,14,0.38,0.38,0.25,4971.28,4438.67,0.89,33,359.37,6.9,0.5,13.425,12.765,0.66,7.848,5.866,0.412,0.942,0.628,5.577
H45_TypologyI_ConfGalStep_FlCNo_StrWide_SidesNarrow_MFMid,45,I,GalStep,No,Wide,Narrow,Mid,56,14,28,14,0.25,0.5,0.25,5423.22,4859.26,0.9,34,392.04,7.53,0.54,15.109,14.429,0.68,8.678,6.518,0.425,1.041,0.694,6.431
H45_TypologyI_ConfGalStep_FlCNo_StrWide_SidesNarrow_MFFree,45,I,GalStep,No,Wide,Narrow,Free,56,14,14,28,0.25,0.25,0.5,5423.22,4859.26,0.9,37,392.04,7.53,0.54,15.589,14.849,0.74,8.725,6.518,0.462,1.047,0.698,6.864
H45_TypologyI_ConfGalStep_FlCNo_StrWide_SidesWide_MFMid,45,I,GalStep,No,Wide,Wide,Mid,42,0,21,21,0,0.5,0.5,4971.28,4468.39,0.9,30,359.37,6.9,0.5,14.233,13.633,0.6,7.801,5.866,0.375,0.936,0.624,6.432
H45_TypologyI_ConfGalStep_FlCNo_StrWide_SidesWide_MFFree,45,I,GalStep,No,Wide,Wide,Free,42,0,0,42,0,0,1,4971.28,4468.39,0.9,34,359.37,6.9,0.5,14.943,14.263,0.68,7.864,5.866,0.425,0.944,0.629,7.08
H45_TypologyI_ConfGalStep_FlCNo_StrWide_SidesMixed_MFMid,45,I,GalStep,No,Wide,Mixed,Mid,42,7,21,14,0.17,0.5,0.33,4519.35,4047.8,0.9,27,326.7,6.28,0.45,12.299,11.759,0.54,6.94,5.214,0.338,0.833,0.555,5.36
H45_TypologyI_ConfGalStep_FlCNo_StrWide_SidesMixed_MFFree,45,I,GalStep,No,Wide,Mixed,Free,42,7,7,28,0.17,0.17,0.67,4519.35,4047.8,0.9,30,326.7,6.28,0.45,12.779,12.179,0.6,6.986,5.214,0.375,0.838,0.559,5.793
H45_TypologyI_ConfGalStep_FlCNo_StrMix_SidesNarrow_MFMid,45,I,GalStep,No,Mix,Narrow,Mid,56,21,28,7,0.38,0.5,0.12,4971.28,4438.67,0.89,31,359.37,6.9,0.5,13.175,12.555,0.62,7.817,5.866,0.388,0.938,0.625,5.358
H45_TypologyI_ConfGalStep_FlCNo_StrMix_SidesNarrow_MFFree,45,I,GalStep,No,Mix,Narrow,Free,56,21,21,14,0.38,0.38,0.25,4971.28,4438.67,0.89,33,359.37,6.9,0.5,13.425,12.765,0.66,7.848,5.866,0.412,0.942,0.628,5.577
H45_TypologyI_ConfGalStep_FlCNo_StrMix_SidesWide_MFMid,45,I,GalStep,No,Mix,Wide,Mid,42,0,21,21,0,0.5,0.5,4971.28,4468.39,0.9,30,359.37,6.9,0.5,14.233,13.633,0.6,7.801,5.866,0.375,0.936,0.624,6.432
H45_TypologyI_ConfGalStep_FlCNo_StrMix_SidesWide_MFFree,45,I,GalStep,No,Mix,Wide,Free,42,0,0,42,0,0,1,4971.28,4468.39,0.9,34,359.37,6.9,0.5,14.943,14.263,0.68,7.864,5.866,0.425,0.944,0.629,7.08
H45_TypologyI_ConfGalStep_FlCNo_StrMix_SidesMixed_MFMid,45,I,GalStep,No,Mix,Mixed,Mid,56,14,28,14,0.25,0.5,0.25,5423.22,4859.26,0.9,34,392.04,7.53,0.54,15.109,14.429,0.68,8.678,6.518,0.425,1.041,0.694,6.431
H45_TypologyI_ConfGalStep_FlCNo_StrMix_SidesMixed_MFFree,45,I,GalStep,No,Mix,Mixed,Free,56,14,14,28,0.25,0.25,0.5,5423.22,4859.26,0.9,37,392.04,7.53,0.54,15.589,14.849,0.74,8.725,6.518,0.462,1.047,0.698,6.864
H45_TypologyI_ConfGalZig_FlCYes_StrNarrow_SidesNarrow_MFMid,45,I,GalZig,Yes,Narrow,Narrow,Mid,70,35,35,0,0.5,0.5,0,5423.22,4829.54,0.89,35,392.04,7.53,0.54,14.051,13.351,0.7,8.694,6.518,0.438,1.043,0.696,5.357
H45_TypologyI_ConfGalZig_FlCYes_StrNarrow_SidesNarrow_MFFree,45,I,GalZig,Yes,Narrow,Narrow,Free,70,35,35,0,0.5,0.5,0,5423.22,4829.54,0.89,35,392.04,7.53,0.54,14.051,13.351,0.7,8.694,6.518,0.438,1.043,0.696,5.357
H45_TypologyI_ConfGalZig_FlCYes_StrNarrow_SidesWide_MFMid,45,I,GalZig,Yes,Narrow,Wide,Mid,56,14,28,14,0.25,0.5,0.25,5423.22,4859.26,0.9,34,392.04,7.53,0.54,15.109,14.429,0.68,8.678,6.518,0.425,1.041,0.694,6.431
H45_TypologyI_ConfGalZig_FlCYes_StrNarrow_SidesWide_MFFree,45,I,GalZig,Yes,Narrow,Wide,Free,56,14,14,28,0.25,0.25,0.5,5423.22,4859.26,0.9,37,392.04,7.53,0.54,15.589,14.849,0.74,8.725,6.518,0.462,1.047,0.698,6.864
H45_TypologyI_ConfGalZig_FlCYes_StrNarrow_SidesMixed_MFMid,45,I,GalZig,Yes,Narrow,Mixed,Mid,56,21,28,7,0.38,0.5,0.12,4971.28,4438.67,0.89,31,359.37,6.9,0.5,13.175,12.555,0.62,7.817,5.866,0.388,0.938,0.625,5.358
H45_TypologyI_ConfGalZig_FlCYes_StrNarrow_SidesMixed_MFFree,45,I,GalZig,Yes,Narrow,Mixed,Free,56,21,21,14,0.38,0.38,0.25,4971.28,4438.67,0.89,33,359.37,6.9,0.5,13.425,12.765,0.66,7.848,5.866,0.412,0.942,0.628,5.577
H45_TypologyI_ConfGalZig_FlCYes_StrWide_SidesNarrow_MFMid,45,I,GalZig,Yes,Wide,Narrow,Mid,56,14,28,14,0.25,0.5,0.25,5423.22,4859.26,0.9,34,392.04,7.53,0.54,15.109,14.429,0.68,8.678,6.518,0.425,1.041,0.694,6.431
H45_TypologyI_ConfGalZig_FlCYes_StrWide_SidesNarrow_MFFree,45,I,GalZig,Yes,Wide,Narrow,Free,56,14,14,28,0.25,0.25,0.5,5423.22,4859.26,0.9,37,392.04,7.53,0.54,15.589,14.849,0.74,8.725,6.518,0.462,1.047,0.698,6.864
H45_TypologyI_ConfGalZig_FlCYes_StrWide_SidesWide_MFMid,45,I,GalZig,Yes,Wide,Wide,Mid,42,0,21,21,0,0.5,0.5,4971.28,4468.39,0.9,30,359.37,6.9,0.5,14.233,13.633,0.6,7.801,5.866,0.375,0.936,0.624,6.432
H45_TypologyI_ConfGalZig_FlCYes_StrWide_SidesWide_MFFree,45,I,GalZig,Yes,Wide,Wide,Free,42,0,0,42,0,0,1,4971.28,4468.39,0.9,34,359.37,6.9,0.5,14.943,14.263,0.68,7.864,5.866,0.425,0.944,0.629,7.08
H45_TypologyI_ConfGalZig_FlCYes_StrWide_SidesMixed_MFMid,45,I,GalZig,Yes,Wide,Mixed,Mid,42,7,21,14,0.17,0.5,0.33,4519.35,4047.8,0.9,27,326.7,6.28,0.45,12.299,11.759,0.54,6.94,5.214,0.338,0.833,0.555,5.36
H45_TypologyI_ConfGalZig_FlCYes_StrWide_SidesMixed_MFFree,45,I,GalZig,Yes,Wide,Mixed,Free,42,7,7,28,0.17,0.17,0.67,4519.35,4047.8,0.9,30,326.7,6.28,0.45,12.779,12.179,0.6,6.986,5.214,0.375,0.838,0.559,5.793
H45_TypologyI_ConfGalZig_FlCYes_StrMix_SidesNarrow_MFMid,45,I,GalZig,Yes,Mix,Narrow,Mid,56,21,28,7,0.38,0.5,0.12,4971.28,4438.67,0.89,31,359.37,6.9,0.5,13.175,12.555,0.62,7.817,5.866,0.388,0.938,0.625,5.358
H45_TypologyI_ConfGalZig_FlCYes_StrMix_SidesNarrow_MFFree,45,I,GalZig,Yes,Mix,Narrow,Free,56,21,21,14,0.38,0.38,0.25,4971.28,4438.67,0.89,33,359.37,6.9,0.5,13.425,12.765,0.66,7.848,5.866,0.412,0.942,0.628,5.577
H45_TypologyI_ConfGalZig_FlCYes_StrMix_SidesWide_MFMid,45,I,GalZig,Yes,Mix,Wide,Mid,42,0,21,21,0,0.5,0.5,4971.28,4468.39,0.9,30,359.37,6.9,0.5,14.233,13.633,0.6,7.801,5.866,0.375,0.936,0.624,6.432
H45_TypologyI_ConfGalZig_FlCYes_StrMix_SidesWide_MFFree,45,I,GalZig,Yes,Mix,Wide,Free,42,0,0,42,0,0,1,4971.28,4468.39,0.9,34,359.37,6.9,0.5,14.943,14.263,0.68,7.864,5.866,0.425,0.944,0.629,7.08
