flyID,in:roomHeight,in:roomWidth,in:roomDepth,in:winWidth,in:winBottom,in:winTop,in:obstruct,out:Norm,out:100lux,out:300lux,out:TotalArea,out:WinWidth,out:WinHeight
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom900_winTop2750_obstruct1670,2750,3000,5000,65,900,2750,1670,False,80.5,30.5,15,1950,1840
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom900_winTop2750_obstruct2000,2750,3000,5000,65,900,2750,2000,False,75,26.6,15,1950,1840
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom900_winTop2600_obstruct0,2750,3000,5000,65,900,2600,0,False,90.6,43.8,15,1950,1700
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom900_winTop2600_obstruct1000,2750,3000,5000,65,900,2600,1000,False,82.8,35.9,15,1950,1700
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom900_winTop2600_obstruct1330,2750,3000,5000,65,900,2600,1330,False,75.8,31.2,15,1950,1700
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom900_winTop2600_obstruct1670,2750,3000,5000,65,900,2600,1670,False,75.8,28.9,15,1950,1700
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom900_winTop2600_obstruct2000,2750,3000,5000,65,900,2600,2000,False,68.8,23.4,15,1950,1700
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom900_winTop2300_obstruct0,2750,3000,5000,65,900,2300,0,False,75,35.9,15,1950,1400
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom900_winTop2300_obstruct1000,2750,3000,5000,65,900,2300,1000,False,71.9,34.4,15,1950,1400
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom900_winTop2300_obstruct1330,2750,3000,5000,65,900,2300,1330,False,70.3,28.9,15,1950,1400
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom900_winTop2300_obstruct1670,2750,3000,5000,65,900,2300,1670,False,71.9,25,15,1950,1400
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom900_winTop2300_obstruct2000,2750,3000,5000,65,900,2300,2000,False,64.1,21.9,15,1950,1400
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom900_winTop2000_obstruct0,2750,3000,5000,65,900,2000,0,False,56.3,23.4,15,1950,1100
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom900_winTop2000_obstruct1000,2750,3000,5000,65,900,2000,1000,False,57,25,15,1950,1100
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom900_winTop2000_obstruct1330,2750,3000,5000,65,900,2000,1330,False,55.5,23.4,15,1950,1100
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom900_winTop2000_obstruct1670,2750,3000,5000,65,900,2000,1670,False,56.3,21.9,15,1950,1100
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom900_winTop2000_obstruct2000,2750,3000,5000,65,900,2000,2000,False,56.3,17.2,15,1950,1100
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom0_winTop2750_obstruct0,2750,3000,5000,65,0,2750,0,False,100,50,15,1950,2730
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom0_winTop2750_obstruct1000,2750,3000,5000,65,0,2750,1000,False,100,40.6,15,1950,2730
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom0_winTop2750_obstruct1330,2750,3000,5000,65,0,2750,1330,False,96.1,35.9,15,1950,2730
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom0_winTop2750_obstruct1670,2750,3000,5000,65,0,2750,1670,False,86.7,30.5,15,1950,2730
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom0_winTop2750_obstruct2000,2750,3000,5000,65,0,2750,2000,False,96.1,31.2,15,1950,2730
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom0_winTop2600_obstruct0,2750,3000,5000,65,0,2600,0,False,100,48.4,15,1950,2590
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom0_winTop2600_obstruct1000,2750,3000,5000,65,0,2600,1000,False,100,42.2,15,1950,2590
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom0_winTop2600_obstruct1330,2750,3000,5000,65,0,2600,1330,False,100,37.5,15,1950,2590
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom0_winTop2600_obstruct1670,2750,3000,5000,65,0,2600,1670,False,97.7,32.8,15,1950,2590
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom0_winTop2600_obstruct2000,2750,3000,5000,65,0,2600,2000,False,92.2,29.7,15,1950,2590
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom0_winTop2300_obstruct0,2750,3000,5000,65,0,2300,0,False,92.2,37.5,15,1950,2290
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom0_winTop2300_obstruct1000,2750,3000,5000,65,0,2300,1000,False,91.4,37.5,15,1950,2290
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom0_winTop2300_obstruct1330,2750,3000,5000,65,0,2300,1330,False,89.1,34.4,15,1950,2290
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom0_winTop2300_obstruct1670,2750,3000,5000,65,0,2300,1670,False,86.7,29.7,15,1950,2290
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom0_winTop2300_obstruct2000,2750,3000,5000,65,0,2300,2000,False,82.8,26.6,15,1950,2290
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom0_winTop2000_obstruct0,2750,3000,5000,65,0,2000,0,False,71.1,28.1,15,1950,1990
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom0_winTop2000_obstruct1000,2750,3000,5000,65,0,2000,1000,False,63.3,25,15,1950,1990
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom0_winTop2000_obstruct1330,2750,3000,5000,65,0,2000,1330,False,68.8,28.1,15,1950,1990
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom0_winTop2000_obstruct1670,2750,3000,5000,65,0,2000,1670,False,68.8,24.2,15,1950,1990
roomHeight2750_roomWidth3000_roomDepth5000_winWidth65_winBottom0_winTop2000_obstruct2000,2750,3000,5000,65,0,2000,2000,False,68.8,22.7,15,1950,1990
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom900_winTop2750_obstruct0,2750,3000,5000,50,900,2750,0,False,85.9,40.6,15,1500,1840
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom900_winTop2750_obstruct1000,2750,3000,5000,50,900,2750,1000,False,71.1,29.7,15,1500,1840
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom900_winTop2750_obstruct1330,2750,3000,5000,50,900,2750,1330,False,68.8,24.2,15,1500,1840
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom900_winTop2750_obstruct1670,2750,3000,5000,50,900,2750,1670,False,62.5,20.3,15,1500,1840
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom900_winTop2750_obstruct2000,2750,3000,5000,50,900,2750,2000,False,58.6,17.2,15,1500,1840
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom900_winTop2600_obstruct0,2750,3000,5000,50,900,2600,0,False,79.7,35.9,15,1500,1700
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom900_winTop2600_obstruct1000,2750,3000,5000,50,900,2600,1000,False,73.4,29.7,15,1500,1700
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom900_winTop2600_obstruct1330,2750,3000,5000,50,900,2600,1330,False,68,24.2,15,1500,1700
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom900_winTop2600_obstruct1670,2750,3000,5000,50,900,2600,1670,False,62.5,20.3,15,1500,1700
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom900_winTop2600_obstruct2000,2750,3000,5000,50,900,2600,2000,False,60.2,15.6,15,1500,1700
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom900_winTop2300_obstruct0,2750,3000,5000,50,900,2300,0,False,64.8,28.9,15,1500,1400
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom900_winTop2300_obstruct1000,2750,3000,5000,50,900,2300,1000,False,62.5,27.3,15,1500,1400
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom900_winTop2300_obstruct1330,2750,3000,5000,50,900,2300,1330,False,62.5,22.7,15,1500,1400
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom900_winTop2300_obstruct1670,2750,3000,5000,50,900,2300,1670,False,59.4,16.4,15,1500,1400
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom900_winTop2300_obstruct2000,2750,3000,5000,50,900,2300,2000,False,54.7,14.1,15,1500,1400
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom900_winTop2000_obstruct0,2750,3000,5000,50,900,2000,0,False,50,18.8,15,1500,1100
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom900_winTop2000_obstruct1000,2750,3000,5000,50,900,2000,1000,False,49.2,18.8,15,1500,1100
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom900_winTop2000_obstruct1330,2750,3000,5000,50,900,2000,1330,False,48.4,18.8,15,1500,1100
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom900_winTop2000_obstruct1670,2750,3000,5000,50,900,2000,1670,False,48.4,14.1,15,1500,1100
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom900_winTop2000_obstruct2000,2750,3000,5000,50,900,2000,2000,False,49.2,9.4,15,1500,1100
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom0_winTop2750_obstruct0,2750,3000,5000,50,0,2750,0,False,100,42.2,15,1500,2730
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom0_winTop2750_obstruct1000,2750,3000,5000,50,0,2750,1000,False,86.7,32.8,15,1500,2730
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom0_winTop2750_obstruct1330,2750,3000,5000,50,0,2750,1330,False,79.7,28.1,15,1500,2730
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom0_winTop2750_obstruct1670,2750,3000,5000,50,0,2750,1670,False,75.8,23.4,15,1500,2730
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom0_winTop2750_obstruct2000,2750,3000,5000,50,0,2750,2000,False,72.7,20.3,15,1500,2730
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom0_winTop2600_obstruct0,2750,3000,5000,50,0,2600,0,False,81.2,36.7,15,1500,2590
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom0_winTop2600_obstruct1000,2750,3000,5000,50,0,2600,1000,False,76.6,29.7,15,1500,2590
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom0_winTop2600_obstruct1330,2750,3000,5000,50,0,2600,1330,False,77.3,27.3,15,1500,2590
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom0_winTop2600_obstruct1670,2750,3000,5000,50,0,2600,1670,False,75,23.4,15,1500,2590
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom0_winTop2600_obstruct2000,2750,3000,5000,50,0,2600,2000,False,65.6,18,15,1500,2590
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom0_winTop2300_obstruct0,2750,3000,5000,50,0,2300,0,False,69.5,29.7,15,1500,2290
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom0_winTop2300_obstruct1000,2750,3000,5000,50,0,2300,1000,False,68.8,28.1,15,1500,2290
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom0_winTop2300_obstruct1330,2750,3000,5000,50,0,2300,1330,False,67.2,23.4,15,1500,2290
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom0_winTop2300_obstruct1670,2750,3000,5000,50,0,2300,1670,False,63.3,18.8,15,1500,2290
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom0_winTop2300_obstruct2000,2750,3000,5000,50,0,2300,2000,False,60.2,14.1,15,1500,2290
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom0_winTop2000_obstruct0,2750,3000,5000,50,0,2000,0,False,56.3,21.9,15,1500,1990
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom0_winTop2000_obstruct1000,2750,3000,5000,50,0,2000,1000,False,56.3,21.9,15,1500,1990
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom0_winTop2000_obstruct1330,2750,3000,5000,50,0,2000,1330,False,53.9,19.5,15,1500,1990
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom0_winTop2000_obstruct1670,2750,3000,5000,50,0,2000,1670,False,54.7,15.6,15,1500,1990
roomHeight2750_roomWidth3000_roomDepth5000_winWidth50_winBottom0_winTop2000_obstruct2000,2750,3000,5000,50,0,2000,2000,False,53.9,13.3,15,1500,1990
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom900_winTop2750_obstruct0,2750,3000,6000,90,900,2750,0,False,86.2,45,18,2700,1840
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom900_winTop2750_obstruct1000,2750,3000,6000,90,900,2750,1000,False,78.1,37.5,18,2700,1840
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom900_winTop2750_obstruct1330,2750,3000,6000,90,900,2750,1330,False,74.4,33.8,18,2700,1840
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom900_winTop2750_obstruct1670,2750,3000,6000,90,900,2750,1670,False,70,32.5,18,2700,1840
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom900_winTop2750_obstruct2000,2750,3000,6000,90,900,2750,2000,False,70.6,30.6,18,2700,1840
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom900_winTop2600_obstruct0,2750,3000,6000,90,900,2600,0,False,79.4,40.6,18,2700,1700
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom900_winTop2600_obstruct1000,2750,3000,6000,90,900,2600,1000,False,80,38.7,18,2700,1700
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom900_winTop2600_obstruct1330,2750,3000,6000,90,900,2600,1330,False,76.2,35,18,2700,1700
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom900_winTop2600_obstruct1670,2750,3000,6000,90,900,2600,1670,False,73.8,32.5,18,2700,1700
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom900_winTop2600_obstruct2000,2750,3000,6000,90,900,2600,2000,False,70,30,18,2700,1700
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom900_winTop2300_obstruct0,2750,3000,6000,90,900,2300,0,False,70,35,18,2700,1400
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom900_winTop2300_obstruct1000,2750,3000,6000,90,900,2300,1000,False,70,35,18,2700,1400
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom900_winTop2300_obstruct1330,2750,3000,6000,90,900,2300,1330,False,70,31.9,18,2700,1400
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom900_winTop2300_obstruct1670,2750,3000,6000,90,900,2300,1670,False,68.8,29.4,18,2700,1400
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom900_winTop2300_obstruct2000,2750,3000,6000,90,900,2300,2000,False,65,27.5,18,2700,1400
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom900_winTop2000_obstruct0,2750,3000,6000,90,900,2000,0,False,55,25,18,2700,1100
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom900_winTop2000_obstruct1000,2750,3000,6000,90,900,2000,1000,False,55,25,18,2700,1100
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom900_winTop2000_obstruct1330,2750,3000,6000,90,900,2000,1330,False,54.4,25,18,2700,1100
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom900_winTop2000_obstruct1670,2750,3000,6000,90,900,2000,1670,False,55,25,18,2700,1100
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom900_winTop2000_obstruct2000,2750,3000,6000,90,900,2000,2000,False,52.5,21.2,18,2700,1100
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom0_winTop2750_obstruct0,2750,3000,6000,90,0,2750,0,False,99.4,48.8,18,2700,2730
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom0_winTop2750_obstruct1000,2750,3000,6000,90,0,2750,1000,False,88.8,40,18,2700,2730
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom0_winTop2750_obstruct1330,2750,3000,6000,90,0,2750,1330,False,87.5,38.7,18,2700,2730
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom0_winTop2750_obstruct1670,2750,3000,6000,90,0,2750,1670,False,80,35,18,2700,2730
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom0_winTop2750_obstruct2000,2750,3000,6000,90,0,2750,2000,False,80.6,33.8,18,2700,2730
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom0_winTop2600_obstruct0,2750,3000,6000,90,0,2600,0,False,90,45,18,2700,2590
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom0_winTop2600_obstruct1000,2750,3000,6000,90,0,2600,1000,False,85,40,18,2700,2590
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom0_winTop2600_obstruct1330,2750,3000,6000,90,0,2600,1330,False,80,35,18,2700,2590
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom0_winTop2600_obstruct1670,2750,3000,6000,90,0,2600,1670,False,87.5,37.5,18,2700,2590
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom0_winTop2600_obstruct2000,2750,3000,6000,90,0,2600,2000,False,84.4,35,18,2700,2590
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom0_winTop2300_obstruct0,2750,3000,6000,90,0,2300,0,False,83.8,40,18,2700,2290
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom0_winTop2300_obstruct1000,2750,3000,6000,90,0,2300,1000,False,81.9,39.4,18,2700,2290
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom0_winTop2300_obstruct1330,2750,3000,6000,90,0,2300,1330,False,80,35.6,18,2700,2290
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom0_winTop2300_obstruct1670,2750,3000,6000,90,0,2300,1670,False,80,33.8,18,2700,2290
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom0_winTop2300_obstruct2000,2750,3000,6000,90,0,2300,2000,False,78.1,31.9,18,2700,2290
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom0_winTop2000_obstruct0,2750,3000,6000,90,0,2000,0,False,69.4,30,18,2700,1990
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom0_winTop2000_obstruct1000,2750,3000,6000,90,0,2000,1000,False,67.5,30,18,2700,1990
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom0_winTop2000_obstruct1330,2750,3000,6000,90,0,2000,1330,False,66.9,29.4,18,2700,1990
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom0_winTop2000_obstruct1670,2750,3000,6000,90,0,2000,1670,False,67.5,28.8,18,2700,1990
roomHeight2750_roomWidth3000_roomDepth6000_winWidth90_winBottom0_winTop2000_obstruct2000,2750,3000,6000,90,0,2000,2000,False,65,26.9,18,2700,1990
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom900_winTop2750_obstruct0,2750,3000,6000,80,900,2750,0,False,85,45,18,2400,1840
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom900_winTop2750_obstruct1000,2750,3000,6000,80,900,2750,1000,False,75,35,18,2400,1840
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom900_winTop2750_obstruct1330,2750,3000,6000,80,900,2750,1330,False,73.1,32.5,18,2400,1840
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom900_winTop2750_obstruct1670,2750,3000,6000,80,900,2750,1670,False,69.4,29.4,18,2400,1840
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom900_winTop2750_obstruct2000,2750,3000,6000,80,900,2750,2000,False,65.6,26.9,18,2400,1840
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom900_winTop2600_obstruct0,2750,3000,6000,80,900,2600,0,False,79.4,40,18,2400,1700
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom900_winTop2600_obstruct1000,2750,3000,6000,80,900,2600,1000,False,75,35,18,2400,1700
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom900_winTop2600_obstruct1330,2750,3000,6000,80,900,2600,1330,False,70.6,31.9,18,2400,1700
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom900_winTop2600_obstruct1670,2750,3000,6000,80,900,2600,1670,False,65,27.5,18,2400,1700
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom900_winTop2600_obstruct2000,2750,3000,6000,80,900,2600,2000,False,63.1,25.6,18,2400,1700
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom900_winTop2300_obstruct0,2750,3000,6000,80,900,2300,0,False,63.8,30.6,18,2400,1400
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom900_winTop2300_obstruct1000,2750,3000,6000,80,900,2300,1000,False,63.1,30,18,2400,1400
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom900_winTop2300_obstruct1330,2750,3000,6000,80,900,2300,1330,False,61.9,28.1,18,2400,1400
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom900_winTop2300_obstruct1670,2750,3000,6000,80,900,2300,1670,False,64.4,25.6,18,2400,1400
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom900_winTop2300_obstruct2000,2750,3000,6000,80,900,2300,2000,False,58.8,23.1,18,2400,1400
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom900_winTop2000_obstruct0,2750,3000,6000,80,900,2000,0,False,50,23.8,18,2400,1100
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom900_winTop2000_obstruct1000,2750,3000,6000,80,900,2000,1000,False,50.6,23.1,18,2400,1100
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom900_winTop2000_obstruct1330,2750,3000,6000,80,900,2000,1330,False,50,23.8,18,2400,1100
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom900_winTop2000_obstruct1670,2750,3000,6000,80,900,2000,1670,False,50,22.5,18,2400,1100
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom900_winTop2000_obstruct2000,2750,3000,6000,80,900,2000,2000,False,50,18.8,18,2400,1100
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom0_winTop2750_obstruct0,2750,3000,6000,80,0,2750,0,False,88.8,45,18,2400,2730
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom0_winTop2750_obstruct1000,2750,3000,6000,80,0,2750,1000,False,83.8,38.7,18,2400,2730
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom0_winTop2750_obstruct1330,2750,3000,6000,80,0,2750,1330,False,84.4,35,18,2400,2730
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom0_winTop2750_obstruct1670,2750,3000,6000,80,0,2750,1670,False,75,31.2,18,2400,2730
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom0_winTop2750_obstruct2000,2750,3000,6000,80,0,2750,2000,False,70,28.8,18,2400,2730
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom0_winTop2600_obstruct0,2750,3000,6000,80,0,2600,0,False,81.9,40,18,2400,2590
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom0_winTop2600_obstruct1000,2750,3000,6000,80,0,2600,1000,False,80,35,18,2400,2590
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom0_winTop2600_obstruct1330,2750,3000,6000,80,0,2600,1330,False,78.1,33.8,18,2400,2590
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom0_winTop2600_obstruct1670,2750,3000,6000,80,0,2600,1670,False,74.4,30,18,2400,2590
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom0_winTop2600_obstruct2000,2750,3000,6000,80,0,2600,2000,False,77.5,30,18,2400,2590
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom0_winTop2300_obstruct0,2750,3000,6000,80,0,2300,0,False,76.9,35,18,2400,2290
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom0_winTop2300_obstruct1000,2750,3000,6000,80,0,2300,1000,False,75,35,18,2400,2290
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom0_winTop2300_obstruct1330,2750,3000,6000,80,0,2300,1330,False,75,33.1,18,2400,2290
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom0_winTop2300_obstruct1670,2750,3000,6000,80,0,2300,1670,False,75,30,18,2400,2290
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom0_winTop2300_obstruct2000,2750,3000,6000,80,0,2300,2000,False,71.9,28.1,18,2400,2290
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom0_winTop2000_obstruct0,2750,3000,6000,80,0,2000,0,False,63.8,26.2,18,2400,1990
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom0_winTop2000_obstruct1000,2750,3000,6000,80,0,2000,1000,False,63.1,25.6,18,2400,1990
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom0_winTop2000_obstruct1330,2750,3000,6000,80,0,2000,1330,False,61.9,25.6,18,2400,1990
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom0_winTop2000_obstruct1670,2750,3000,6000,80,0,2000,1670,False,60.6,25,18,2400,1990
roomHeight2750_roomWidth3000_roomDepth6000_winWidth80_winBottom0_winTop2000_obstruct2000,2750,3000,6000,80,0,2000,2000,False,56.9,22.5,18,2400,1990
roomHeight2750_roomWidth3000_roomDepth6000_winWidth65_winBottom900_winTop2750_obstruct0,2750,3000,6000,65,900,2750,0,False,75,38.7,18,1950,1840
roomHeight2750_roomWidth3000_roomDepth6000_winWidth65_winBottom900_winTop2750_obstruct1000,2750,3000,6000,65,900,2750,1000,False,64.4,28.8,18,1950,1840
roomHeight2750_roomWidth3000_roomDepth6000_winWidth65_winBottom900_winTop2750_obstruct1330,2750,3000,6000,65,900,2750,1330,False,60,25.6,18,1950,1840
roomHeight2750_roomWidth3000_roomDepth6000_winWidth65_winBottom900_winTop2750_obstruct1670,2750,3000,6000,65,900,2750,1670,False,60,23.8,18,1950,1840
roomHeight2750_roomWidth3000_roomDepth6000_winWidth65_winBottom900_winTop2750_obstruct2000,2750,3000,6000,65,900,2750,2000,False,57.5,21.2,18,1950,1840
roomHeight2750_roomWidth3000_roomDepth6000_winWidth65_winBottom900_winTop2600_obstruct0,2750,3000,6000,65,900,2600,0,False,66.2,35,18,1950,1700
roomHeight2750_roomWidth3000_roomDepth6000_winWidth65_winBottom900_winTop2600_obstruct1000,2750,3000,6000,65,900,2600,1000,False,63.8,28.8,18,1950,1700
