flyID,in:SpanT1,in:SpanT2,in:RijwonenAandeelPlint,in:TypeWoningen,in:SociaalOplossing,in:Verdiepingen,in:Toren1AandeelPlint,in:Toren2AandeelPlint,out:grw,out:socgrw,out:midgrw,out:koopgrw,out:pp,out:socprc,out:midprc,out:koopprc,out:GO,out:GOsoc,out:GOmid,out:GOkoop,out:BVO,out:BVOsoc,out:BVOmid,out:BVOkoop,out:t1bon,out:t2bon,out:Soc49,out:Soc50,out:mid59,out:mid69,out:koop79,out:koop89,out:koop109,out:koop129,out:koop131,out:GGW3LAPP,out:GGW4LAPP,out:WoningenTotaal
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintHalf_TypeWoningenPortiekAppartementen_SociaalOplossingBeneden_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Vijf,Zes,Half,PortiekAppartementen,Beneden,Drie,half,wonen,11.1,0.9,3,7.2,225.9,28,33,38,16143,2832,4401,8910,23026,3953,6211,12862,1,0,59,0,12,59,0,16,30,33,0,1,0,210
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintHalf_TypeWoningenPortiekAppartementen_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Vijf,Zes,Half,PortiekAppartementen,Beneden,Vier,commercieel,commercieel,13.7,0.9,3.3,9.5,274,25,31,43,19661,3024,4842,11795,28087,4221,6834,17032,3,3,63,0,12,66,0,28,40,39,0,0,1,249
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintHalf_TypeWoningenPortiekAppartementen_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Vijf,Zes,Half,PortiekAppartementen,Beneden,Vier,commercieel,wonen,12.5,0.9,3,8.7,249.8,27,30,41,18049,3024,4350,10675,25773,4221,6140,15412,3,0,63,0,10,60,0,20,36,39,0,0,1,229
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintHalf_TypeWoningenPortiekAppartementen_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Vijf,Zes,Half,PortiekAppartementen,Beneden,Vier,half,commercieel,12.7,0.9,3.3,8.5,259.4,26,32,41,18471,3024,4842,10605,26365,4221,6834,15310,1,3,63,0,12,66,0,28,36,33,0,0,1,239
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintHalf_TypeWoningenPortiekAppartementen_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Vijf,Zes,Half,PortiekAppartementen,Beneden,Vier,half,wonen,11.5,0.9,3,7.6,235.3,28,31,39,16859,3024,4350,9485,24051,4221,6140,13690,1,0,63,0,10,60,0,20,32,33,0,0,1,219
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintHalf_TypeWoningenGalerijAppartementen_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Vijf,Zes,Half,GalerijAppartementen,Toren,Drie,commercieel,commercieel,11.6,1,3.5,7.1,262.9,23,35,40,17520,2856,5184,9480,25004,3962,7314,13728,3,3,14,42,18,66,36,0,48,12,0,0,0,236
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintHalf_TypeWoningenGalerijAppartementen_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Vijf,Zes,Half,GalerijAppartementen,Toren,Drie,commercieel,wonen,10.5,1,2.9,6.6,232.9,26,33,39,15895,2856,4314,8725,22675,3962,6086,12627,3,0,14,42,16,54,18,0,50,15,0,0,0,209
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintHalf_TypeWoningenGalerijAppartementen_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Vijf,Zes,Half,GalerijAppartementen,Toren,Drie,half,commercieel,10.6,1,3.5,6.1,248.3,24,37,38,16330,2856,5184,8290,23282,3962,7314,12006,1,3,14,42,18,66,36,0,44,6,0,0,0,226
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintHalf_TypeWoningenGalerijAppartementen_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Vijf,Zes,Half,GalerijAppartementen,Toren,Drie,half,wonen,9.8,0.8,3,6,221.8,24,36,39,14873,2448,4440,7985,21219,3396,6264,11559,1,0,12,36,16,56,24,0,46,9,0,0,0,199
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintHalf_TypeWoningenGalerijAppartementen_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Vijf,Zes,Half,GalerijAppartementen,Toren,Vier,commercieel,commercieel,12.4,1.1,3.7,7.5,283.3,25,35,39,19009,3264,5550,10195,27115,4528,7830,14757,3,3,16,48,20,70,30,0,62,9,0,0,0,255
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintHalf_TypeWoningenGalerijAppartementen_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Vijf,Zes,Half,GalerijAppartementen,Toren,Vier,commercieel,wonen,11.6,1,3.2,7.4,256.7,24,34,41,17552,2856,4806,9890,25052,3962,6780,14310,3,0,14,42,18,60,18,0,64,12,0,0,0,228
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintHalf_TypeWoningenGalerijAppartementen_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Vijf,Zes,Half,GalerijAppartementen,Toren,Vier,half,commercieel,11.6,1.1,3.4,7,267.4,26,33,39,17922,3264,5058,9600,25560,4528,7136,13896,1,3,16,48,18,64,30,0,60,6,0,0,0,242
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintHalf_TypeWoningenGalerijAppartementen_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Vijf,Zes,Half,GalerijAppartementen,Toren,Vier,half,wonen,10.6,1,3.2,6.4,242.2,25,35,38,16362,2856,4806,8700,23330,3962,6780,12588,1,0,14,42,18,60,18,0,60,6,0,0,0,218
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintHalf_TypeWoningenGalerijAppartementen_SociaalOplossingBeneden_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Vijf,Zes,Half,GalerijAppartementen,Beneden,Drie,commercieel,commercieel,13.2,1,3,9.2,263.7,27,30,42,19043,3120,4428,11495,27223,4348,6246,16629,3,3,52,12,18,54,0,8,54,39,0,0,0,237
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintHalf_TypeWoningenGalerijAppartementen_SociaalOplossingBeneden_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Vijf,Zes,Half,GalerijAppartementen,Beneden,Drie,commercieel,wonen,11.4,0.9,3,7.6,246.4,24,31,43,17200,2712,4428,10060,24578,3782,6246,14550,3,0,50,6,18,54,0,36,50,12,0,0,0,226
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintHalf_TypeWoningenGalerijAppartementen_SociaalOplossingBeneden_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Vijf,Zes,Half,GalerijAppartementen,Beneden,Drie,half,commercieel,12.4,0.9,3,8.6,250.8,24,32,43,18005,2712,4428,10865,25745,3782,6246,15717,1,3,50,6,18,54,0,12,52,33,0,0,0,225
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintHalf_TypeWoningenGalerijAppartementen_SociaalOplossingBeneden_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Vijf,Zes,Half,GalerijAppartementen,Beneden,Drie,half,wonen,11.3,0.9,2.7,7.8,226.7,27,31,41,16393,2712,3936,9745,23431,3782,5552,14097,1,0,50,6,16,48,0,4,48,33,0,0,0,205
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintHalf_TypeWoningenGalerijAppartementen_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Vijf,Zes,Half,GalerijAppartementen,Beneden,Vier,commercieel,commercieel,12.8,1,3.3,8.5,280.7,24,31,43,19505,3120,4920,11465,27869,4348,6940,16581,3,3,52,12,20,60,0,44,60,9,0,0,0,257
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintHalf_TypeWoningenGalerijAppartementen_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Vijf,Zes,Half,GalerijAppartementen,Beneden,Vier,commercieel,wonen,12,0.9,3,8.2,257.7,23,30,45,18080,2712,4428,10940,25850,3782,6246,15822,3,0,50,6,18,54,0,36,58,12,0,0,0,234
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintHalf_TypeWoningenGalerijAppartementen_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Vijf,Zes,Half,GalerijAppartementen,Beneden,Vier,half,commercieel,12.8,1,3,8.8,260.4,27,30,42,18733,3120,4428,11185,26773,4348,6246,16179,1,3,52,12,18,54,0,8,58,33,0,0,0,235
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintHalf_TypeWoningenGalerijAppartementen_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Vijf,Zes,Half,GalerijAppartementen,Beneden,Vier,half,wonen,11,0.9,3,7.2,243.1,25,32,42,16890,2712,4428,9750,24128,3782,6246,14100,1,0,50,6,18,54,0,36,54,6,0,0,0,224
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenGGW_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Vijf,Zes,Commercieel,GGW,Toren,Drie,commercieel,commercieel,10.8,0.9,3.1,6.8,219.9,27,36,35,15499,2760,4554,8185,22113,3842,6424,11847,3,3,38,18,18,56,6,0,26,39,0,0,0,201
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenGGW_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Vijf,Zes,Commercieel,GGW,Toren,Drie,commercieel,wonen,9.9,0.7,2.7,6.5,195.6,27,36,36,14023,2352,3936,7735,20021,3276,5552,11193,3,0,36,12,16,48,0,0,26,39,0,0,0,177
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenGGW_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Vijf,Zes,Commercieel,GGW,Toren,Drie,half,commercieel,9.9,0.9,2.8,6.2,206.4,29,35,35,14393,2760,4188,7445,20529,3842,5908,10779,1,3,38,18,16,52,12,0,22,33,0,0,0,191
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenGGW_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Vijf,Zes,Commercieel,GGW,Toren,Drie,half,wonen,8.9,0.7,2.7,5.5,181.1,28,38,32,12833,2352,3936,6545,18299,3276,5552,9471,1,0,36,12,16,48,0,0,22,33,0,0,0,167
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenGGW_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Vijf,Zes,Commercieel,GGW,Toren,Vier,commercieel,commercieel,11.3,1,3.2,7.2,233.5,29,35,35,16435,3120,4680,8635,23451,4348,6602,12501,3,3,52,12,18,58,12,0,26,39,0,0,0,217
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenGGW_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Vijf,Zes,Commercieel,GGW,Toren,Vier,commercieel,wonen,10.3,0.9,3,6.5,208.2,29,37,33,14875,2712,4428,7735,21221,3782,6246,11193,3,0,50,6,18,54,0,0,26,39,0,0,0,193
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenGGW_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Vijf,Zes,Commercieel,GGW,Toren,Vier,half,commercieel,10.6,0.9,3.2,6.5,222.3,27,37,35,15413,2712,4806,7895,21995,3782,6780,11433,1,3,50,6,18,60,18,0,22,33,0,0,0,207
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenGGW_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Vijf,Zes,Commercieel,GGW,Toren,Vier,half,wonen,9.4,0.9,2.7,5.8,194.6,30,36,33,13769,2712,4062,6995,19637,3782,5730,10125,1,0,50,6,16,50,6,0,22,33,0,0,0,183
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenGGW_SociaalOplossingBeneden_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Vijf,Zes,Commercieel,GGW,Beneden,Drie,commercieel,commercieel,11.7,1.5,3.3,6.9,250.8,38,32,28,17871,4656,4920,8295,25435,6492,6940,12003,3,3,84,12,20,60,0,4,28,39,0,0,0,247
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenGGW_SociaalOplossingBeneden_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Vijf,Zes,Commercieel,GGW,Beneden,Drie,commercieel,wonen,9.5,1.6,3,4.9,229.4,43,30,26,15792,5064,4428,6300,22418,7058,6246,9114,3,0,86,18,18,54,0,28,22,12,0,0,0,238
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenGGW_SociaalOplossingBeneden_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Vijf,Zes,Commercieel,GGW,Beneden,Drie,half,commercieel,10.5,1.6,3,5.9,233.8,43,30,25,16597,5064,4428,7105,23585,7058,6246,10281,1,3,86,18,18,54,0,4,24,33,0,0,0,237
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenGGW_SociaalOplossingBeneden_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Vijf,Zes,Commercieel,GGW,Beneden,Drie,half,wonen,8.5,1.6,3,3.9,214.8,45,31,22,14602,5064,4428,5110,20696,7058,6246,7392,1,0,86,18,18,54,0,28,18,6,0,0,0,228
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenGGW_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Vijf,Zes,Commercieel,GGW,Beneden,Vier,commercieel,commercieel,10.5,2,3.3,5.2,262.5,46,28,24,17985,6240,4920,6825,25509,8696,6940,9873,3,3,104,24,20,60,0,36,24,9,0,0,0,277
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenGGW_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Vijf,Zes,Commercieel,GGW,Beneden,Vier,commercieel,wonen,9.3,2,3.3,4,239.1,49,30,19,16305,6240,4920,5145,23079,8696,6940,7443,3,0,104,24,20,60,0,24,18,9,0,0,0,259
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenGGW_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Vijf,Zes,Commercieel,GGW,Beneden,Vier,half,commercieel,9.5,2,3.3,4.2,247.9,47,29,22,16795,6240,4920,5635,23787,8696,6940,8151,1,3,104,24,20,60,0,36,20,3,0,0,0,267
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenGGW_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Vijf,Zes,Commercieel,GGW,Beneden,Vier,half,wonen,8.1,2.1,3,3,221.6,54,29,16,15066,6648,4428,3990,21280,9262,6246,5772,1,0,106,30,18,54,0,20,14,6,0,0,0,248
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenPortiekAppartementen_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Vijf,Zes,Commercieel,PortiekAppartementen,Toren,Drie,commercieel,commercieel,11.6,1.1,3.2,7.3,240.6,29,34,36,16829,3216,4728,8885,23945,4468,6674,12803,3,3,28,36,10,66,12,0,26,39,0,2,0,219
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenPortiekAppartementen_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Vijf,Zes,Commercieel,PortiekAppartementen,Toren,Drie,commercieel,wonen,10.7,0.9,2.8,7,216.3,28,33,37,15353,2808,4110,8435,21853,3902,5802,12149,3,0,26,30,8,58,6,0,26,39,0,2,0,195
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenPortiekAppartementen_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Vijf,Zes,Commercieel,PortiekAppartementen,Toren,Drie,half,commercieel,10.9,0.9,3.3,6.7,229.5,26,37,35,15807,2808,4854,8145,22489,3902,6852,11735,1,3,26,30,10,68,18,0,22,33,0,2,0,209
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenPortiekAppartementen_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Vijf,Zes,Commercieel,PortiekAppartementen,Toren,Drie,half,wonen,9.7,0.9,2.8,6,201.8,30,35,34,14163,2808,4110,7245,20131,3902,5802,10427,1,0,26,30,8,58,6,0,22,33,0,2,0,185
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenPortiekAppartementen_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Vijf,Zes,Commercieel,PortiekAppartementen,Toren,Vier,commercieel,commercieel,12.8,1,3.7,8,267.6,26,36,37,18503,3192,5496,9815,26345,4438,7760,14147,3,3,34,30,8,80,24,0,26,39,0,0,2,243
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenPortiekAppartementen_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Vijf,Zes,Commercieel,PortiekAppartementen,Toren,Vier,commercieel,wonen,11.6,1,3.2,7.4,239.9,29,34,36,16859,3192,4752,8915,23987,4438,6710,12839,3,0,34,30,6,70,12,0,26,39,0,0,2,219
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenPortiekAppartementen_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Vijf,Zes,Commercieel,PortiekAppartementen,Toren,Vier,half,commercieel,11.9,1,3.5,7.4,254,27,35,37,17397,3192,5130,9075,24761,4438,7244,13079,1,3,34,30,6,76,30,0,22,33,0,0,2,233
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenPortiekAppartementen_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Vijf,Zes,Commercieel,PortiekAppartementen,Toren,Vier,half,wonen,10.6,1,3.2,6.4,225.3,30,36,33,15669,3192,4752,7725,22265,4438,6710,11117,1,0,34,30,6,70,12,0,22,33,0,0,2,209
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenPortiekAppartementen_SociaalOplossingBeneden_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Vijf,Zes,Commercieel,PortiekAppartementen,Beneden,Drie,commercieel,commercieel,12.6,1,3,8.6,251.8,27,30,41,18097,3048,4389,10660,25838,4251,6193,15394,3,3,57,6,14,57,0,20,36,39,0,1,0,230
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenPortiekAppartementen_SociaalOplossingBeneden_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Vijf,Zes,Commercieel,PortiekAppartementen,Beneden,Drie,commercieel,wonen,11.6,0.8,3,7.8,230.1,26,33,40,16569,2640,4389,9540,23652,3685,6193,13774,3,0,55,0,14,57,0,12,32,39,0,1,0,210
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenPortiekAppartementen_SociaalOplossingBeneden_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Vijf,Zes,Commercieel,PortiekAppartementen,Beneden,Drie,half,commercieel,11.8,0.8,3,8,238.9,25,32,42,17059,2640,4389,10030,24360,3685,6193,14482,1,3,55,0,14,57,0,24,34,33,0,1,0,218
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenPortiekAppartementen_SociaalOplossingBeneden_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Vijf,Zes,Commercieel,PortiekAppartementen,Beneden,Drie,half,wonen,10.7,0.8,2.6,7.2,214.8,27,31,40,15447,2640,3897,8910,22046,3685,5499,12862,1,0,55,0,12,51,0,16,30,33,0,1,0,198
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenPortiekAppartementen_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Vijf,Zes,Commercieel,PortiekAppartementen,Beneden,Vier,commercieel,commercieel,13.2,0.9,3.3,9.1,263.7,24,32,42,18897,2832,4830,11235,26991,3953,6816,16222,3,3,59,0,14,64,0,24,38,39,0,0,1,239
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenPortiekAppartementen_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Vijf,Zes,Commercieel,PortiekAppartementen,Beneden,Vier,commercieel,wonen,12.1,0.9,2.9,8.2,239.5,26,31,41,17285,2832,4338,10115,24677,3953,6122,14602,3,0,59,0,12,58,0,16,34,39,0,0,1,219
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenPortiekAppartementen_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Vijf,Zes,Commercieel,PortiekAppartementen,Beneden,Vier,half,commercieel,12.3,0.9,2.9,8.5,248.3,25,30,43,17775,2832,4338,10605,25385,3953,6122,15310,1,3,59,0,12,58,0,28,36,33,0,0,1,227
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenPortiekAppartementen_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Vijf,Zes,Commercieel,PortiekAppartementen,Beneden,Vier,half,wonen,11.1,0.9,2.9,7.2,225,28,33,38,16095,2832,4338,8925,22955,3953,6122,12880,1,0,59,0,12,58,0,16,30,33,0,0,1,209
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenGalerijAppartementen_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Vijf,Zes,Commercieel,GalerijAppartementen,Toren,Drie,commercieel,commercieel,11,1,3.5,6.5,251.6,24,36,38,16640,2856,5184,8600,23732,3962,7314,12456,3,3,14,42,18,66,36,0,40,12,0,0,0,228
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenGalerijAppartementen_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Vijf,Zes,Commercieel,GalerijAppartementen,Toren,Drie,commercieel,wonen,10.2,0.8,3,6.3,225.1,23,35,40,15183,2448,4440,8295,21669,3396,6264,12009,3,0,12,36,16,56,24,0,42,15,0,0,0,201
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenGalerijAppartementen_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Vijf,Zes,Commercieel,GalerijAppartementen,Toren,Drie,half,commercieel,10.1,1,3.2,6,235.8,26,35,38,15553,2856,4692,8005,22177,3962,6620,11595,1,3,14,42,16,60,36,0,38,9,0,0,0,215
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenGalerijAppartementen_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Vijf,Zes,Commercieel,GalerijAppartementen,Toren,Drie,half,wonen,9.2,0.8,3,5.3,210.5,25,37,37,13993,2448,4440,7105,19947,3396,6264,10287,1,0,12,36,16,56,24,0,38,9,0,0,0,191
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenGalerijAppartementen_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Vijf,Zes,Commercieel,GalerijAppartementen,Toren,Vier,commercieel,commercieel,11.9,1.1,3.4,7.4,270.7,26,33,40,18232,3264,5058,9910,26010,4528,7136,14346,3,3,16,48,18,64,30,0,56,12,0,0,0,244
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenGalerijAppartementen_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Vijf,Zes,Commercieel,GalerijAppartementen,Toren,Vier,commercieel,wonen,10.9,1,3.2,6.8,245.5,25,35,39,16672,2856,4806,9010,23780,3962,6780,13038,3,0,14,42,18,60,18,0,56,12,0,0,0,220
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenGalerijAppartementen_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Vijf,Zes,Commercieel,GalerijAppartementen,Toren,Vier,half,commercieel,11.2,1,3.5,6.8,259.6,23,35,40,17210,2856,5184,9170,24554,3962,7314,13278,1,3,14,42,18,66,36,0,52,6,0,0,0,234
SpanT1Vijf_SpanT2Zes_RijwonenAandeelPlintCommercieel_TypeWoningenGalerijAppartementen_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Vijf,Zes,Commercieel,GalerijAppartementen,Toren,Vier,half,wonen,10.1,1,2.9,6.3,229.6,27,33,39,15585,2856,4314,8415,22225,3962,6086,12177,1,0,14,42,16,54,18,0,54,9,0,0,0,207
