flyID,in:SpanT1,in:SpanT2,in:RijwonenAandeelPlint,in:TypeWoningen,in:SociaalOplossing,in:Verdiepingen,in:Toren1AandeelPlint,in:Toren2AandeelPlint,out:grw,out:socgrw,out:midgrw,out:koopgrw,out:pp,out:socprc,out:midprc,out:koopprc,out:GO,out:GOsoc,out:GOmid,out:GOkoop,out:BVO,out:BVOsoc,out:BVOmid,out:BVOkoop,out:t1bon,out:t2bon,out:Soc49,out:Soc50,out:mid59,out:mid69,out:koop79,out:koop89,out:koop109,out:koop129,out:koop131,out:GGW3LAPP,out:GGW4LAPP,out:WoningenTotaal
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintWonen_TypeWoningenPortiekAppartementen_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Zes,Acht,Wonen,PortiekAppartementen,Toren,Vier,half,commercieel,11.8,1.2,3.9,6.7,282.6,26,34,38,18488,3576,5772,9140,26298,4974,8152,13172,1,3,42,30,4,88,36,44,22,0,0,0,2,268
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintWonen_TypeWoningenPortiekAppartementen_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Zes,Acht,Wonen,PortiekAppartementen,Toren,Vier,half,wonen,10.5,1.2,3.7,5.7,253.8,29,35,35,16760,3576,5394,7790,23802,4974,7618,11210,1,0,42,30,4,82,18,44,22,0,0,0,2,244
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintWonen_TypeWoningenPortiekAppartementen_SociaalOplossingBeneden_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Zes,Acht,Wonen,PortiekAppartementen,Beneden,Drie,commercieel,commercieel,12.6,1.1,3.3,8.1,293.9,26,28,45,19522,3600,4917,11005,27879,5025,6941,15913,3,3,75,0,10,69,48,52,26,0,0,1,0,281
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintWonen_TypeWoningenPortiekAppartementen_SociaalOplossingBeneden_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Zes,Acht,Wonen,PortiekAppartementen,Beneden,Drie,commercieel,wonen,11.3,1.1,3.1,7.1,265.1,29,28,42,17794,3600,4539,9655,25383,5025,6407,13951,3,0,75,0,10,63,30,52,26,0,0,1,0,257
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintWonen_TypeWoningenPortiekAppartementen_SociaalOplossingBeneden_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Zes,Acht,Wonen,PortiekAppartementen,Beneden,Drie,half,commercieel,11.7,1.1,3.3,7.3,278.3,27,29,42,18402,3600,4917,9885,26259,5025,6941,14293,1,3,75,0,10,69,48,44,22,0,0,1,0,269
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintWonen_TypeWoningenPortiekAppartementen_SociaalOplossingBeneden_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Zes,Acht,Wonen,PortiekAppartementen,Beneden,Drie,half,wonen,10.3,1.3,2.7,6.3,247.1,33,26,39,16590,4008,4047,8535,23635,5591,5713,12331,1,0,77,6,8,57,30,44,22,0,0,1,0,245
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintWonen_TypeWoningenPortiekAppartementen_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Zes,Acht,Wonen,PortiekAppartementen,Beneden,Vier,commercieel,commercieel,13,1.2,3.4,8.4,305.1,27,27,45,20254,3792,4992,11470,28926,5293,7048,16585,3,3,79,0,8,72,54,52,26,0,0,0,1,292
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintWonen_TypeWoningenPortiekAppartementen_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Zes,Acht,Wonen,PortiekAppartementen,Beneden,Vier,commercieel,wonen,11.7,1.2,3.1,7.4,276.3,29,27,42,18526,3792,4614,10120,26430,5293,6514,14623,3,0,79,0,8,66,36,52,26,0,0,0,1,268
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintWonen_TypeWoningenPortiekAppartementen_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Zes,Acht,Wonen,PortiekAppartementen,Beneden,Vier,half,commercieel,12.2,1.2,3.4,7.6,289.5,28,28,43,19134,3792,4992,10350,27306,5293,7048,14965,1,3,79,0,8,72,54,44,22,0,0,0,1,280
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintWonen_TypeWoningenPortiekAppartementen_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Zes,Acht,Wonen,PortiekAppartementen,Beneden,Vier,half,wonen,10.6,1.3,3,6.3,257.3,33,28,37,17238,4200,4488,8550,24544,5859,6336,12349,1,0,81,6,8,64,30,44,22,0,0,0,1,256
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintWonen_TypeWoningenGalerijAppartementen_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Zes,Acht,Wonen,GalerijAppartementen,Toren,Drie,commercieel,commercieel,11.6,1.1,3.4,7.1,272.7,25,33,41,18092,3264,5058,9770,25806,4528,7136,14142,3,3,16,48,18,64,30,16,56,0,0,0,0,248
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintWonen_TypeWoningenGalerijAppartementen_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Zes,Acht,Wonen,GalerijAppartementen,Toren,Drie,commercieel,wonen,10.6,1,3.2,6.4,247.4,25,34,40,16532,2856,4806,8870,23576,3962,6780,12834,3,0,14,42,18,60,18,16,56,0,0,0,0,224
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintWonen_TypeWoningenGalerijAppartementen_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Zes,Acht,Wonen,GalerijAppartementen,Toren,Drie,half,commercieel,10.7,1.1,3.4,6.2,257.1,27,34,38,16972,3264,5058,8650,24186,4528,7136,12522,1,3,16,48,18,64,30,8,52,0,0,0,0,236
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintWonen_TypeWoningenGalerijAppartementen_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Zes,Acht,Wonen,GalerijAppartementen,Toren,Drie,half,wonen,9.8,1,2.9,6,231.1,26,33,40,15480,2856,4314,8310,22072,3962,6086,12024,1,0,14,42,16,54,18,12,54,0,0,0,0,210
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintWonen_TypeWoningenGalerijAppartementen_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Zes,Acht,Wonen,GalerijAppartementen,Toren,Vier,commercieel,commercieel,12.7,1.1,3.7,7.9,296,24,33,42,19784,3264,5550,10970,28234,4528,7830,15876,3,3,16,48,20,70,30,12,70,0,0,0,0,266
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintWonen_TypeWoningenGalerijAppartementen_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Zes,Acht,Wonen,GalerijAppartementen,Toren,Vier,commercieel,wonen,11.5,1.1,3.2,7.3,266.5,26,31,41,18124,3264,4680,10180,25854,4528,6602,14724,3,0,16,48,18,58,12,16,72,0,0,0,0,240
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintWonen_TypeWoningenGalerijAppartementen_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Zes,Acht,Wonen,GalerijAppartementen,Toren,Vier,half,commercieel,11.9,1.1,3.7,7.1,280.5,25,35,39,18664,3264,5550,9850,26614,4528,7830,14256,1,3,16,48,20,70,30,4,66,0,0,0,0,254
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintWonen_TypeWoningenGalerijAppartementen_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Zes,Acht,Wonen,GalerijAppartementen,Toren,Vier,half,wonen,10.7,1.1,3.2,6.5,251,28,33,38,17004,3264,4680,9060,24234,4528,6602,13104,1,0,16,48,18,58,12,8,68,0,0,0,0,228
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintWonen_TypeWoningenGalerijAppartementen_SociaalOplossingBeneden_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Zes,Acht,Wonen,GalerijAppartementen,Beneden,Drie,commercieel,commercieel,12.6,1.1,3,8.5,288.2,26,26,46,19640,3480,4440,11720,28080,4854,6264,16962,3,3,66,6,16,56,24,52,50,0,0,0,0,270
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintWonen_TypeWoningenGalerijAppartementen_SociaalOplossingBeneden_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Zes,Acht,Wonen,GalerijAppartementen,Beneden,Drie,commercieel,wonen,11.5,1.1,2.5,7.9,260.5,29,24,46,17996,3480,3696,10820,25722,4854,5214,15654,3,0,66,6,14,46,12,52,50,0,0,0,0,246
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintWonen_TypeWoningenGalerijAppartementen_SociaalOplossingBeneden_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Zes,Acht,Wonen,GalerijAppartementen,Beneden,Drie,half,commercieel,11.9,1.1,2.8,8.1,273.7,27,25,46,18604,3480,4074,11050,26598,4854,5748,15996,1,3,66,6,14,52,30,44,46,0,0,0,0,258
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintWonen_TypeWoningenGalerijAppartementen_SociaalOplossingBeneden_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Zes,Acht,Wonen,GalerijAppartementen,Beneden,Drie,half,wonen,10.9,1,2.6,7.4,248.4,27,26,46,17044,3072,3822,10150,24368,4288,5392,14688,1,0,64,0,14,48,18,44,46,0,0,0,0,234
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintWonen_TypeWoningenGalerijAppartementen_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Zes,Acht,Wonen,GalerijAppartementen,Beneden,Vier,commercieel,commercieel,13,1.2,2.9,8.8,296,28,25,46,20352,3888,4314,12150,29086,5420,6086,17580,3,3,68,12,16,54,18,52,58,0,0,0,0,278
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintWonen_TypeWoningenGalerijAppartementen_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Zes,Acht,Wonen,GalerijAppartementen,Beneden,Vier,commercieel,wonen,12,1.1,2.7,8.2,270.8,28,25,45,18792,3480,4062,11250,26856,4854,5730,16272,3,0,66,6,16,50,6,52,58,0,0,0,0,254
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintWonen_TypeWoningenGalerijAppartementen_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Zes,Acht,Wonen,GalerijAppartementen,Beneden,Vier,half,commercieel,12.4,1.1,3,8.3,283.9,27,27,45,19400,3480,4440,11480,27732,4854,6264,16614,1,3,66,6,16,56,24,44,54,0,0,0,0,266
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintWonen_TypeWoningenGalerijAppartementen_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Zes,Acht,Wonen,GalerijAppartementen,Beneden,Vier,half,wonen,11.3,1.1,2.5,7.7,256.2,29,24,45,17756,3480,3696,10580,25374,4854,5214,15306,1,0,66,6,14,46,12,44,54,0,0,0,0,242
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenGGW_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Zes,Acht,Half,GGW,Toren,Drie,commercieel,commercieel,10.8,1,4.1,5.7,263.8,25,39,35,17077,3168,6054,7855,23833,4408,8542,10883,3,3,40,24,20,78,54,12,6,0,0,17,0,251
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenGGW_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Zes,Acht,Half,GGW,Toren,Drie,commercieel,wonen,9.9,0.9,3.6,5.5,237.7,24,38,36,15585,2760,5310,7515,21719,3842,7492,10385,3,0,38,18,18,68,42,16,8,0,0,17,0,225
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenGGW_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Zes,Acht,Half,GGW,Toren,Drie,half,commercieel,10,1,3,6,231.2,29,32,37,15881,3168,4428,8285,22131,4408,6246,11477,1,3,40,24,18,54,0,44,22,0,0,17,0,219
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenGGW_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Zes,Acht,Half,GGW,Toren,Drie,half,wonen,9.2,0.9,3.3,5,221.4,26,36,36,14533,2760,4818,6955,20215,3842,6798,9575,1,0,38,18,16,62,42,12,6,0,0,17,0,211
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenGGW_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Zes,Acht,Half,GGW,Toren,Vier,commercieel,commercieel,11.4,1.1,3.3,7,262.2,29,32,38,18108,3528,4920,9660,25257,4914,6940,13403,3,3,54,18,20,60,0,52,26,0,0,0,17,247
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenGGW_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Zes,Acht,Half,GGW,Toren,Vier,commercieel,wonen,10.6,1,3.7,6,254.1,26,36,36,16776,3120,5436,8220,23363,4348,7670,11345,3,0,52,12,18,70,48,16,8,0,0,0,17,241
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenGGW_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Zes,Acht,Half,GGW,Toren,Vier,half,commercieel,10.9,1,3.4,6.5,250.1,27,34,37,17156,3120,5046,8990,23903,4348,7118,12437,1,3,52,12,20,62,6,44,22,0,0,0,17,235
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenGGW_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Zes,Acht,Half,GGW,Toren,Vier,half,wonen,9.8,1,3.7,5.1,238.6,27,38,33,15656,3120,5436,7100,21743,4348,7670,9725,1,0,52,12,18,70,48,8,4,0,0,0,17,229
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenGGW_SociaalOplossingBeneden_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Zes,Acht,Half,GGW,Beneden,Drie,commercieel,commercieel,11.5,1.1,2.6,7.8,262.4,29,25,45,18105,3528,3822,10755,25365,4914,5392,15059,3,3,54,18,14,48,18,52,26,0,0,17,0,247
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenGGW_SociaalOplossingBeneden_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Zes,Acht,Half,GGW,Beneden,Drie,commercieel,wonen,10.6,1,3,6.6,249.7,27,30,42,16657,3120,4452,9085,23289,4348,6282,12659,3,0,52,12,14,58,48,24,12,0,0,17,0,237
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenGGW_SociaalOplossingBeneden_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Zes,Acht,Half,GGW,Beneden,Drie,half,commercieel,11.1,1,2.4,7.6,251.3,27,24,48,17237,3120,3582,10535,24149,4348,5054,14747,1,3,52,12,12,46,30,44,22,0,0,17,0,235
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenGGW_SociaalOplossingBeneden_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Zes,Acht,Half,GGW,Beneden,Drie,half,wonen,9.8,1,2.2,6.6,222.6,30,24,45,15509,3120,3204,9185,21653,4348,4520,12785,1,0,52,12,12,40,12,44,22,0,0,17,0,211
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenGGW_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Zes,Acht,Half,GGW,Beneden,Vier,commercieel,commercieel,11.7,1.1,2.6,8,265.3,29,25,45,18360,3528,3822,11010,25671,4914,5392,15365,3,3,54,18,14,48,18,52,26,0,0,0,17,247
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenGGW_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Zes,Acht,Half,GGW,Beneden,Vier,commercieel,wonen,10.8,1,3,6.8,252.6,27,30,42,16912,3120,4452,9340,23595,4348,6282,12965,3,0,52,12,14,58,48,24,12,0,0,0,17,237
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenGGW_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Zes,Acht,Half,GGW,Beneden,Vier,half,commercieel,11.2,1,2.4,7.8,254.2,27,24,48,17492,3120,3582,10790,24455,4348,5054,15053,1,3,52,12,12,46,30,44,22,0,0,0,17,235
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenGGW_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Zes,Acht,Half,GGW,Beneden,Vier,half,wonen,10,1,2.2,6.8,225.4,30,24,45,15764,3120,3204,9440,21959,4348,4520,13091,1,0,52,12,12,40,12,44,22,0,0,0,17,211
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenPortiekAppartementen_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Zes,Acht,Half,PortiekAppartementen,Toren,Drie,commercieel,commercieel,10.8,1.1,3.6,6.2,258,27,34,37,17070,3408,5232,8430,24262,4736,7386,12140,3,3,32,36,10,74,12,52,26,0,0,2,0,244
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenPortiekAppartementen_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Zes,Acht,Half,PortiekAppartementen,Toren,Drie,commercieel,wonen,9.9,1,3.1,5.8,233.8,27,33,39,15594,3000,4614,7980,22170,4170,6514,11486,3,0,30,30,8,66,6,52,26,0,0,2,0,220
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenPortiekAppartementen_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Zes,Acht,Half,PortiekAppartementen,Toren,Drie,half,commercieel,10.1,1.1,3.3,5.7,243.5,29,33,37,16034,3408,4866,7760,22780,4736,6870,11174,1,3,32,36,8,70,18,44,22,0,0,2,0,232
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenPortiekAppartementen_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Zes,Acht,Half,PortiekAppartementen,Toren,Drie,half,wonen,9.2,1,2.9,5.3,219.2,28,32,38,14558,3000,4248,7310,20688,4170,5998,10520,1,0,30,30,6,62,12,44,22,0,0,2,0,208
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenPortiekAppartementen_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Zes,Acht,Half,PortiekAppartementen,Toren,Vier,commercieel,commercieel,11.8,1.2,3.7,6.9,282.6,28,32,38,18660,3792,5508,9360,26534,5272,7778,13484,3,3,40,36,6,82,24,52,26,0,0,0,2,268
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenPortiekAppartementen_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Zes,Acht,Half,PortiekAppartementen,Toren,Vier,commercieel,wonen,11,1.1,3.3,6.5,258.3,27,31,40,17184,3384,4890,8910,24442,4706,6906,12830,3,0,38,30,4,74,18,52,26,0,0,0,2,244
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenPortiekAppartementen_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Zes,Acht,Half,PortiekAppartementen,Toren,Vier,half,commercieel,11.3,1.1,3.8,6.4,270.5,26,35,38,17708,3384,5634,8690,25180,4706,7956,12518,1,3,38,30,6,84,30,44,22,0,0,0,2,256
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenPortiekAppartementen_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Zes,Acht,Half,PortiekAppartementen,Toren,Vier,half,wonen,10.1,1.1,3.3,5.7,242.8,29,33,37,16064,3384,4890,7790,22822,4706,6906,11210,1,0,38,30,4,74,18,44,22,0,0,0,2,232
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenPortiekAppartementen_SociaalOplossingBeneden_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Zes,Acht,Half,PortiekAppartementen,Beneden,Drie,commercieel,commercieel,11.8,1.2,2.9,7.8,277.9,28,26,45,18502,3648,4299,10555,26413,5085,6069,15259,3,3,63,12,8,61,42,52,26,0,0,1,0,265
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenPortiekAppartementen_SociaalOplossingBeneden_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Zes,Acht,Half,PortiekAppartementen,Beneden,Drie,commercieel,wonen,10.9,1,2.7,7.1,252.6,27,26,45,16942,3240,4047,9655,24183,4519,5713,13951,3,0,61,6,8,57,30,52,26,0,0,1,0,241
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenPortiekAppartementen_SociaalOplossingBeneden_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Zes,Acht,Half,PortiekAppartementen,Beneden,Drie,half,commercieel,11.3,1,3,7.3,265.8,26,28,45,17550,3240,4425,9885,25059,4519,6247,14293,1,3,61,6,8,63,48,44,22,0,0,1,0,253
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenPortiekAppartementen_SociaalOplossingBeneden_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Zes,Acht,Half,PortiekAppartementen,Beneden,Drie,half,wonen,10,1,2.7,6.3,237,29,28,42,15822,3240,4047,8535,22563,4519,5713,12331,1,0,61,6,8,57,30,44,22,0,0,1,0,229
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenPortiekAppartementen_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Zes,Acht,Half,PortiekAppartementen,Beneden,Vier,commercieel,commercieel,12.2,1.2,3.2,7.8,288.1,28,27,43,19150,3840,4740,10570,27322,5353,6692,15277,3,3,67,12,8,68,42,52,26,0,0,0,1,276
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenPortiekAppartementen_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Zes,Acht,Half,PortiekAppartementen,Beneden,Vier,commercieel,wonen,11.2,1.1,3,7.1,262.8,28,28,43,17590,3432,4488,9670,25092,4787,6336,13969,3,0,65,6,8,64,30,52,26,0,0,0,1,252
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenPortiekAppartementen_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Zes,Acht,Half,PortiekAppartementen,Beneden,Vier,half,commercieel,11.8,1.1,3.1,7.6,277,26,27,45,18282,3432,4500,10350,26106,4787,6354,14965,1,3,65,6,6,66,54,44,22,0,0,0,1,264
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenPortiekAppartementen_SociaalOplossingBeneden_VerdiepingenVier_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Zes,Acht,Half,PortiekAppartementen,Beneden,Vier,half,wonen,10.5,1.1,2.8,6.6,248.2,29,27,42,16554,3432,4122,9000,23610,4787,5820,13003,1,0,65,6,6,60,36,44,22,0,0,0,1,240
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenGalerijAppartementen_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Zes,Acht,Half,GalerijAppartementen,Toren,Drie,commercieel,commercieel,10.9,1.1,3.4,6.4,261.4,26,34,39,17212,3264,5058,8890,24534,4528,7136,12870,3,3,16,48,18,64,30,16,48,0,0,0,0,240
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenGalerijAppartementen_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlintcommercieel_Toren2AandeelPlintwonen,Zes,Acht,Half,GalerijAppartementen,Toren,Drie,commercieel,wonen,10,1,2.9,6.2,235.4,26,32,41,15720,2856,4314,8550,22420,3962,6086,12372,3,0,14,42,16,54,18,20,50,0,0,0,0,214
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenGalerijAppartementen_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintcommercieel,Zes,Acht,Half,GalerijAppartementen,Toren,Drie,half,commercieel,10.4,1,3.5,6,249.3,24,36,38,16260,2856,5184,8220,23180,3962,7314,11904,1,3,14,42,18,66,36,8,44,0,0,0,0,228
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenGalerijAppartementen_SociaalOplossingToren_VerdiepingenDrie_Toren1AandeelPlinthalf_Toren2AandeelPlintwonen,Zes,Acht,Half,GalerijAppartementen,Toren,Drie,half,wonen,9.2,1,2.9,5.4,219.8,27,34,37,14600,2856,4314,7430,20800,3962,6086,10752,1,0,14,42,16,54,18,12,46,0,0,0,0,202
SpanT1Zes_SpanT2Acht_RijwonenAandeelPlintHalf_TypeWoningenGalerijAppartementen_SociaalOplossingToren_VerdiepingenVier_Toren1AandeelPlintcommercieel_Toren2AandeelPlintcommercieel,Zes,Acht,Half,GalerijAppartementen,Toren,Vier,commercieel,commercieel,12.1,1.1,3.7,7.3,284.8,24,34,40,18904,3264,5550,10090,26962,4528,7830,14604,3,3,16,48,20,70,30,12,62,0,0,0,0,258
