flyID;in:A2;in:B2;in:B4;in:TA2high;in:TA2low;in:A1;in:TB1;in:TB3;out:OutTotalOpbrengstenConv;out:OutprofitpercConv;out:OutprofitpercbarsetPlus1;out:OutTotalOpbrengstenbarsetPlus1;out:OutTotalOpbrengstenbarset;out:Outprofitpercbarset;out:OutTotalOpbrengstenbarsetMinus1;out:OutprofitpercbarsetMinus1;out:TotalKosten;out:bouwkosten;out:TotalAptAmount;out:TotalBVOCommercial;out:TotalBVOCarStorage;out:TotalGOSocialSpaces;out:TotalBVOBikeStorage;out:TotalBVOwonen;out:TotalBVOinclloggia;out:TotalBVOexclloggia;out:BVOloggia;out:TotalGO;out:GOBVOratio;out:SStudentperc;out:S2kamerperc;out:S3kamerperc;out:M2kamerperc;out:M3kamerperc;out:M2kamerhperc;out:M3kamerhperc;out:M4kamerhperc;out:V3kamerkperc;out:V4kamerkperc;out:VGGBkperc;out:SStudioperc;out:V5kamerkperc;out:socialperc;out:midperc;out:vrijperc;out:AvgGOSStudent;out:AvgGOS2kamer;out:AvgGOS3kamer;out:AvgGOM2kamer;out:AvgGOM3kamer;out:AvgGOM2kamerh;out:AvgGOM3kamerh;out:AvgGOM4kamerh;out:AvgGOV3kamerk;out:AvgGOV4kamerk;out:AvgGOVGGBk;out:AvgGOSStudio;out:AvgGOV5kamerk;out:socialAvgGO;out:midAvgGO;out:vrijAvgGO;out:parkingsurplus;out:parkingavailable;out:parkingrequired;out:TotalBVOCarParkingSurplus;out:fietssurplus;out:fietsavailable;out:fietsrequired
A254SMh_B275MVh_B4375Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;54SMh;75MVh;375Social;p2Vrijk;p2Vrijk;p1Vrijk;Mh;MVh;149.2;-8;-87;20.6;20.6;-87;21.5;-87;161.5;102.4;596;4514;15317;271;2060;48275;50618;47439;3179;33654;0.7;9.2;2;0.7;12.9;0.7;8.6;13.1;14.3;5.4;7.7;2.7;13.8;9.1;17;49;34;23;43;64;42;49;50;56;64;67;78;157;27;100;28;53;94;47.6;394;346.4;3193;261;1931;1670
A254SMh_B275MVh_B4375Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;54SMh;75MVh;375Social;p2Vrijk;p2Vrijk;p2Vrijk;Mh;Mh;150.5;-7;-87;20.7;20.6;-87;21.6;-87;162.7;103.3;600;4514;15317;271;2060;48818;51161;47942;3219;34088;0.7;9.2;2;0.7;12.8;0.7;8.5;13;17.3;1.5;9;2.7;13.7;9;17;52;31;23;43;64;42;49;50;56;64;66;78;157;27;102;28;54;98;44.4;394;349.6;3081;237;1931;1694
A254SMh_B275MVh_B4375Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;54SMh;75MVh;375Social;p2Vrijk;p2Vrijk;p2Vrijk;Mh;MVh;151.1;-7;-87;20.7;20.6;-87;21.6;-87;162.9;103.5;600;4514;15317;271;2060;48818;51161;47942;3219;34088;0.7;9.2;2;0.7;12.8;0.7;8.5;13;14.2;4.7;9;2.7;13.7;9;17;49;34;23;43;64;42;49;50;56;64;67;78;157;27;102;28;53;95;44.4;394;349.6;3081;237;1931;1694
A254SMh_B275MVh_B454Social_TA2highp1Vrijk_TA2lowp1Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;54SMh;75MVh;54Social;p1Vrijk;p1Vrijk;p1Vrijk;Mh;Mh;148;-10;-87;21.5;21.6;-87;22.4;-86;163.9;104.2;603;4514;15317;271;2060;48463;50806;47407;3399;33487;0.69;1.2;7.3;1.3;12.8;0.7;8.5;12.9;17.2;15.3;7.6;2.7;11.3;1.3;20;52;28;21;36;61;42;49;50;56;64;57;75;157;31;116;35;54;76;9.2;394;384.8;1849;309;1957;1648
A254SMh_B275MVh_B454Social_TA2highp1Vrijk_TA2lowp1Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;54SMh;75MVh;54Social;p1Vrijk;p1Vrijk;p1Vrijk;Mh;MVh;148.6;-9;-87;21.5;21.6;-87;22.4;-86;164.1;104.4;603;4514;15317;271;2060;48463;50806;47407;3399;33487;0.69;1.2;7.3;1.3;12.8;0.7;8.5;12.9;14.1;18.4;7.6;2.7;11.3;1.3;20;49;31;21;36;61;42;49;50;56;64;59;75;157;31;116;35;53;75;9.2;394;384.8;1849;309;1957;1648
A254SMh_B275MVh_B454Social_TA2highp1Vrijk_TA2lowp1Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;54SMh;75MVh;54Social;p1Vrijk;p1Vrijk;p2Vrijk;Mh;Mh;149.9;-9;-87;21.6;21.6;-87;22.5;-86;165.3;105.3;607;4514;15317;271;2060;49008;51351;47912;3439;33920;0.69;1.2;7.2;1.3;12.7;0.7;8.4;12.9;17.1;14.5;8.9;2.6;11.2;1.3;20;52;28;21;36;61;42;49;50;56;64;57;75;157;31;128;35;54;78;6.8;394;387.2;1765;285;1957;1672
A254SMh_B275MVh_B454Social_TA2highp1Vrijk_TA2lowp1Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;54SMh;75MVh;54Social;p1Vrijk;p1Vrijk;p2Vrijk;Mh;MVh;150.4;-9;-87;21.6;21.6;-87;22.5;-86;165.5;105.4;607;4514;15317;271;2060;49008;51351;47912;3439;33920;0.69;1.2;7.2;1.3;12.7;0.7;8.4;12.9;14;17.6;8.9;2.6;11.2;1.3;20;49;31;21;36;61;42;49;50;56;64;59;75;157;31;128;35;53;77;6.8;394;387.2;1765;285;1957;1672
A254SMh_B275MVh_B454Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;54SMh;75MVh;54Social;p1Vrijk;p2Vrijk;p1Vrijk;Mh;Mh;148.3;-9;-87;21.4;21.6;-87;22.3;-86;163.6;104;596;4514;15317;271;2060;48466;50809;47438;3371;33542;0.69;1.2;7.4;1.3;12.9;0.7;8.6;13.1;17.4;13.1;7.7;2.7;11.4;2.5;19;53;28;21;36;61;42;49;50;56;64;60;76;157;31;105;35;54;81;11.6;394;382.4;1933;309;1957;1648
A254SMh_B275MVh_B454Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;54SMh;75MVh;54Social;p1Vrijk;p2Vrijk;p1Vrijk;Mh;MVh;148.8;-9;-87;21.4;21.6;-87;22.3;-86;163.9;104.2;596;4514;15317;271;2060;48466;50809;47438;3371;33542;0.69;1.2;7.4;1.3;12.9;0.7;8.6;13.1;14.3;16.3;7.7;2.7;11.4;2.5;20;49;31;21;36;61;42;49;50;56;64;61;76;157;31;105;35;53;79;11.6;394;382.4;1933;309;1957;1648
A254SMh_B275MVh_B454Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;54SMh;75MVh;54Social;p1Vrijk;p2Vrijk;p2Vrijk;Mh;Mh;150.2;-9;-87;21.5;21.6;-87;22.4;-86;165.1;105.1;600;4514;15317;271;2060;49017;51360;47949;3411;33975;0.69;1.2;7.3;1.3;12.8;0.7;8.5;13;17.3;12.3;9;2.7;11.3;2.5;19;52;29;21;36;61;42;49;50;56;64;59;76;157;31;112;35;54;82;9.2;394;384.8;1849;285;1957;1672
A254SMh_B275MVh_B454Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;54SMh;75MVh;54Social;p1Vrijk;p2Vrijk;p2Vrijk;Mh;MVh;150.7;-9;-87;21.5;21.6;-87;22.4;-86;165.3;105.3;600;4514;15317;271;2060;49017;51360;47949;3411;33975;0.69;1.2;7.3;1.3;12.8;0.7;8.5;13;14.2;15.5;9;2.7;11.3;2.5;19;49;32;21;36;61;42;49;50;56;64;61;76;157;31;112;35;53;81;9.2;394;384.8;1849;285;1957;1672
A254SMh_B275MVh_B454Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;54SMh;75MVh;54Social;p1Vrijk;p2Vrijk;p1Vrijk;Mh;Mh;148.3;-9;-87;21.4;21.6;-87;22.3;-86;163.6;104;596;4514;15317;271;2060;48466;50809;47438;3371;33542;0.69;1.2;7.4;1.3;12.9;0.7;8.6;13.1;17.4;13.1;7.7;2.7;11.4;2.5;19;53;28;21;36;61;42;49;50;56;64;60;76;157;31;105;35;54;81;11.6;394;382.4;1933;309;1957;1648
A254SMh_B275MVh_B454Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;54SMh;75MVh;54Social;p1Vrijk;p2Vrijk;p1Vrijk;Mh;MVh;148.8;-9;-87;21.4;21.6;-87;22.3;-86;163.9;104.2;596;4514;15317;271;2060;48466;50809;47438;3371;33542;0.69;1.2;7.4;1.3;12.9;0.7;8.6;13.1;14.3;16.3;7.7;2.7;11.4;2.5;20;49;31;21;36;61;42;49;50;56;64;61;76;157;31;105;35;53;79;11.6;394;382.4;1933;309;1957;1648
A254SMh_B275MVh_B454Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;54SMh;75MVh;54Social;p1Vrijk;p2Vrijk;p2Vrijk;Mh;Mh;150.2;-9;-87;21.5;21.6;-87;22.4;-86;165.1;105.1;600;4514;15317;271;2060;49017;51360;47949;3411;33975;0.69;1.2;7.3;1.3;12.8;0.7;8.5;13;17.3;12.3;9;2.7;11.3;2.5;19;52;29;21;36;61;42;49;50;56;64;59;76;157;31;112;35;54;82;9.2;394;384.8;1849;285;1957;1672
A254SMh_B275MVh_B454Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;54SMh;75MVh;54Social;p1Vrijk;p2Vrijk;p2Vrijk;Mh;MVh;150.7;-9;-87;21.5;21.6;-87;22.4;-86;165.3;105.3;600;4514;15317;271;2060;49017;51360;47949;3411;33975;0.69;1.2;7.3;1.3;12.8;0.7;8.5;13;14.2;15.5;9;2.7;11.3;2.5;19;49;32;21;36;61;42;49;50;56;64;61;76;157;31;112;35;53;81;9.2;394;384.8;1849;285;1957;1672
A254SMh_B275MVh_B454Social_TA2highp2Vrijk_TA2lowp1Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;54SMh;75MVh;54Social;p2Vrijk;p1Vrijk;p1Vrijk;Mh;Mh;149.1;-9;-87;21.3;21.6;-87;22.1;-86;163.1;103.6;577;4514;15317;271;2060;48502;50845;47524;3321;33649;0.69;1.2;7.6;1.4;13.3;0.7;8.8;13.5;18;4.7;8;2.8;11.8;8.1;15;54;31;21;36;61;42;49;50;56;64;56;78;157;31;101;35;54;93;14.8;394;379.2;2045;335;1957;1622
A254SMh_B275MVh_B454Social_TA2highp2Vrijk_TA2lowp1Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;54SMh;75MVh;54Social;p2Vrijk;p1Vrijk;p1Vrijk;Mh;MVh;149.6;-8;-87;21.3;21.6;-87;22.1;-86;163.3;103.8;577;4514;15317;271;2060;48502;50845;47524;3321;33649;0.69;1.2;7.6;1.4;13.3;0.7;8.8;13.5;14.7;8;8;2.8;11.8;8.1;14;51;35;21;36;61;42;49;50;56;64;60;78;157;31;101;35;53;90;14.8;394;379.2;2045;335;1957;1622
A254SMh_B275MVh_B454Social_TA2highp2Vrijk_TA2lowp1Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;54SMh;75MVh;54Social;p2Vrijk;p1Vrijk;p2Vrijk;Mh;Mh;150.9;-8;-87;21.4;21.6;-87;22.2;-87;164.5;104.7;581;4514;15317;271;2060;49045;51388;48027;3361;34083;0.69;1.2;7.6;1.4;13.3;0.7;8.8;13.4;17.9;4;9.3;2.8;11.7;8.1;14;54;32;21;36;61;42;49;50;56;64;53;78;157;31;103;35;54;94;11.6;394;382.4;1933;311;1957;1646
A254SMh_B275MVh_B454Social_TA2highp2Vrijk_TA2lowp1Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;54SMh;75MVh;54Social;p2Vrijk;p1Vrijk;p2Vrijk;Mh;MVh;151.5;-8;-87;21.4;21.6;-87;22.2;-87;164.8;104.9;581;4514;15317;271;2060;49045;51388;48027;3361;34083;0.69;1.2;7.6;1.4;13.3;0.7;8.8;13.4;14.6;7.2;9.3;2.8;11.7;8.1;14;51;35;21;36;61;42;49;50;56;64;60;78;157;31;103;35;53;91;11.6;394;382.4;1933;311;1957;1646
A254SMh_B275MVh_B454Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;54SMh;75MVh;54Social;p2Vrijk;p2Vrijk;p1Vrijk;Mh;Mh;149.3;-8;-87;21.2;21.6;-87;22;-86;162.9;103.5;570;4514;15317;271;2060;48510;50853;47560;3293;33705;0.69;1.2;7.7;1.4;13.5;0.7;8.9;13.7;18.2;2.3;8.1;2.8;11.9;9.5;13;55;32;21;36;61;42;49;50;56;64;67;78;157;31;100;35;54;97;17.2;394;376.8;2129;335;1957;1622
A254SMh_B275MVh_B454Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;54SMh;75MVh;54Social;p2Vrijk;p2Vrijk;p1Vrijk;Mh;MVh;149.9;-8;-87;21.2;21.6;-87;22.1;-86;163.2;103.7;570;4514;15317;271;2060;48510;50853;47560;3293;33705;0.69;1.2;7.7;1.4;13.5;0.7;8.9;13.7;14.9;5.6;8.1;2.8;11.9;9.5;13;52;35;21;36;61;42;49;50;56;64;67;78;157;31;100;35;53;94;17.2;394;376.8;2129;335;1957;1622
A254SMh_B275MVh_B454Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;54SMh;75MVh;54Social;p2Vrijk;p2Vrijk;p2Vrijk;Mh;Mh;151.2;-8;-87;21.3;21.6;-87;22.1;-87;164.4;104.6;574;4514;15317;271;2060;49052;51395;48062;3333;34138;0.7;1.2;7.7;1.4;13.4;0.7;8.9;13.6;18.1;1.6;9.4;2.8;11.8;9.4;13;55;32;21;36;61;42;49;50;56;64;66;78;157;31;102;35;54;98;14;394;380;2017;311;1957;1646
A254SMh_B275MVh_B454Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;54SMh;75MVh;54Social;p2Vrijk;p2Vrijk;p2Vrijk;Mh;MVh;151.7;-8;-87;21.3;21.6;-87;22.1;-87;164.5;104.7;574;4514;15317;271;2060;49052;51395;48062;3333;34138;0.7;1.2;7.7;1.4;13.4;0.7;8.9;13.6;14.8;4.9;9.4;2.8;11.8;9.4;13;51;36;21;36;61;42;49;50;56;64;67;78;157;31;102;35;53;95;14;394;380;2017;311;1957;1646
A254SMh_B275MVh_B454Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;54SMh;75MVh;54Social;p2Vrijk;p2Vrijk;p1Vrijk;Mh;Mh;149.3;-8;-87;21.2;21.6;-87;22;-86;162.9;103.5;570;4514;15317;271;2060;48510;50853;47560;3293;33705;0.69;1.2;7.7;1.4;13.5;0.7;8.9;13.7;18.2;2.3;8.1;2.8;11.9;9.5;13;55;32;21;36;61;42;49;50;56;64;67;78;157;31;100;35;54;97;17.2;394;376.8;2129;335;1957;1622
A254SMh_B275MVh_B454Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;54SMh;75MVh;54Social;p2Vrijk;p2Vrijk;p1Vrijk;Mh;MVh;149.9;-8;-87;21.2;21.6;-87;22.1;-86;163.2;103.7;570;4514;15317;271;2060;48510;50853;47560;3293;33705;0.69;1.2;7.7;1.4;13.5;0.7;8.9;13.7;14.9;5.6;8.1;2.8;11.9;9.5;13;52;35;21;36;61;42;49;50;56;64;67;78;157;31;100;35;53;94;17.2;394;376.8;2129;335;1957;1622
A254SMh_B275MVh_B454Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;54SMh;75MVh;54Social;p2Vrijk;p2Vrijk;p2Vrijk;Mh;Mh;151.2;-8;-87;21.3;21.6;-87;22.1;-87;164.4;104.6;574;4514;15317;271;2060;49052;51395;48062;3333;34138;0.7;1.2;7.7;1.4;13.4;0.7;8.9;13.6;18.1;1.6;9.4;2.8;11.8;9.4;13;55;32;21;36;61;42;49;50;56;64;66;78;157;31;102;35;54;98;14;394;380;2017;311;1957;1646
A254SMh_B275MVh_B454Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;54SMh;75MVh;54Social;p2Vrijk;p2Vrijk;p2Vrijk;Mh;MVh;151.7;-8;-87;21.3;21.6;-87;22.1;-87;164.5;104.7;574;4514;15317;271;2060;49052;51395;48062;3333;34138;0.7;1.2;7.7;1.4;13.4;0.7;8.9;13.6;14.8;4.9;9.4;2.8;11.8;9.4;13;51;36;21;36;61;42;49;50;56;64;67;78;157;31;102;35;53;95;14;394;380;2017;311;1957;1646
A254SMh_B275MVh_B454SMh_TA2highp1Vrijk_TA2lowp1Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;54SMh;75MVh;54SMh;p1Vrijk;p1Vrijk;p1Vrijk;Mh;Mh;125.3;-27;-83;28.3;28.6;-83;29.2;-83;170.8;109.4;699;4514;15317;271;2060;48484;50827;47468;3359;26352;0.54;1;6.3;0;12.7;0.6;7.3;11.7;15.5;13.2;6.6;2.3;6.9;1.1;28;48;24;21;36;0;39;35;36;38;39;38;34;41;42;33;38;38;38;-50;394;444;-223;559;1957;1398
A254SMh_B275MVh_B454SMh_TA2highp1Vrijk_TA2lowp1Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;54SMh;75MVh;54SMh;p1Vrijk;p1Vrijk;p1Vrijk;Mh;MVh;125.3;-27;-83;28.3;28.6;-83;29.2;-83;170.7;109.3;699;4514;15317;271;2060;48484;50827;47468;3359;26352;0.54;1;6.3;0;12.7;0.6;7.3;11.7;12.7;15.9;6.6;2.3;6.9;1.1;28;45;27;21;36;0;39;35;36;38;38;39;34;41;42;33;38;38;38;-50;394;444;-223;559;1957;1398
A254SMh_B275MVh_B454SMh_TA2highp1Vrijk_TA2lowp1Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;54SMh;75MVh;54SMh;p1Vrijk;p1Vrijk;p2Vrijk;Mh;Mh;126;-27;-84;28.4;28.6;-83;29.3;-83;172.5;110.7;703;4514;15317;271;2060;49034;51377;47978;3399;26502;0.54;1;6.3;0;12.7;0.6;7.3;11.7;15.4;12.5;7.7;2.3;6.8;1.1;28;48;24;21;36;0;39;35;36;38;39;38;34;41;42;33;38;38;38;-52.4;394;446.4;-307;551;1957;1406
A254SMh_B275MVh_B454SMh_TA2highp1Vrijk_TA2lowp1Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;54SMh;75MVh;54SMh;p1Vrijk;p1Vrijk;p2Vrijk;Mh;MVh;126;-27;-84;28.4;28.6;-83;29.3;-83;172.4;110.6;703;4514;15317;271;2060;49034;51377;47978;3399;26502;0.54;1;6.3;0;12.7;0.6;7.3;11.7;12.7;15.2;7.7;2.3;6.8;1.1;28;45;27;21;36;0;39;35;36;38;38;39;34;41;42;33;38;38;38;-52.4;394;446.4;-307;551;1957;1406
A254SMh_B275MVh_B454SMh_TA2highp1Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;54SMh;75MVh;54SMh;p1Vrijk;p2Vrijk;p1Vrijk;Mh;Mh;122.8;-29;-84;28.1;28.6;-83;29;-83;172.8;110.9;685;4514;15317;271;2060;48491;50834;47503;3331;25772;0.53;1;6.4;0;13;0.6;7.4;12;15.8;11.4;6.7;2.3;7;2.2;26;49;25;21;36;0;39;35;36;38;39;38;34;41;42;33;38;38;38;-42;394;436;57;587;1957;1370
A254SMh_B275MVh_B454SMh_TA2highp1Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;54SMh;75MVh;54SMh;p1Vrijk;p2Vrijk;p1Vrijk;Mh;MVh;122.8;-29;-84;28.1;28.6;-83;29;-83;172.7;110.8;685;4514;15317;271;2060;48491;50834;47503;3331;25772;0.53;1;6.4;0;13;0.6;7.4;12;13;14.2;6.7;2.3;7;2.2;27;46;27;21;36;0;39;35;36;38;38;39;34;41;42;33;38;38;38;-42;394;436;57;587;1957;1370
A254SMh_B275MVh_B454SMh_TA2highp1Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;54SMh;75MVh;54SMh;p1Vrijk;p2Vrijk;p2Vrijk;Mh;Mh;123.6;-29;-84;28.2;28.6;-84;29;-83;174.5;112.2;689;4514;15317;271;2060;49038;51381;48010;3371;25922;0.53;1;6.4;0;12.9;0.6;7.4;11.9;15.7;10.7;7.8;2.3;7;2.2;27;48;25;21;36;0;39;35;36;38;39;38;34;41;42;33;38;38;38;-44.4;394;438.4;-27;579;1957;1378
A254SMh_B275MVh_B454SMh_TA2highp1Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;54SMh;75MVh;54SMh;p1Vrijk;p2Vrijk;p2Vrijk;Mh;MVh;123.6;-29;-84;28.2;28.6;-84;29;-83;174.4;112.1;689;4514;15317;271;2060;49038;51381;48010;3371;25922;0.53;1;6.4;0;12.9;0.6;7.4;11.9;12.9;13.5;7.8;2.3;7;2.2;26;46;28;21;36;0;39;35;36;38;38;39;34;41;42;33;38;38;38;-44.4;394;438.4;-27;579;1957;1378
A254SMh_B275MVh_B454SMh_TA2highp1Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;54SMh;75MVh;54SMh;p1Vrijk;p2Vrijk;p1Vrijk;Mh;Mh;122.8;-29;-84;28.1;28.6;-83;29;-83;172.8;110.9;685;4514;15317;271;2060;48491;50834;47503;3331;25772;0.53;1;6.4;0;13;0.6;7.4;12;15.8;11.4;6.7;2.3;7;2.2;26;49;25;21;36;0;39;35;36;38;39;38;34;41;42;33;38;38;38;-42;394;436;57;587;1957;1370
A254SMh_B275MVh_B454SMh_TA2highp1Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;54SMh;75MVh;54SMh;p1Vrijk;p2Vrijk;p1Vrijk;Mh;MVh;122.8;-29;-84;28.1;28.6;-83;29;-83;172.7;110.8;685;4514;15317;271;2060;48491;50834;47503;3331;25772;0.53;1;6.4;0;13;0.6;7.4;12;13;14.2;6.7;2.3;7;2.2;27;46;27;21;36;0;39;35;36;38;38;39;34;41;42;33;38;38;38;-42;394;436;57;587;1957;1370
A254SMh_B275MVh_B454SMh_TA2highp1Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;54SMh;75MVh;54SMh;p1Vrijk;p2Vrijk;p2Vrijk;Mh;Mh;123.6;-29;-84;28.2;28.6;-84;29;-83;174.5;112.2;689;4514;15317;271;2060;49038;51381;48010;3371;25922;0.53;1;6.4;0;12.9;0.6;7.4;11.9;15.7;10.7;7.8;2.3;7;2.2;27;48;25;21;36;0;39;35;36;38;39;38;34;41;42;33;38;38;38;-44.4;394;438.4;-27;579;1957;1378
A254SMh_B275MVh_B454SMh_TA2highp1Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;54SMh;75MVh;54SMh;p1Vrijk;p2Vrijk;p2Vrijk;Mh;MVh;123.6;-29;-84;28.2;28.6;-84;29;-83;174.4;112.1;689;4514;15317;271;2060;49038;51381;48010;3371;25922;0.53;1;6.4;0;12.9;0.6;7.4;11.9;12.9;13.5;7.8;2.3;7;2.2;26;46;28;21;36;0;39;35;36;38;38;39;34;41;42;33;38;38;38;-44.4;394;438.4;-27;579;1957;1378
A254SMh_B275MVh_B454SMh_TA2highp2Vrijk_TA2lowp1Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;54SMh;75MVh;54SMh;p2Vrijk;p1Vrijk;p1Vrijk;Mh;Mh;117.8;-36;-85;27.6;27.6;-85;28.5;-84;183.2;118.7;654;4514;15317;271;2060;48527;50870;47589;3281;24483;0.5;1.1;6.7;0;13.6;0.6;7.8;12.5;16.5;4.1;7;2.4;7.3;7.2;21;51;28;21;36;0;39;35;36;38;39;35;34;41;42;34;38;38;37;-25.2;394;419.2;645;649;1957;1308
A254SMh_B275MVh_B454SMh_TA2highp2Vrijk_TA2lowp1Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;54SMh;75MVh;54SMh;p2Vrijk;p1Vrijk;p1Vrijk;Mh;MVh;114.8;-37;-85;27.4;27.6;-85;28.3;-85;182.7;118.3;637;4514;15317;271;2060;48527;50870;47589;3281;23779;0.49;1.1;6.9;0;14;0.6;8;12.9;14;7.2;7.2;2.5;7.5;7.4;20;49;31;21;36;0;39;35;36;38;38;36;34;41;42;34;38;38;37;-15.6;394;409.6;981;683;1957;1274
A254SMh_B275MVh_B454SMh_TA2highp2Vrijk_TA2lowp1Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;54SMh;75MVh;54SMh;p2Vrijk;p1Vrijk;p2Vrijk;Mh;Mh;119.3;-35;-85;27.7;27.6;-85;28.6;-85;184.9;120;662;4514;15317;271;2060;49070;51413;48092;3321;24798;0.51;1.1;6.6;0;13.4;0.6;7.7;12.4;16.3;3.5;8.2;2.4;7.3;7.1;22;50;28;21;36;0;39;35;36;38;39;35;34;41;42;34;38;38;37;-29.2;394;423.2;505;633;1957;1324
A254SMh_B275MVh_B454SMh_TA2highp2Vrijk_TA2lowp1Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;54SMh;75MVh;54SMh;p2Vrijk;p1Vrijk;p2Vrijk;Mh;MVh;115.9;-37;-85;27.5;27.6;-85;28.3;-85;184.4;119.6;643;4514;15317;271;2060;49070;51413;48092;3321;24012;0.49;1.1;6.8;0;13.8;0.6;7.9;12.8;13.8;6.5;8.4;2.5;7.5;7.3;19;49;32;21;36;0;39;35;36;38;38;35;34;41;42;34;38;38;37;-18.8;394;412.8;869;671;1957;1286
A254SMh_B275MVh_B454SMh_TA2highp2Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;54SMh;75MVh;54SMh;p2Vrijk;p2Vrijk;p1Vrijk;Mh;Mh;120.1;-35;-85;27.7;27.6;-85;28.5;-85;185.7;120.6;661;4514;15317;271;2060;48534;50877;47624;3253;24759;0.51;1.1;6.7;0;13.5;0.6;7.7;12.4;16.3;2;7;2.4;7.3;8.2;22;51;27;21;36;0;39;35;36;38;39;35;34;41;42;34;37;38;37;-29.2;394;423.2;505;635;1957;1322
A254SMh_B275MVh_B454SMh_TA2highp2Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;54SMh;75MVh;54SMh;p2Vrijk;p2Vrijk;p1Vrijk;Mh;MVh;116.7;-37;-85;27.5;27.6;-85;28.3;-85;185.1;120.1;642;4514;15317;271;2060;48534;50877;47624;3253;23972;0.49;1.1;6.9;0;13.9;0.6;7.9;12.8;13.9;5;7.2;2.5;7.5;8.4;20;49;31;21;36;0;39;35;36;38;38;35;34;41;42;34;37;38;37;-18;394;412;897;673;1957;1284
A254SMh_B275MVh_B454SMh_TA2highp2Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;54SMh;75MVh;54SMh;p2Vrijk;p2Vrijk;p2Vrijk;Mh;Mh;121.5;-35;-85;27.8;27.6;-85;28.6;-85;187.5;121.9;669;4514;15317;271;2060;49078;51421;48128;3293;25074;0.51;1;6.6;0;13.3;0.6;7.6;12.3;16.1;1.3;8.1;2.4;7.2;8.1;22;50;28;21;36;0;39;35;36;38;39;35;34;41;42;34;37;38;37;-33.2;394;427.2;365;619;1957;1338
