flyID;in:A2;in:B2;in:B4;in:TA2high;in:TA2low;in:A1;in:TB1;in:TB3;out:OutTotalOpbrengstenConv;out:OutprofitpercConv;out:OutprofitpercbarsetPlus1;out:OutTotalOpbrengstenbarsetPlus1;out:OutTotalOpbrengstenbarset;out:Outprofitpercbarset;out:OutTotalOpbrengstenbarsetMinus1;out:OutprofitpercbarsetMinus1;out:TotalKosten;out:bouwkosten;out:TotalAptAmount;out:TotalBVOCommercial;out:TotalBVOCarStorage;out:TotalGOSocialSpaces;out:TotalBVOBikeStorage;out:TotalBVOwonen;out:TotalBVOinclloggia;out:TotalBVOexclloggia;out:BVOloggia;out:TotalGO;out:GOBVOratio;out:SStudentperc;out:S2kamerperc;out:S3kamerperc;out:M2kamerperc;out:M3kamerperc;out:M2kamerhperc;out:M3kamerhperc;out:M4kamerhperc;out:V3kamerkperc;out:V4kamerkperc;out:VGGBkperc;out:SStudioperc;out:V5kamerkperc;out:socialperc;out:midperc;out:vrijperc;out:AvgGOSStudent;out:AvgGOS2kamer;out:AvgGOS3kamer;out:AvgGOM2kamer;out:AvgGOM3kamer;out:AvgGOM2kamerh;out:AvgGOM3kamerh;out:AvgGOM4kamerh;out:AvgGOV3kamerk;out:AvgGOV4kamerk;out:AvgGOVGGBk;out:AvgGOSStudio;out:AvgGOV5kamerk;out:socialAvgGO;out:midAvgGO;out:vrijAvgGO;out:parkingsurplus;out:parkingavailable;out:parkingrequired;out:TotalBVOCarParkingSurplus;out:fietssurplus;out:fietsavailable;out:fietsrequired
A2375Social_B275MVh_B454MVh_TA2highp2Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;375Social;75MVh;54MVh;p2Vrijk;p2Vrijk;p1Vrijk;Mh;Mh;122.9;-37;-86;28.1;28.6;-85;29;-85;195.3;127.8;617;4514;15317;271;2060;48245;50588;47707;2881;23582;0.49;21.9;1.1;0;14.6;0.6;8.3;13.3;17.5;3.4;7.5;2.6;0;8.8;15;54;31;23;44;0;44;43;43;43;43;43;41;49;0;41;24;43;42;57.2;394;336.8;3529;723;1957;1234
A2375Social_B275MVh_B454MVh_TA2highp2Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;375Social;75MVh;54MVh;p2Vrijk;p2Vrijk;p1Vrijk;Mh;MVh;122.9;-37;-86;28.1;28.6;-85;29;-85;195.2;127.7;617;4514;15317;271;2060;48245;50588;47707;2881;23582;0.49;21.9;1.1;0;14.6;0.6;8.3;13.3;14.4;6.5;7.5;2.6;0;8.8;15;51;34;23;44;0;44;43;43;43;43;43;41;49;0;41;24;43;42;57.2;394;336.8;3529;723;1957;1234
A2375Social_B275MVh_B454MVh_TA2highp2Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;375Social;75MVh;54MVh;p2Vrijk;p2Vrijk;p2Vrijk;Mh;Mh;123.6;-37;-86;28.2;28.6;-85;29.1;-85;197.2;129.2;621;4514;15317;271;2060;48798;51141;48220;2921;23736;0.49;21.7;1.1;0;14.5;0.6;8.2;13.2;17.4;2.7;8.7;2.6;0;8.7;15;54;31;23;44;0;44;43;43;43;43;43;41;49;0;41;24;43;42;54.8;394;339.2;3445;715;1957;1242
A2375Social_B275MVh_B454MVh_TA2highp2Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;375Social;75MVh;54MVh;p2Vrijk;p2Vrijk;p2Vrijk;Mh;MVh;123.6;-37;-86;28.2;28.6;-85;29.1;-85;196.9;129;621;4514;15317;271;2060;48798;51141;48220;2921;23736;0.49;21.7;1.1;0;14.5;0.6;8.2;13.2;14.3;5.8;8.7;2.6;0;8.7;15;51;34;23;44;0;44;43;43;43;43;43;41;49;0;41;24;43;42;54.8;394;339.2;3445;715;1957;1242
A254SMh_B254Social_B4375Social_TA2highp1Vrijk_TA2lowp1Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;54SMh;54Social;375Social;p1Vrijk;p1Vrijk;p1Vrijk;Mh;Mh;143.9;-11;-87;21.4;21.6;-87;22.4;-86;162.4;103.1;665;4514;15317;271;2060;48281;50624;47274;3350;33361;0.69;9;15.3;4.5;10.1;0.6;3.8;8.7;11.9;13.8;4.7;2.4;14;1.2;42;35;23;23;40;55;43;49;51;55;65;57;74;157;28;116;34;54;76;22.8;394;371.2;2325;238;1956;1718
A254SMh_B254Social_B4375Social_TA2highp1Vrijk_TA2lowp1Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;54SMh;54Social;375Social;p1Vrijk;p1Vrijk;p1Vrijk;Mh;MVh;144.5;-11;-87;21.4;21.6;-87;22.4;-86;162.5;103.2;665;4514;15317;271;2060;48281;50624;47274;3350;33361;0.69;9;15.3;4.5;10.1;0.6;3.8;8.7;9;16.7;4.7;2.4;14;1.2;42;32;26;23;40;55;43;49;51;55;64;59;74;157;28;116;34;53;75;22.8;394;371.2;2325;238;1956;1718
A254SMh_B254Social_B4375Social_TA2highp1Vrijk_TA2lowp1Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;54SMh;54Social;375Social;p1Vrijk;p1Vrijk;p2Vrijk;Mh;Mh;145.8;-11;-87;21.5;21.6;-87;22.5;-86;163.9;104.2;669;4514;15317;271;2060;48831;51174;47784;3390;33794;0.69;9;15.2;4.5;10;0.6;3.7;8.7;11.8;13.2;5.8;2.4;13.9;1.2;42;35;23;23;40;55;43;49;51;55;65;57;74;157;28;128;34;54;78;20.4;394;373.6;2241;214;1956;1742
A254SMh_B254Social_B4375Social_TA2highp1Vrijk_TA2lowp1Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;54SMh;54Social;375Social;p1Vrijk;p1Vrijk;p2Vrijk;Mh;MVh;146.3;-11;-87;21.5;21.6;-87;22.5;-86;164;104.3;669;4514;15317;271;2060;48831;51174;47784;3390;33794;0.69;9;15.2;4.5;10;0.6;3.7;8.7;9;16;5.8;2.4;13.9;1.2;42;32;26;23;40;55;43;49;51;55;64;59;74;157;28;128;34;53;77;20.4;394;373.6;2241;214;1956;1742
A254SMh_B254Social_B4375Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;54SMh;54Social;375Social;p1Vrijk;p2Vrijk;p1Vrijk;Mh;Mh;144.2;-11;-87;21.4;21.6;-87;22.3;-86;162.1;102.9;658;4514;15317;271;2060;48286;50629;47307;3322;33416;0.69;9.1;15.5;4.6;10.2;0.6;3.8;8.8;12;11.9;4.7;2.4;14.1;2.3;42;35;23;23;40;55;43;49;51;55;65;60;75;157;28;105;34;54;81;25.2;394;368.8;2409;238;1956;1718
A254SMh_B254Social_B4375Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;54SMh;54Social;375Social;p1Vrijk;p2Vrijk;p1Vrijk;Mh;MVh;144.7;-11;-87;21.4;21.6;-87;22.3;-86;162.4;103.1;658;4514;15317;271;2060;48286;50629;47307;3322;33416;0.69;9.1;15.5;4.6;10.2;0.6;3.8;8.8;9.1;14.7;4.7;2.4;14.1;2.3;41;33;26;23;40;55;43;49;51;55;64;61;75;157;28;105;34;53;80;25.2;394;368.8;2409;238;1956;1718
A254SMh_B254Social_B4375Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;54SMh;54Social;375Social;p1Vrijk;p2Vrijk;p2Vrijk;Mh;Mh;146.1;-11;-87;21.4;21.6;-87;22.4;-86;163.6;104;662;4514;15317;271;2060;48837;51180;47818;3362;33849;0.69;9.1;15.4;4.5;10.1;0.6;3.8;8.8;11.9;11.2;5.9;2.4;14;2.3;41;35;24;23;40;55;43;49;51;55;65;59;75;157;28;112;34;54;82;22;394;372;2297;214;1956;1742
A254SMh_B254Social_B4375Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;54SMh;54Social;375Social;p1Vrijk;p2Vrijk;p2Vrijk;Mh;MVh;146.6;-11;-87;21.5;21.6;-87;22.4;-86;163.9;104.2;662;4514;15317;271;2060;48837;51180;47818;3362;33849;0.69;9.1;15.4;4.5;10.1;0.6;3.8;8.8;9.1;14;5.9;2.4;14;2.3;41;32;27;23;40;55;43;49;51;55;64;61;75;157;28;112;34;53;81;22;394;372;2297;214;1956;1742
A254SMh_B254Social_B4375Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;54SMh;54Social;375Social;p1Vrijk;p2Vrijk;p1Vrijk;Mh;Mh;144.2;-11;-87;21.4;21.6;-87;22.3;-86;162.1;102.9;658;4514;15317;271;2060;48286;50629;47307;3322;33416;0.69;9.1;15.5;4.6;10.2;0.6;3.8;8.8;12;11.9;4.7;2.4;14.1;2.3;42;35;23;23;40;55;43;49;51;55;65;60;75;157;28;105;34;54;81;25.2;394;368.8;2409;238;1956;1718
A254SMh_B254Social_B4375Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;54SMh;54Social;375Social;p1Vrijk;p2Vrijk;p1Vrijk;Mh;MVh;144.7;-11;-87;21.4;21.6;-87;22.3;-86;162.4;103.1;658;4514;15317;271;2060;48286;50629;47307;3322;33416;0.69;9.1;15.5;4.6;10.2;0.6;3.8;8.8;9.1;14.7;4.7;2.4;14.1;2.3;41;33;26;23;40;55;43;49;51;55;64;61;75;157;28;105;34;53;80;25.2;394;368.8;2409;238;1956;1718
A254SMh_B254Social_B4375Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;54SMh;54Social;375Social;p1Vrijk;p2Vrijk;p2Vrijk;Mh;Mh;146.1;-11;-87;21.4;21.6;-87;22.4;-86;163.6;104;662;4514;15317;271;2060;48837;51180;47818;3362;33849;0.69;9.1;15.4;4.5;10.1;0.6;3.8;8.8;11.9;11.2;5.9;2.4;14;2.3;41;35;24;23;40;55;43;49;51;55;65;59;75;157;28;112;34;54;82;22;394;372;2297;214;1956;1742
A254SMh_B254Social_B4375Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;54SMh;54Social;375Social;p1Vrijk;p2Vrijk;p2Vrijk;Mh;MVh;146.6;-11;-87;21.5;21.6;-87;22.4;-86;163.9;104.2;662;4514;15317;271;2060;48837;51180;47818;3362;33849;0.69;9.1;15.4;4.5;10.1;0.6;3.8;8.8;9.1;14;5.9;2.4;14;2.3;41;32;27;23;40;55;43;49;51;55;64;61;75;157;28;112;34;53;81;22;394;372;2297;214;1956;1742
A254SMh_B254Social_B4375Social_TA2highp2Vrijk_TA2lowp1Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;54SMh;54Social;375Social;p2Vrijk;p1Vrijk;p1Vrijk;Mh;Mh;145;-10;-87;21.2;21.6;-87;22.1;-86;161.6;102.5;639;4514;15317;271;2060;48321;50664;47392;3272;33523;0.69;9.4;16;4.7;10.5;0.6;3.9;9.1;12.4;4.2;4.9;2.5;14.6;7.4;38;36;26;23;40;55;43;49;51;55;65;56;78;157;28;101;34;54;94;28.4;394;365.6;2521;264;1956;1692
A254SMh_B254Social_B4375Social_TA2highp2Vrijk_TA2lowp1Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;54SMh;54Social;375Social;p2Vrijk;p1Vrijk;p1Vrijk;Mh;MVh;145.5;-10;-87;21.2;21.6;-87;22.2;-86;161.9;102.7;639;4514;15317;271;2060;48321;50664;47392;3272;33523;0.69;9.4;16;4.7;10.5;0.6;3.9;9.1;9.4;7.2;4.9;2.5;14.6;7.4;38;33;29;23;40;55;43;49;51;55;64;60;78;157;28;101;34;53;92;28.4;394;365.6;2521;264;1956;1692
A254SMh_B254Social_B4375Social_TA2highp2Vrijk_TA2lowp1Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;54SMh;54Social;375Social;p2Vrijk;p1Vrijk;p2Vrijk;Mh;Mh;146.9;-10;-87;21.3;21.6;-87;22.2;-86;163.1;103.6;643;4514;15317;271;2060;48873;51216;47904;3312;33956;0.69;9.3;15.9;4.7;10.4;0.6;3.9;9;12.3;3.6;6.1;2.5;14.5;7.3;38;36;26;23;40;55;43;49;51;55;65;53;78;157;28;103;34;54;95;25.2;394;368.8;2409;240;1956;1716
A254SMh_B254Social_B4375Social_TA2highp2Vrijk_TA2lowp1Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;54SMh;54Social;375Social;p2Vrijk;p1Vrijk;p2Vrijk;Mh;MVh;147.4;-10;-87;21.3;21.6;-87;22.2;-86;163.3;103.8;643;4514;15317;271;2060;48873;51216;47904;3312;33956;0.69;9.3;15.9;4.7;10.4;0.6;3.9;9;9.3;6.5;6.1;2.5;14.5;7.3;38;33;29;23;40;55;43;49;51;55;64;60;78;157;28;103;34;53;92;25.2;394;368.8;2409;240;1956;1716
A254SMh_B254Social_B4375Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;54SMh;54Social;375Social;p2Vrijk;p2Vrijk;p1Vrijk;Mh;Mh;145.2;-10;-87;21.1;21.6;-87;22;-86;161.5;102.4;632;4514;15317;271;2060;48329;50672;47428;3244;33578;0.69;9.5;16.1;4.7;10.6;0.6;4;9.2;12.5;2.1;4.9;2.5;14.7;8.5;37;37;26;23;40;55;43;49;51;55;65;67;79;157;28;100;34;54;99;30.8;394;363.2;2605;264;1956;1692
A254SMh_B254Social_B4375Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;54SMh;54Social;375Social;p2Vrijk;p2Vrijk;p1Vrijk;Mh;MVh;145.7;-10;-87;21.1;21.6;-87;22;-86;161.6;102.5;632;4514;15317;271;2060;48329;50672;47428;3244;33578;0.69;9.5;16.1;4.7;10.6;0.6;4;9.2;9.5;5.1;4.9;2.5;14.7;8.5;37;34;29;23;40;55;43;49;51;55;64;67;79;157;28;100;34;53;96;30.8;394;363.2;2605;264;1956;1692
A254SMh_B254Social_B4375Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;54SMh;54Social;375Social;p2Vrijk;p2Vrijk;p2Vrijk;Mh;Mh;147.1;-10;-87;21.2;21.6;-87;22.1;-86;162.9;103.5;636;4514;15317;271;2060;48879;51222;47938;3284;34012;0.7;9.4;16;4.7;10.5;0.6;3.9;9.1;12.4;1.4;6.1;2.5;14.6;8.5;36;37;27;23;40;55;43;49;51;55;65;66;78;157;28;102;34;54;100;27.6;394;366.4;2493;240;1956;1716
A254SMh_B254Social_B4375Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;54SMh;54Social;375Social;p2Vrijk;p2Vrijk;p2Vrijk;Mh;MVh;147.6;-10;-87;21.2;21.6;-87;22.1;-86;163.1;103.6;636;4514;15317;271;2060;48879;51222;47938;3284;34012;0.7;9.4;16;4.7;10.5;0.6;3.9;9.1;9.4;4.4;6.1;2.5;14.6;8.5;36;34;30;23;40;55;43;49;51;55;64;67;78;157;28;102;34;53;96;27.6;394;366.4;2493;240;1956;1716
A254SMh_B254Social_B4375Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;54SMh;54Social;375Social;p2Vrijk;p2Vrijk;p1Vrijk;Mh;Mh;145.2;-10;-87;21.1;21.6;-87;22;-86;161.5;102.4;632;4514;15317;271;2060;48329;50672;47428;3244;33578;0.69;9.5;16.1;4.7;10.6;0.6;4;9.2;12.5;2.1;4.9;2.5;14.7;8.5;37;37;26;23;40;55;43;49;51;55;65;67;79;157;28;100;34;54;99;30.8;394;363.2;2605;264;1956;1692
A254SMh_B254Social_B4375Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;54SMh;54Social;375Social;p2Vrijk;p2Vrijk;p1Vrijk;Mh;MVh;145.7;-10;-87;21.1;21.6;-87;22;-86;161.6;102.5;632;4514;15317;271;2060;48329;50672;47428;3244;33578;0.69;9.5;16.1;4.7;10.6;0.6;4;9.2;9.5;5.1;4.9;2.5;14.7;8.5;37;34;29;23;40;55;43;49;51;55;64;67;79;157;28;100;34;53;96;30.8;394;363.2;2605;264;1956;1692
A254SMh_B254Social_B4375Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;54SMh;54Social;375Social;p2Vrijk;p2Vrijk;p2Vrijk;Mh;Mh;147.1;-10;-87;21.2;21.6;-87;22.1;-86;162.9;103.5;636;4514;15317;271;2060;48879;51222;47938;3284;34012;0.7;9.4;16;4.7;10.5;0.6;3.9;9.1;12.4;1.4;6.1;2.5;14.6;8.5;36;37;27;23;40;55;43;49;51;55;65;66;78;157;28;102;34;54;100;27.6;394;366.4;2493;240;1956;1716
A254SMh_B254Social_B4375Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;54SMh;54Social;375Social;p2Vrijk;p2Vrijk;p2Vrijk;Mh;MVh;147.6;-10;-87;21.2;21.6;-87;22.1;-86;163.1;103.6;636;4514;15317;271;2060;48879;51222;47938;3284;34012;0.7;9.4;16;4.7;10.5;0.6;3.9;9.1;9.4;4.4;6.1;2.5;14.6;8.5;36;34;30;23;40;55;43;49;51;55;64;67;78;157;28;102;34;53;96;27.6;394;366.4;2493;240;1956;1716
A254SMh_B254Social_B454Social_TA2highp1Vrijk_TA2lowp1Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;54SMh;54Social;54Social;p1Vrijk;p1Vrijk;p1Vrijk;Mh;Mh;144.6;-12;-87;22.1;22.6;-86;23;-86;164.1;104.4;639;4514;15317;271;2060;48526;50869;47405;3464;33411;0.69;1.9;21;5.3;10.5;0.6;3.9;9.1;12.4;14.4;4.9;2.5;12.4;1.3;40;36;24;20;39;55;43;49;51;55;65;57;74;157;31;116;38;54;76;-7.6;394;401.6;1261;312;1982;1670
A254SMh_B254Social_B454Social_TA2highp1Vrijk_TA2lowp1Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;54SMh;54Social;54Social;p1Vrijk;p1Vrijk;p1Vrijk;Mh;MVh;145.2;-12;-87;22.1;22.6;-86;23;-86;164.4;104.6;639;4514;15317;271;2060;48526;50869;47405;3464;33411;0.69;1.9;21;5.3;10.5;0.6;3.9;9.1;9.4;17.4;4.9;2.5;12.4;1.3;40;33;27;20;39;55;43;49;51;55;64;59;74;157;31;116;38;53;75;-7.6;394;401.6;1261;312;1982;1670
A254SMh_B254Social_B454Social_TA2highp1Vrijk_TA2lowp1Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;54SMh;54Social;54Social;p1Vrijk;p1Vrijk;p2Vrijk;Mh;Mh;146.5;-12;-87;22.1;22.6;-86;23.1;-86;165.6;105.5;643;4514;15317;271;2060;49071;51414;47910;3504;33844;0.69;1.9;20.8;5.3;10.4;0.6;3.9;9;12.3;13.7;6.1;2.5;12.3;1.2;40;36;24;20;39;55;43;49;51;55;65;57;74;157;31;128;38;54;78;-10.8;394;404.8;1149;288;1982;1694
A254SMh_B254Social_B454Social_TA2highp1Vrijk_TA2lowp1Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;54SMh;54Social;54Social;p1Vrijk;p1Vrijk;p2Vrijk;Mh;MVh;147;-11;-87;22.1;22.6;-86;23.1;-86;165.9;105.7;643;4514;15317;271;2060;49071;51414;47910;3504;33844;0.69;1.9;20.8;5.3;10.4;0.6;3.9;9;9.3;16.6;6.1;2.5;12.3;1.2;40;33;27;20;39;55;43;49;51;55;64;59;74;157;31;128;38;53;77;-10.8;394;404.8;1149;288;1982;1694
A254SMh_B254Social_B454Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;54SMh;54Social;54Social;p1Vrijk;p2Vrijk;p1Vrijk;Mh;Mh;144.9;-12;-87;22;22.6;-86;22.9;-86;163.9;104.2;632;4514;15317;271;2060;48531;50874;47438;3436;33466;0.69;1.9;21.2;5.4;10.6;0.6;4;9.2;12.5;12.3;4.9;2.5;12.5;2.4;39;37;24;20;39;55;43;49;51;55;65;60;75;157;31;105;38;54;81;-5.2;394;399.2;1345;312;1982;1670
A254SMh_B254Social_B454Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;54SMh;54Social;54Social;p1Vrijk;p2Vrijk;p1Vrijk;Mh;MVh;145.4;-11;-87;22;22.6;-86;22.9;-86;164.1;104.4;632;4514;15317;271;2060;48531;50874;47438;3436;33466;0.69;1.9;21.2;5.4;10.6;0.6;4;9.2;9.5;15.3;4.9;2.5;12.5;2.4;39;34;27;20;39;55;43;49;51;55;64;61;75;157;31;105;38;53;80;-5.2;394;399.2;1345;312;1982;1670
A254SMh_B254Social_B454Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;54SMh;54Social;54Social;p1Vrijk;p2Vrijk;p2Vrijk;Mh;Mh;146.8;-11;-87;22;22.6;-86;23;-86;165.3;105.3;636;4514;15317;271;2060;49079;51422;47946;3476;33899;0.69;1.9;21.1;5.3;10.5;0.6;3.9;9.1;12.4;11.6;6.1;2.5;12.4;2.4;38;37;25;20;39;55;43;49;51;55;65;59;75;157;31;112;38;54;82;-8.4;394;402.4;1233;288;1982;1694
A254SMh_B254Social_B454Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;54SMh;54Social;54Social;p1Vrijk;p2Vrijk;p2Vrijk;Mh;MVh;147.3;-11;-87;22.1;22.6;-86;23;-86;165.6;105.5;636;4514;15317;271;2060;49079;51422;47946;3476;33899;0.69;1.9;21.1;5.3;10.5;0.6;3.9;9.1;9.4;14.6;6.1;2.5;12.4;2.4;38;34;28;20;39;55;43;49;51;55;64;61;75;157;31;112;38;53;81;-8.4;394;402.4;1233;288;1982;1694
A254SMh_B254Social_B454Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;54SMh;54Social;54Social;p1Vrijk;p2Vrijk;p1Vrijk;Mh;Mh;144.9;-12;-87;22;22.6;-86;22.9;-86;163.9;104.2;632;4514;15317;271;2060;48531;50874;47438;3436;33466;0.69;1.9;21.2;5.4;10.6;0.6;4;9.2;12.5;12.3;4.9;2.5;12.5;2.4;39;37;24;20;39;55;43;49;51;55;65;60;75;157;31;105;38;54;81;-5.2;394;399.2;1345;312;1982;1670
A254SMh_B254Social_B454Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;54SMh;54Social;54Social;p1Vrijk;p2Vrijk;p1Vrijk;Mh;MVh;145.4;-11;-87;22;22.6;-86;22.9;-86;164.1;104.4;632;4514;15317;271;2060;48531;50874;47438;3436;33466;0.69;1.9;21.2;5.4;10.6;0.6;4;9.2;9.5;15.3;4.9;2.5;12.5;2.4;39;34;27;20;39;55;43;49;51;55;64;61;75;157;31;105;38;53;80;-5.2;394;399.2;1345;312;1982;1670
A254SMh_B254Social_B454Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;54SMh;54Social;54Social;p1Vrijk;p2Vrijk;p2Vrijk;Mh;Mh;146.8;-11;-87;22;22.6;-86;23;-86;165.3;105.3;636;4514;15317;271;2060;49079;51422;47946;3476;33899;0.69;1.9;21.1;5.3;10.5;0.6;3.9;9.1;12.4;11.6;6.1;2.5;12.4;2.4;38;37;25;20;39;55;43;49;51;55;65;59;75;157;31;112;38;54;82;-8.4;394;402.4;1233;288;1982;1694
A254SMh_B254Social_B454Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;54SMh;54Social;54Social;p1Vrijk;p2Vrijk;p2Vrijk;Mh;MVh;147.3;-11;-87;22.1;22.6;-86;23;-86;165.6;105.5;636;4514;15317;271;2060;49079;51422;47946;3476;33899;0.69;1.9;21.1;5.3;10.5;0.6;3.9;9.1;9.4;14.6;6.1;2.5;12.4;2.4;38;34;28;20;39;55;43;49;51;55;64;61;75;157;31;112;38;53;81;-8.4;394;402.4;1233;288;1982;1694
A254SMh_B254Social_B454Social_TA2highp2Vrijk_TA2lowp1Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;54SMh;54Social;54Social;p2Vrijk;p1Vrijk;p1Vrijk;Mh;Mh;145.6;-11;-87;21.8;22.6;-86;22.7;-86;163.3;103.8;613;4514;15317;271;2060;48565;50908;47522;3386;33573;0.69;2;21.9;5.5;10.9;0.7;4.1;9.5;12.9;4.4;5.1;2.6;12.9;7.7;35;38;27;20;39;55;43;49;51;55;65;56;78;157;31;101;38;54;94;-2;394;396;1457;338;1982;1644
A254SMh_B254Social_B454Social_TA2highp2Vrijk_TA2lowp1Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;54SMh;54Social;54Social;p2Vrijk;p1Vrijk;p1Vrijk;Mh;MVh;146.2;-11;-87;21.8;22.6;-86;22.7;-86;163.6;104;613;4514;15317;271;2060;48565;50908;47522;3386;33573;0.69;2;21.9;5.5;10.9;0.7;4.1;9.5;9.8;7.5;5.1;2.6;12.9;7.7;35;35;30;20;39;55;43;49;51;55;64;60;78;157;31;101;38;53;92;-2;394;396;1457;338;1982;1644
A254SMh_B254Social_B454Social_TA2highp2Vrijk_TA2lowp1Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;54SMh;54Social;54Social;p2Vrijk;p1Vrijk;p2Vrijk;Mh;Mh;147.5;-10;-87;21.9;22.6;-86;22.8;-86;164.8;104.9;617;4514;15317;271;2060;49106;51449;48023;3426;34007;0.69;1.9;21.7;5.5;10.9;0.6;4.1;9.4;12.8;3.7;6.3;2.6;12.8;7.6;34;38;28;20;39;55;43;49;51;55;65;53;78;157;31;103;38;54;95;-5.2;394;399.2;1345;314;1982;1668
A254SMh_B254Social_B454Social_TA2highp2Vrijk_TA2lowp1Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;54SMh;54Social;54Social;p2Vrijk;p1Vrijk;p2Vrijk;Mh;MVh;148.1;-10;-87;21.9;22.6;-86;22.8;-86;165.1;105.1;617;4514;15317;271;2060;49106;51449;48023;3426;34007;0.69;1.9;21.7;5.5;10.9;0.6;4.1;9.4;9.7;6.8;6.3;2.6;12.8;7.6;34;35;31;20;39;55;43;49;51;55;64;60;78;157;31;103;38;53;92;-5.2;394;399.2;1345;314;1982;1668
A254SMh_B254Social_B454Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;54SMh;54Social;54Social;p2Vrijk;p2Vrijk;p1Vrijk;Mh;Mh;145.9;-11;-87;21.8;21.6;-87;22.6;-86;163.2;103.7;606;4514;15317;271;2060;48568;50911;47553;3358;33629;0.69;2;22.1;5.6;11.1;0.7;4.1;9.6;13;2.1;5.1;2.6;13;8.9;35;38;27;20;39;55;43;49;51;55;65;67;79;157;31;100;38;54;99;-0.4;394;394.4;1513;338;1982;1644
A254SMh_B254Social_B454Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;54SMh;54Social;54Social;p2Vrijk;p2Vrijk;p1Vrijk;Mh;MVh;146.4;-10;-87;21.8;21.6;-87;22.6;-86;163.3;103.8;606;4514;15317;271;2060;48568;50911;47553;3358;33629;0.69;2;22.1;5.6;11.1;0.7;4.1;9.6;9.9;5.3;5.1;2.6;13;8.9;34;35;31;20;39;55;43;49;51;55;64;67;79;157;31;100;38;53;96;-0.4;394;394.4;1513;338;1982;1644
