,flyID,in:PnlWidth,in:SillP,in:SillA,in:OpenEW,in:OpenNS,in:ExtP,in:ExtAEW,in:Mat,in:Glaz,out:CoEqTotal,out:CoEqYear,out:TotalKwh,out:PerMKwh,out:FramesTyp,out:FramesAtyp,out:SpaceInt,out:SpaceExt,out:MinStreefPent,out:MinStreefApt,out:StreefPent,out:StreefApt
213,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWLog_MatA_GlazB,22,B,B,Max,Med,Balc,Log,A,B,131100,128592,285759,57.07,768,388,451.56,5007.6,52.8,49.9,12.3,15.7
214,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWLog_MatB_GlazA,22,B,B,Max,Med,Balc,Log,B,A,159000,132016,293369,58.58,768,388,451.56,5007.6,52.8,49.9,12.3,15.7
215,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWLog_MatB_GlazB,22,B,B,Max,Med,Balc,Log,B,B,164300,122370,271933,54.3,768,388,451.56,5007.6,52.8,49.9,12.3,15.7
216,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWBalc_MatA_GlazA,22,B,B,Max,Med,Log,Balc,A,A,124400,134592,299094,58.74,696,388,479.72,5092.08,45.8,43.3,1.4,10.9
217,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWBalc_MatA_GlazB,22,B,B,Max,Med,Log,Balc,A,B,129800,124947,277659,54.53,696,388,479.72,5092.08,45.8,43.3,1.4,10.9
218,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWBalc_MatB_GlazA,22,B,B,Max,Med,Log,Balc,B,A,153700,129100,286889,56.34,696,388,479.72,5092.08,45.8,43.3,1.4,10.9
219,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWBalc_MatB_GlazB,22,B,B,Max,Med,Log,Balc,B,B,159100,119454,265453,52.13,696,388,479.72,5092.08,45.8,43.3,1.4,10.9
220,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWLog_MatA_GlazA,22,B,B,Max,Med,Log,Log,A,A,125900,138642,308094,61.79,776,388,444.52,4986.48,45.7,49.5,1.4,15.3
221,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWLog_MatA_GlazB,22,B,B,Max,Med,Log,Log,A,B,131200,128997,286659,57.49,776,388,444.52,4986.48,45.7,49.5,1.4,15.3
222,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWLog_MatB_GlazA,22,B,B,Max,Med,Log,Log,B,A,159500,132340,294089,58.98,776,388,444.52,4986.48,45.7,49.5,1.4,15.3
223,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWLog_MatB_GlazB,22,B,B,Max,Med,Log,Log,B,B,164800,122694,272653,54.68,776,388,444.52,4986.48,45.7,49.5,1.4,15.3
224,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWBalc_MatA_GlazA,22,B,B,Med,Max,Balc,Balc,A,A,124600,134609,299130,58.5,688,388,486.76,5113.2,55.7,40.4,5.7,6.1
225,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWBalc_MatA_GlazB,22,B,B,Med,Max,Balc,Balc,A,B,130100,124722,277159,54.2,688,388,486.76,5113.2,55.7,40.4,5.7,6.1
226,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWBalc_MatB_GlazA,22,B,B,Med,Max,Balc,Balc,B,A,153100,129257,287238,56.18,688,388,486.76,5113.2,55.7,40.4,5.7,6.1
227,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWBalc_MatB_GlazB,22,B,B,Med,Max,Balc,Balc,B,B,158600,119371,265268,51.88,688,388,486.76,5113.2,55.7,40.4,5.7,6.1
228,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWLog_MatA_GlazA,22,B,B,Med,Max,Balc,Log,A,A,126000,138659,308130,61.53,768,388,451.56,5007.6,55.2,46.5,4.9,15.0
229,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWLog_MatA_GlazB,22,B,B,Med,Max,Balc,Log,A,B,131500,128772,286159,57.14,768,388,451.56,5007.6,55.2,46.5,4.9,15.0
230,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWLog_MatB_GlazA,22,B,B,Med,Max,Balc,Log,B,A,158900,132497,294438,58.8,768,388,451.56,5007.6,55.2,46.5,4.9,15.0
231,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWLog_MatB_GlazB,22,B,B,Med,Max,Balc,Log,B,B,164400,122611,272468,54.41,768,388,451.56,5007.6,55.2,46.5,4.9,15.0
232,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWBalc_MatA_GlazA,22,B,B,Med,Max,Log,Balc,A,A,124600,135014,300030,58.92,696,388,479.72,5092.08,48.0,40.3,1.3,7.3
233,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWBalc_MatA_GlazB,22,B,B,Med,Max,Log,Balc,A,B,130100,125127,278059,54.61,696,388,479.72,5092.08,48.0,40.3,1.3,7.3
234,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWBalc_MatB_GlazA,22,B,B,Med,Max,Log,Balc,B,A,153600,129581,287958,56.55,696,388,479.72,5092.08,48.0,40.3,1.3,7.3
235,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWBalc_MatB_GlazB,22,B,B,Med,Max,Log,Balc,B,B,159100,119695,265988,52.24,696,388,479.72,5092.08,48.0,40.3,1.3,7.3
236,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWLog_MatA_GlazA,22,B,B,Med,Max,Log,Log,A,A,126100,139064,309030,61.97,776,388,444.52,4986.48,49.2,47.1,0.8,15.1
237,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWLog_MatA_GlazB,22,B,B,Med,Max,Log,Log,A,B,131600,129177,287059,57.57,776,388,444.52,4986.48,49.2,47.1,0.8,15.1
238,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWLog_MatB_GlazA,22,B,B,Med,Max,Log,Log,B,A,159400,132821,295158,59.19,776,388,444.52,4986.48,49.2,47.1,0.8,15.1
239,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWLog_MatB_GlazB,22,B,B,Med,Max,Log,Log,B,B,164900,122935,273188,54.79,776,388,444.52,4986.48,49.2,47.1,0.8,15.1
240,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWBalc_MatA_GlazA,22,B,B,Med,Med,Balc,Balc,A,A,123200,132129,293620,57.42,688,388,486.76,5113.2,49.0,38.1,2.3,2.8
241,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWBalc_MatA_GlazB,22,B,B,Med,Med,Balc,Balc,A,B,127900,123659,274798,53.74,688,388,486.76,5113.2,49.0,38.1,2.3,2.8
242,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWBalc_MatB_GlazA,22,B,B,Med,Med,Balc,Balc,B,A,153600,126423,280941,54.94,688,388,486.76,5113.2,49.0,38.1,2.3,2.8
243,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWBalc_MatB_GlazB,22,B,B,Med,Med,Balc,Balc,B,B,158300,117954,262119,51.26,688,388,486.76,5113.2,49.0,38.1,2.3,2.8
244,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWLog_MatA_GlazA,22,B,B,Med,Med,Balc,Log,A,A,124600,136179,302620,60.43,768,388,451.56,5007.6,48.8,45.3,1.5,14.2
245,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWLog_MatA_GlazB,22,B,B,Med,Med,Balc,Log,A,B,129300,127709,283798,56.67,768,388,451.56,5007.6,48.8,45.3,1.5,14.2
246,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWLog_MatB_GlazA,22,B,B,Med,Med,Balc,Log,B,A,159400,129663,288141,57.54,768,388,451.56,5007.6,48.8,45.3,1.5,14.2
247,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWLog_MatB_GlazB,22,B,B,Med,Med,Balc,Log,B,B,164100,121194,269319,53.78,768,388,451.56,5007.6,48.8,45.3,1.5,14.2
248,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWBalc_MatA_GlazA,22,B,B,Med,Med,Log,Balc,A,A,123200,132534,294520,57.84,696,388,479.72,5092.08,41.5,37.6,0.5,2.5
249,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWBalc_MatA_GlazB,22,B,B,Med,Med,Log,Balc,A,B,127900,124064,275698,54.14,696,388,479.72,5092.08,41.5,37.6,0.5,2.5
250,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWBalc_MatB_GlazA,22,B,B,Med,Med,Log,Balc,B,A,154100,126747,281661,55.31,696,388,479.72,5092.08,41.5,37.6,0.5,2.5
251,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWBalc_MatB_GlazB,22,B,B,Med,Med,Log,Balc,B,B,158800,118278,262839,51.62,696,388,479.72,5092.08,41.5,37.6,0.5,2.5
252,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWLog_MatA_GlazA,22,B,B,Med,Med,Log,Log,A,A,124700,136584,303520,60.87,776,388,444.52,4986.48,43.4,44.5,0.2,14.1
253,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWLog_MatA_GlazB,22,B,B,Med,Med,Log,Log,A,B,129400,128114,284698,57.09,776,388,444.52,4986.48,43.4,44.5,0.2,14.1
254,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWLog_MatB_GlazA,22,B,B,Med,Med,Log,Log,B,A,159900,129987,288861,57.93,776,388,444.52,4986.48,43.4,44.5,0.2,14.1
255,PnlWidth22_SillPB_SillAB_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWLog_MatB_GlazB,22,B,B,Med,Med,Log,Log,B,B,164600,121518,270039,54.15,776,388,444.52,4986.48,43.4,44.5,0.2,14.1
256,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWBalc_MatA_GlazA,20,A,A,Max,Max,Balc,Balc,A,A,127400,140289,311754,60.46,300,400,432.68,5156.4,67.0,47.4,43.0,31.2
257,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWBalc_MatA_GlazB,20,A,A,Max,Max,Balc,Balc,A,B,134700,127157,282570,54.8,300,400,432.68,5156.4,67.0,47.4,43.0,31.2
258,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWBalc_MatB_GlazA,20,A,A,Max,Max,Balc,Balc,B,A,151600,135750,301666,58.5,300,400,432.68,5156.4,67.0,47.4,43.0,31.2
259,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWBalc_MatB_GlazB,20,A,A,Max,Max,Balc,Balc,B,B,158900,122617,272482,52.84,300,400,432.68,5156.4,67.0,47.4,43.0,31.2
260,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWLog_MatA_GlazA,20,A,A,Max,Max,Balc,Log,A,A,129000,144339,320754,63.33,380,400,402.28,5065.2,67.1,53.1,43.5,38.7
261,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWLog_MatA_GlazB,20,A,A,Max,Max,Balc,Log,A,B,136300,131207,291570,57.56,380,400,402.28,5065.2,67.1,53.1,43.5,38.7
262,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWLog_MatB_GlazA,20,A,A,Max,Max,Balc,Log,B,A,157500,138990,308866,60.98,380,400,402.28,5065.2,67.1,53.1,43.5,38.7
263,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWLog_MatB_GlazB,20,A,A,Max,Max,Balc,Log,B,B,164800,125857,279682,55.22,380,400,402.28,5065.2,67.1,53.1,43.5,38.7
264,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWBalc_MatA_GlazA,20,A,A,Max,Max,Log,Balc,A,A,127500,140694,312654,60.96,308,400,423.56,5129.04,64.1,47.3,36.5,31.7
265,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWBalc_MatA_GlazB,20,A,A,Max,Max,Log,Balc,A,B,134700,127562,283470,55.27,308,400,423.56,5129.04,64.1,47.3,36.5,31.7
266,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWBalc_MatB_GlazA,20,A,A,Max,Max,Log,Balc,B,A,152100,136074,302386,58.96,308,400,423.56,5129.04,64.1,47.3,36.5,31.7
267,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWBalc_MatB_GlazB,20,A,A,Max,Max,Log,Balc,B,B,159400,122941,273202,53.27,308,400,423.56,5129.04,64.1,47.3,36.5,31.7
268,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWLog_MatA_GlazA,20,A,A,Max,Max,Log,Log,A,A,129000,144744,321654,63.85,388,400,393.16,5037.84,64.2,53.4,36.2,38.8
269,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWLog_MatA_GlazB,20,A,A,Max,Max,Log,Log,A,B,136300,131612,292470,58.05,388,400,393.16,5037.84,64.2,53.4,36.2,38.8
270,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWLog_MatB_GlazA,20,A,A,Max,Max,Log,Log,B,A,158000,139314,309586,61.45,388,400,393.16,5037.84,64.2,53.4,36.2,38.8
271,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWLog_MatB_GlazB,20,A,A,Max,Max,Log,Log,B,B,165300,126181,280402,55.66,388,400,393.16,5037.84,64.2,53.4,36.2,38.8
272,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWBalc_MatA_GlazA,20,A,A,Max,Med,Balc,Balc,A,A,125700,137327,305170,59.18,300,400,432.68,5156.4,66.7,47.1,39.4,30.2
273,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWBalc_MatA_GlazB,20,A,A,Max,Med,Balc,Balc,A,B,132100,125887,279748,54.25,300,400,432.68,5156.4,66.7,47.1,39.4,30.2
274,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWBalc_MatB_GlazA,20,A,A,Max,Med,Balc,Balc,B,A,152200,132364,294142,57.04,300,400,432.68,5156.4,66.7,47.1,39.4,30.2
275,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWBalc_MatB_GlazB,20,A,A,Max,Med,Balc,Balc,B,B,158600,120924,268720,52.11,300,400,432.68,5156.4,66.7,47.1,39.4,30.2
276,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWLog_MatA_GlazA,20,A,A,Max,Med,Balc,Log,A,A,127300,141377,314170,62.03,380,400,402.28,5065.2,66.4,52.8,40.3,37.9
277,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWLog_MatA_GlazB,20,A,A,Max,Med,Balc,Log,A,B,133600,129937,288748,57.01,380,400,402.28,5065.2,66.4,52.8,40.3,37.9
278,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWLog_MatB_GlazA,20,A,A,Max,Med,Balc,Log,B,A,158100,135604,301342,59.49,380,400,402.28,5065.2,66.4,52.8,40.3,37.9
279,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWLog_MatB_GlazB,20,A,A,Max,Med,Balc,Log,B,B,164400,124164,275920,54.47,380,400,402.28,5065.2,66.4,52.8,40.3,37.9
280,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWBalc_MatA_GlazA,20,A,A,Max,Med,Log,Balc,A,A,125800,137732,306070,59.67,308,400,423.56,5129.04,63.6,46.7,32.5,30.3
281,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWBalc_MatA_GlazB,20,A,A,Max,Med,Log,Balc,A,B,132100,126292,280648,54.72,308,400,423.56,5129.04,63.6,46.7,32.5,30.3
282,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWBalc_MatB_GlazA,20,A,A,Max,Med,Log,Balc,B,A,152700,132688,294862,57.49,308,400,423.56,5129.04,63.6,46.7,32.5,30.3
283,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWBalc_MatB_GlazB,20,A,A,Max,Med,Log,Balc,B,B,159000,121248,269440,52.53,308,400,423.56,5129.04,63.6,46.7,32.5,30.3
284,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWLog_MatA_GlazA,20,A,A,Max,Med,Log,Log,A,A,127300,141782,315070,62.54,388,400,393.16,5037.84,63.5,53.0,32.4,37.2
285,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWLog_MatA_GlazB,20,A,A,Max,Med,Log,Log,A,B,133700,130342,289648,57.49,388,400,393.16,5037.84,63.5,53.0,32.4,37.2
286,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWLog_MatB_GlazA,20,A,A,Max,Med,Log,Log,B,A,158500,135928,302062,59.96,388,400,393.16,5037.84,63.5,53.0,32.4,37.2
287,PnlWidth20_SillPA_SillAA_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWLog_MatB_GlazB,20,A,A,Max,Med,Log,Log,B,B,164900,124488,276640,54.91,388,400,393.16,5037.84,63.5,53.0,32.4,37.2
288,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWBalc_MatA_GlazA,20,A,A,Med,Max,Balc,Balc,A,A,126000,137865,306367,59.41,300,400,432.68,5156.4,65.0,44.6,40.9,28.2
289,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWBalc_MatA_GlazB,20,A,A,Med,Max,Balc,Balc,A,B,132600,126117,280261,54.35,300,400,432.68,5156.4,65.0,44.6,40.9,28.2
290,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWBalc_MatB_GlazA,20,A,A,Med,Max,Balc,Balc,B,A,152100,132980,295510,57.31,300,400,432.68,5156.4,65.0,44.6,40.9,28.2
291,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWBalc_MatB_GlazB,20,A,A,Med,Max,Balc,Balc,B,B,158600,121232,269404,52.25,300,400,432.68,5156.4,65.0,44.6,40.9,28.2
292,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWLog_MatA_GlazA,20,A,A,Med,Max,Balc,Log,A,A,127600,141915,315367,62.26,380,400,402.28,5065.2,66.0,51.0,40.0,36.0
293,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWLog_MatA_GlazB,20,A,A,Med,Max,Balc,Log,A,B,134100,130167,289261,57.11,380,400,402.28,5065.2,66.0,51.0,40.0,36.0
294,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWLog_MatB_GlazA,20,A,A,Med,Max,Balc,Log,B,A,158000,136220,302710,59.76,380,400,402.28,5065.2,66.0,51.0,40.0,36.0
295,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWLog_MatB_GlazB,20,A,A,Med,Max,Balc,Log,B,B,164500,124472,276604,54.61,380,400,402.28,5065.2,66.0,51.0,40.0,36.0
296,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWBalc_MatA_GlazA,20,A,A,Med,Max,Log,Balc,A,A,126100,138270,307267,59.91,308,400,423.56,5129.04,62.9,45.2,31.1,28.3
297,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWBalc_MatA_GlazB,20,A,A,Med,Max,Log,Balc,A,B,132600,126522,281161,54.82,308,400,423.56,5129.04,62.9,45.2,31.1,28.3
298,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWBalc_MatB_GlazA,20,A,A,Med,Max,Log,Balc,B,A,152600,133304,296230,57.76,308,400,423.56,5129.04,62.9,45.2,31.1,28.3
299,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWBalc_MatB_GlazB,20,A,A,Med,Max,Log,Balc,B,B,159100,121556,270124,52.67,308,400,423.56,5129.04,62.9,45.2,31.1,28.3
300,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWLog_MatA_GlazA,20,A,A,Med,Max,Log,Log,A,A,127600,142320,316267,62.78,388,400,393.16,5037.84,62.3,51.3,31.3,36.0
301,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWLog_MatA_GlazB,20,A,A,Med,Max,Log,Log,A,B,134100,130572,290161,57.6,388,400,393.16,5037.84,62.3,51.3,31.3,36.0
302,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWLog_MatB_GlazA,20,A,A,Med,Max,Log,Log,B,A,158400,136544,303430,60.23,388,400,393.16,5037.84,62.3,51.3,31.3,36.0
303,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWLog_MatB_GlazB,20,A,A,Med,Max,Log,Log,B,B,165000,124796,277324,55.05,388,400,393.16,5037.84,62.3,51.3,31.3,36.0
304,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWBalc_MatA_GlazA,20,A,A,Med,Med,Balc,Balc,A,A,124300,134903,299784,58.14,300,400,432.68,5156.4,64.4,44.6,36.0,27.0
305,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWBalc_MatA_GlazB,20,A,A,Med,Med,Balc,Balc,A,B,129900,124848,277440,53.8,300,400,432.68,5156.4,64.4,44.6,36.0,27.0
306,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWBalc_MatB_GlazA,20,A,A,Med,Med,Balc,Balc,B,A,152700,129594,287986,55.85,300,400,432.68,5156.4,64.4,44.6,36.0,27.0
307,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWBalc_MatB_GlazB,20,A,A,Med,Med,Balc,Balc,B,B,158200,119539,265642,51.52,300,400,432.68,5156.4,64.4,44.6,36.0,27.0
308,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWLog_MatA_GlazA,20,A,A,Med,Med,Balc,Log,A,A,125900,138953,308784,60.96,380,400,402.28,5065.2,64.3,50.9,36.2,34.6
309,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWLog_MatA_GlazB,20,A,A,Med,Med,Balc,Log,A,B,131500,128898,286440,56.55,380,400,402.28,5065.2,64.3,50.9,36.2,34.6
310,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWLog_MatB_GlazA,20,A,A,Med,Med,Balc,Log,B,A,158500,132834,295186,58.28,380,400,402.28,5065.2,64.3,50.9,36.2,34.6
311,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWLog_MatB_GlazB,20,A,A,Med,Med,Balc,Log,B,B,164100,122779,272842,53.87,380,400,402.28,5065.2,64.3,50.9,36.2,34.6
312,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWBalc_MatA_GlazA,20,A,A,Med,Med,Log,Balc,A,A,124400,135308,300684,58.62,308,400,423.56,5129.04,62.0,44.2,26.4,27.0
313,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWBalc_MatA_GlazB,20,A,A,Med,Med,Log,Balc,A,B,130000,125253,278340,54.27,308,400,423.56,5129.04,62.0,44.2,26.4,27.0
314,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWBalc_MatB_GlazA,20,A,A,Med,Med,Log,Balc,B,A,153100,129918,288706,56.29,308,400,423.56,5129.04,62.0,44.2,26.4,27.0
315,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWBalc_MatB_GlazB,20,A,A,Med,Med,Log,Balc,B,B,158700,119863,266362,51.93,308,400,423.56,5129.04,62.0,44.2,26.4,27.0
316,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWLog_MatA_GlazA,20,A,A,Med,Med,Log,Log,A,A,125900,139358,309684,61.47,388,400,393.16,5037.84,62.6,50.4,25.9,34.5
317,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWLog_MatA_GlazB,20,A,A,Med,Med,Log,Log,A,B,131500,129303,287340,57.04,388,400,393.16,5037.84,62.6,50.4,25.9,34.5
318,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWLog_MatB_GlazA,20,A,A,Med,Med,Log,Log,B,A,159000,133158,295906,58.74,388,400,393.16,5037.84,62.6,50.4,25.9,34.5
319,PnlWidth20_SillPA_SillAA_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWLog_MatB_GlazB,20,A,A,Med,Med,Log,Log,B,B,164600,123103,273562,54.3,388,400,393.16,5037.84,62.6,50.4,25.9,34.5
320,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWBalc_MatA_GlazA,20,A,B,Max,Max,Balc,Balc,A,A,124500,135118,300263,58.23,660,400,432.68,5156.4,67.0,41.6,43.3,9.4
