,flyID,in:PnlWidth,in:SillP,in:SillA,in:OpenEW,in:OpenNS,in:ExtP,in:ExtAEW,in:Mat,in:Glaz,out:CoEqTotal,out:CoEqYear,out:TotalKwh,out:PerMKwh,out:FramesTyp,out:FramesAtyp,out:SpaceInt,out:SpaceExt,out:MinStreefPent,out:MinStreefApt,out:StreefPent,out:StreefApt
105,PnlWidth22_SillPA_SillAB_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWBalc_MatA_GlazB,22,A,B,Med,Max,Log,Balc,A,B,130500,125300,278444,54.68,668,388,479.72,5092.08,59.5,39.5,25.1,7.1
106,PnlWidth22_SillPA_SillAB_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWBalc_MatB_GlazA,22,A,B,Med,Max,Log,Balc,B,A,153500,130042,288982,56.75,668,388,479.72,5092.08,59.5,39.5,25.1,7.1
107,PnlWidth22_SillPA_SillAB_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWBalc_MatB_GlazB,22,A,B,Med,Max,Log,Balc,B,B,159200,119925,266500,52.34,668,388,479.72,5092.08,59.5,39.5,25.1,7.1
108,PnlWidth22_SillPA_SillAB_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWLog_MatA_GlazA,22,A,B,Med,Max,Log,Log,A,A,126300,139467,309926,62.15,748,388,444.52,4986.48,60.0,46.8,24.6,15.0
109,PnlWidth22_SillPA_SillAB_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWLog_MatA_GlazB,22,A,B,Med,Max,Log,Log,A,B,132000,129350,287444,57.64,748,388,444.52,4986.48,60.0,46.8,24.6,15.0
110,PnlWidth22_SillPA_SillAB_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWLog_MatB_GlazA,22,A,B,Med,Max,Log,Log,B,A,159300,133282,296182,59.4,748,388,444.52,4986.48,60.0,46.8,24.6,15.0
111,PnlWidth22_SillPA_SillAB_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWLog_MatB_GlazB,22,A,B,Med,Max,Log,Log,B,B,164900,123165,273700,54.89,748,388,444.52,4986.48,60.0,46.8,24.6,15.0
112,PnlWidth22_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWBalc_MatA_GlazA,22,A,B,Med,Med,Balc,Balc,A,A,123400,132486,294413,57.58,660,388,486.76,5113.2,59.7,38.9,28.0,2.4
113,PnlWidth22_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWBalc_MatA_GlazB,22,A,B,Med,Med,Balc,Balc,A,B,128200,123812,275138,53.81,660,388,486.76,5113.2,59.7,38.9,28.0,2.4
114,PnlWidth22_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWBalc_MatB_GlazA,22,A,B,Med,Med,Balc,Balc,B,A,153500,126831,281847,55.12,660,388,486.76,5113.2,59.7,38.9,28.0,2.4
115,PnlWidth22_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWBalc_MatB_GlazB,22,A,B,Med,Med,Balc,Balc,B,B,158300,118157,262572,51.35,660,388,486.76,5113.2,59.7,38.9,28.0,2.4
116,PnlWidth22_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWLog_MatA_GlazA,22,A,B,Med,Med,Balc,Log,A,A,124800,136536,303413,60.59,740,388,451.56,5007.6,60.0,44.7,28.2,14.4
117,PnlWidth22_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWLog_MatA_GlazB,22,A,B,Med,Med,Balc,Log,A,B,129600,127862,284138,56.74,740,388,451.56,5007.6,60.0,44.7,28.2,14.4
118,PnlWidth22_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWLog_MatB_GlazA,22,A,B,Med,Med,Balc,Log,B,A,159300,130071,289047,57.72,740,388,451.56,5007.6,60.0,44.7,28.2,14.4
119,PnlWidth22_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWLog_MatB_GlazB,22,A,B,Med,Med,Balc,Log,B,B,164100,121397,269772,53.87,740,388,451.56,5007.6,60.0,44.7,28.2,14.4
120,PnlWidth22_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWBalc_MatA_GlazA,22,A,B,Med,Med,Log,Balc,A,A,123400,132891,295313,57.99,668,388,479.72,5092.08,57.0,38.5,21.4,2.3
121,PnlWidth22_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWBalc_MatA_GlazB,22,A,B,Med,Med,Log,Balc,A,B,128300,124217,276038,54.21,668,388,479.72,5092.08,57.0,38.5,21.4,2.3
122,PnlWidth22_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWBalc_MatB_GlazA,22,A,B,Med,Med,Log,Balc,B,A,154000,127155,282567,55.49,668,388,479.72,5092.08,57.0,38.5,21.4,2.3
123,PnlWidth22_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWBalc_MatB_GlazB,22,A,B,Med,Med,Log,Balc,B,B,158800,118481,263292,51.71,668,388,479.72,5092.08,57.0,38.5,21.4,2.3
124,PnlWidth22_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWLog_MatA_GlazA,22,A,B,Med,Med,Log,Log,A,A,124900,136941,304313,61.03,748,388,444.52,4986.48,57.6,46.2,20.7,14.3
125,PnlWidth22_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWLog_MatA_GlazB,22,A,B,Med,Med,Log,Log,A,B,129700,128267,285038,57.16,748,388,444.52,4986.48,57.6,46.2,20.7,14.3
126,PnlWidth22_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWLog_MatB_GlazA,22,A,B,Med,Med,Log,Log,B,A,159800,130395,289767,58.11,748,388,444.52,4986.48,57.6,46.2,20.7,14.3
127,PnlWidth22_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWLog_MatB_GlazB,22,A,B,Med,Med,Log,Log,B,B,164600,121721,270492,54.25,748,388,444.52,4986.48,57.6,46.2,20.7,14.3
128,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWBalc_MatA_GlazA,22,B,A,Max,Max,Balc,Balc,A,A,129200,142654,317009,62.0,328,388,486.76,5113.2,56.7,49.2,14.7,35.9
129,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWBalc_MatA_GlazB,22,B,A,Max,Max,Balc,Balc,A,B,137200,128170,284822,55.7,328,388,486.76,5113.2,56.7,49.2,14.7,35.9
130,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWBalc_MatB_GlazA,22,B,A,Max,Max,Balc,Balc,B,A,151600,138452,307671,60.17,328,388,486.76,5113.2,56.7,49.2,14.7,35.9
131,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWBalc_MatB_GlazB,22,B,A,Max,Max,Balc,Balc,B,B,159600,123968,275484,53.88,328,388,486.76,5113.2,56.7,49.2,14.7,35.9
132,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWLog_MatA_GlazA,22,B,A,Max,Max,Balc,Log,A,A,130600,146704,326009,65.1,408,388,451.56,5007.6,57.9,55.5,14.1,44.5
133,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWLog_MatA_GlazB,22,B,A,Max,Max,Balc,Log,A,B,138700,132220,293822,58.68,408,388,451.56,5007.6,57.9,55.5,14.1,44.5
134,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWLog_MatB_GlazA,22,B,A,Max,Max,Balc,Log,B,A,157400,141692,314871,62.88,408,388,451.56,5007.6,57.9,55.5,14.1,44.5
135,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWLog_MatB_GlazB,22,B,A,Max,Max,Balc,Log,B,B,165400,127208,282684,56.45,408,388,451.56,5007.6,57.9,55.5,14.1,44.5
136,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWBalc_MatA_GlazA,22,B,A,Max,Max,Log,Balc,A,A,129200,143059,317909,62.43,336,388,479.72,5092.08,52.6,49.3,2.0,36.3
137,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWBalc_MatA_GlazB,22,B,A,Max,Max,Log,Balc,A,B,137300,128575,285722,56.11,336,388,479.72,5092.08,52.6,49.3,2.0,36.3
138,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWBalc_MatB_GlazA,22,B,A,Max,Max,Log,Balc,B,A,152100,138776,308391,60.56,336,388,479.72,5092.08,52.6,49.3,2.0,36.3
139,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWBalc_MatB_GlazB,22,B,A,Max,Max,Log,Balc,B,B,160100,124292,276204,54.24,336,388,479.72,5092.08,52.6,49.3,2.0,36.3
140,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWLog_MatA_GlazA,22,B,A,Max,Max,Log,Log,A,A,130700,147109,326909,65.56,416,388,444.52,4986.48,53.9,55.6,1.9,44.3
141,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWLog_MatA_GlazB,22,B,A,Max,Max,Log,Log,A,B,138700,132625,294722,59.1,416,388,444.52,4986.48,53.9,55.6,1.9,44.3
142,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWLog_MatB_GlazA,22,B,A,Max,Max,Log,Log,B,A,157900,142016,315591,63.29,416,388,444.52,4986.48,53.9,55.6,1.9,44.3
143,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWLog_MatB_GlazB,22,B,A,Max,Max,Log,Log,B,B,165900,127532,283404,56.83,416,388,444.52,4986.48,53.9,55.6,1.9,44.3
144,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWBalc_MatA_GlazA,22,B,A,Max,Med,Balc,Balc,A,A,127300,139395,309767,60.58,328,388,486.76,5113.2,51.9,49.1,12.8,35.6
145,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWBalc_MatA_GlazB,22,B,A,Max,Med,Balc,Balc,A,B,134300,126773,281718,55.1,328,388,486.76,5113.2,51.9,49.1,12.8,35.6
146,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWBalc_MatB_GlazA,22,B,A,Max,Med,Balc,Balc,B,A,152200,134728,299395,58.55,328,388,486.76,5113.2,51.9,49.1,12.8,35.6
147,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWBalc_MatB_GlazB,22,B,A,Max,Med,Balc,Balc,B,B,159200,122106,271346,53.07,328,388,486.76,5113.2,51.9,49.1,12.8,35.6
148,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWLog_MatA_GlazA,22,B,A,Max,Med,Balc,Log,A,A,128800,143445,318767,63.66,408,388,451.56,5007.6,51.0,55.4,12.0,43.5
149,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWLog_MatA_GlazB,22,B,A,Max,Med,Balc,Log,A,B,135800,130823,290718,58.06,408,388,451.56,5007.6,51.0,55.4,12.0,43.5
150,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWLog_MatB_GlazA,22,B,A,Max,Med,Balc,Log,B,A,158000,137968,306595,61.23,408,388,451.56,5007.6,51.0,55.4,12.0,43.5
151,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWLog_MatB_GlazB,22,B,A,Max,Med,Balc,Log,B,B,165000,125346,278546,55.62,408,388,451.56,5007.6,51.0,55.4,12.0,43.5
152,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWBalc_MatA_GlazA,22,B,A,Max,Med,Log,Balc,A,A,127400,139800,310667,61.01,336,388,479.72,5092.08,46.7,48.8,1.3,36.1
153,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWBalc_MatA_GlazB,22,B,A,Max,Med,Log,Balc,A,B,134400,127178,282618,55.5,336,388,479.72,5092.08,46.7,48.8,1.3,36.1
154,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWBalc_MatB_GlazA,22,B,A,Max,Med,Log,Balc,B,A,152700,135052,300115,58.94,336,388,479.72,5092.08,46.7,48.8,1.3,36.1
155,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWBalc_MatB_GlazB,22,B,A,Max,Med,Log,Balc,B,B,159700,122430,272066,53.43,336,388,479.72,5092.08,46.7,48.8,1.3,36.1
156,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWLog_MatA_GlazA,22,B,A,Max,Med,Log,Log,A,A,128800,143850,319667,64.11,416,388,444.52,4986.48,46.6,55.6,1.1,43.7
157,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWLog_MatA_GlazB,22,B,A,Max,Med,Log,Log,A,B,135800,131228,291618,58.48,416,388,444.52,4986.48,46.6,55.6,1.1,43.7
158,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWLog_MatB_GlazA,22,B,A,Max,Med,Log,Log,B,A,158500,138292,307315,61.63,416,388,444.52,4986.48,46.6,55.6,1.1,43.7
159,PnlWidth22_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWLog_MatB_GlazB,22,B,A,Max,Med,Log,Log,B,B,165500,125670,279266,56.0,416,388,444.52,4986.48,46.6,55.6,1.1,43.7
160,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWBalc_MatA_GlazA,22,B,A,Med,Max,Balc,Balc,A,A,127600,139972,311049,60.83,328,388,486.76,5113.2,55.0,46.7,6.1,32.5
161,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWBalc_MatA_GlazB,22,B,A,Med,Max,Balc,Balc,A,B,134800,127021,282268,55.2,328,388,486.76,5113.2,55.0,46.7,6.1,32.5
162,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWBalc_MatB_GlazA,22,B,A,Med,Max,Balc,Balc,B,A,152100,135387,300860,58.84,328,388,486.76,5113.2,55.0,46.7,6.1,32.5
163,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWBalc_MatB_GlazB,22,B,A,Med,Max,Balc,Balc,B,B,159300,122436,272079,53.21,328,388,486.76,5113.2,55.0,46.7,6.1,32.5
164,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWLog_MatA_GlazA,22,B,A,Med,Max,Balc,Log,A,A,129100,144022,320049,63.91,408,388,451.56,5007.6,54.2,53.4,6.0,40.6
165,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWLog_MatA_GlazB,22,B,A,Med,Max,Balc,Log,A,B,136300,131071,291268,58.17,408,388,451.56,5007.6,54.2,53.4,6.0,40.6
166,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWLog_MatB_GlazA,22,B,A,Med,Max,Balc,Log,B,A,157900,138627,308060,61.52,408,388,451.56,5007.6,54.2,53.4,6.0,40.6
167,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWLog_MatB_GlazB,22,B,A,Med,Max,Balc,Log,B,B,165100,125676,279279,55.77,408,388,451.56,5007.6,54.2,53.4,6.0,40.6
168,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWBalc_MatA_GlazA,22,B,A,Med,Max,Log,Balc,A,A,127700,140377,311949,61.26,336,388,479.72,5092.08,49.0,46.2,0.8,32.6
169,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWBalc_MatA_GlazB,22,B,A,Med,Max,Log,Balc,A,B,134900,127426,283168,55.61,336,388,479.72,5092.08,49.0,46.2,0.8,32.6
170,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWBalc_MatB_GlazA,22,B,A,Med,Max,Log,Balc,B,A,152600,135711,301580,59.23,336,388,479.72,5092.08,49.0,46.2,0.8,32.6
171,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWBalc_MatB_GlazB,22,B,A,Med,Max,Log,Balc,B,B,159800,122760,272799,53.57,336,388,479.72,5092.08,49.0,46.2,0.8,32.6
172,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWLog_MatA_GlazA,22,B,A,Med,Max,Log,Log,A,A,129200,144427,320949,64.36,416,388,444.52,4986.48,49.0,53.1,1.1,40.9
173,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWLog_MatA_GlazB,22,B,A,Med,Max,Log,Log,A,B,136400,131476,292168,58.59,416,388,444.52,4986.48,49.0,53.1,1.1,40.9
174,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWLog_MatB_GlazA,22,B,A,Med,Max,Log,Log,B,A,158400,138951,308780,61.92,416,388,444.52,4986.48,49.0,53.1,1.1,40.9
175,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWLog_MatB_GlazB,22,B,A,Med,Max,Log,Log,B,B,165600,126000,279999,56.15,416,388,444.52,4986.48,49.0,53.1,1.1,40.9
176,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWBalc_MatA_GlazA,22,B,A,Med,Med,Balc,Balc,A,A,125800,136713,303807,59.42,328,388,486.76,5113.2,49.2,46.1,4.1,32.1
177,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWBalc_MatA_GlazB,22,B,A,Med,Med,Balc,Balc,A,B,131900,125624,279164,54.6,328,388,486.76,5113.2,49.2,46.1,4.1,32.1
178,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWBalc_MatB_GlazA,22,B,A,Med,Med,Balc,Balc,B,A,152700,131663,292584,57.22,328,388,486.76,5113.2,49.2,46.1,4.1,32.1
179,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWBalc_MatB_GlazB,22,B,A,Med,Med,Balc,Balc,B,B,158900,120573,267941,52.4,328,388,486.76,5113.2,49.2,46.1,4.1,32.1
180,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWLog_MatA_GlazA,22,B,A,Med,Med,Balc,Log,A,A,127200,140763,312807,62.47,408,388,451.56,5007.6,48.5,52.9,2.4,39.7
181,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWLog_MatA_GlazB,22,B,A,Med,Med,Balc,Log,A,B,133400,129674,288164,57.55,408,388,451.56,5007.6,48.5,52.9,2.4,39.7
182,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWLog_MatB_GlazA,22,B,A,Med,Med,Balc,Log,B,A,158500,134903,299784,59.87,408,388,451.56,5007.6,48.5,52.9,2.4,39.7
183,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWLog_MatB_GlazB,22,B,A,Med,Med,Balc,Log,B,B,164600,123813,275141,54.94,408,388,451.56,5007.6,48.5,52.9,2.4,39.7
184,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWBalc_MatA_GlazA,22,B,A,Med,Med,Log,Balc,A,A,125800,137118,304707,59.84,336,388,479.72,5092.08,38.8,47.0,0.4,31.7
185,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWBalc_MatA_GlazB,22,B,A,Med,Med,Log,Balc,A,B,132000,126029,280064,55.0,336,388,479.72,5092.08,38.8,47.0,0.4,31.7
186,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWBalc_MatB_GlazA,22,B,A,Med,Med,Log,Balc,B,A,153200,131987,293304,57.6,336,388,479.72,5092.08,38.8,47.0,0.4,31.7
187,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWBalc_MatB_GlazB,22,B,A,Med,Med,Log,Balc,B,B,159400,120897,268661,52.76,336,388,479.72,5092.08,38.8,47.0,0.4,31.7
188,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWLog_MatA_GlazA,22,B,A,Med,Med,Log,Log,A,A,127300,141168,313707,62.91,416,388,444.52,4986.48,41.2,53.0,0.4,40.1
189,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWLog_MatA_GlazB,22,B,A,Med,Med,Log,Log,A,B,133500,130079,289064,57.97,416,388,444.52,4986.48,41.2,53.0,0.4,40.1
190,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWLog_MatB_GlazA,22,B,A,Med,Med,Log,Log,B,A,159000,135227,300504,60.26,416,388,444.52,4986.48,41.2,53.0,0.4,40.1
191,PnlWidth22_SillPB_SillAA_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWLog_MatB_GlazB,22,B,A,Med,Med,Log,Log,B,B,165200,124137,275861,55.32,416,388,444.52,4986.48,41.2,53.0,0.4,40.1
192,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWBalc_MatA_GlazA,22,B,B,Max,Max,Balc,Balc,A,A,125700,136666,303703,59.4,688,388,486.76,5113.2,58.1,44.4,13.9,12.6
193,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWBalc_MatA_GlazB,22,B,B,Max,Max,Balc,Balc,A,B,131900,125604,279120,54.59,688,388,486.76,5113.2,58.1,44.4,13.9,12.6
194,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWBalc_MatB_GlazA,22,B,B,Max,Max,Balc,Balc,B,A,152700,131609,292465,57.2,688,388,486.76,5113.2,58.1,44.4,13.9,12.6
195,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWBalc_MatB_GlazB,22,B,B,Max,Max,Balc,Balc,B,B,158900,120546,267881,52.39,688,388,486.76,5113.2,58.1,44.4,13.9,12.6
196,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWLog_MatA_GlazA,22,B,B,Max,Max,Balc,Log,A,A,127200,140716,312703,62.45,768,388,451.56,5007.6,57.4,51.0,13.9,17.2
197,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWLog_MatA_GlazB,22,B,B,Max,Max,Balc,Log,A,B,133300,129654,288120,57.54,768,388,451.56,5007.6,57.4,51.0,13.9,17.2
198,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWLog_MatB_GlazA,22,B,B,Max,Max,Balc,Log,B,A,158500,134849,299665,59.84,768,388,451.56,5007.6,57.4,51.0,13.9,17.2
199,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWLog_MatB_GlazB,22,B,B,Max,Max,Balc,Log,B,B,164600,123786,275081,54.93,768,388,451.56,5007.6,57.4,51.0,13.9,17.2
200,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWBalc_MatA_GlazA,22,B,B,Max,Max,Log,Balc,A,A,125800,137071,304603,59.82,696,388,479.72,5092.08,53.9,44.7,2.2,12.2
201,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWBalc_MatA_GlazB,22,B,B,Max,Max,Log,Balc,A,B,132000,126009,280020,54.99,696,388,479.72,5092.08,53.9,44.7,2.2,12.2
202,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWBalc_MatB_GlazA,22,B,B,Max,Max,Log,Balc,B,A,153200,131933,293185,57.58,696,388,479.72,5092.08,53.9,44.7,2.2,12.2
203,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWBalc_MatB_GlazB,22,B,B,Max,Max,Log,Balc,B,B,159400,120870,268601,52.75,696,388,479.72,5092.08,53.9,44.7,2.2,12.2
204,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWLog_MatA_GlazA,22,B,B,Max,Max,Log,Log,A,A,127300,141121,313603,62.89,776,388,444.52,4986.48,53.6,51.7,2.2,16.8
205,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWLog_MatA_GlazB,22,B,B,Max,Max,Log,Log,A,B,133400,130059,289020,57.96,776,388,444.52,4986.48,53.6,51.7,2.2,16.8
206,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWLog_MatB_GlazA,22,B,B,Max,Max,Log,Log,B,A,159000,135173,300385,60.24,776,388,444.52,4986.48,53.6,51.7,2.2,16.8
207,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWLog_MatB_GlazB,22,B,B,Max,Max,Log,Log,B,B,165100,124110,275801,55.31,776,388,444.52,4986.48,53.6,51.7,2.2,16.8
208,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWBalc_MatA_GlazA,22,B,B,Max,Med,Balc,Balc,A,A,124300,134187,298194,58.32,688,388,486.76,5113.2,52.7,43.1,12.5,10.9
209,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWBalc_MatA_GlazB,22,B,B,Max,Med,Balc,Balc,A,B,129700,124542,276759,54.13,688,388,486.76,5113.2,52.7,43.1,12.5,10.9
210,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWBalc_MatB_GlazA,22,B,B,Max,Med,Balc,Balc,B,A,153200,128776,286169,55.97,688,388,486.76,5113.2,52.7,43.1,12.5,10.9
211,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWBalc_MatB_GlazB,22,B,B,Max,Med,Balc,Balc,B,B,158500,119130,264733,51.77,688,388,486.76,5113.2,52.7,43.1,12.5,10.9
212,PnlWidth22_SillPB_SillAB_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWLog_MatA_GlazA,22,B,B,Max,Med,Balc,Log,A,A,125800,138237,307194,61.35,768,388,451.56,5007.6,52.8,49.9,12.3,15.7
